State_Code_Origin,County_Code_Origin,State_Code_Dest,County_Code_Dest,State_Abbr,Return_Num,Exmpt_Num,Aggr_AGI,,
26,077,47,037,TN,11,16,293,,
26,077,48,453,TX,11,14,319,,
26,077,55,079,WI,11,17,388,,
26,077,08,013,CO,10,14,488,,
26,077,12,011,FL,10,14,481,,
26,077,12,021,FL,10,20,722,,
26,077,12,097,FL,10,14,227,,
26,077,13,135,GA,10,24,322,,
26,077,18,167,IN,10,23,682,,
26,077,21,111,KY,10,19,385,,
26,077,26,047,MI,10,13,187,,
26,077,26,073,MI,10,11,180,,
26,077,48,215,TX,10,32,322,,
26,077,58,000,SS,174,277,"6,710",,
26,077,59,000,DS,"1,548","2,852","84,728",,
26,077,59,001,DS,213,407,"20,705",,
26,077,59,003,DS,419,827,"23,845",,
26,077,59,005,DS,653,"1,182","28,998",,
26,077,59,007,DS,263,436,"11,180",,
26,077,57,009,FR,49,87,"2,233",,
26,079,96,000,MI,467,888,"13,164",,
26,079,97,000,MI,467,888,"13,164",,
26,079,97,001,MI,340,653,"9,381",,
26,079,97,003,MI,127,235,"3,783",,
26,079,98,000,MI,d,d,d,,
26,079,26,079,MI,"5,895","12,864","234,551",,
26,079,26,055,MI,129,245,"3,560",,
26,079,26,009,MI,65,148,"1,535",,
26,079,26,113,MI,10,23,260,,
26,079,26,163,MI,10,15,440,,
26,079,58,000,SS,126,222,"3,587",,
26,079,59,000,DS,127,235,"3,783",,
26,081,96,000,MI,"11,995","21,878","523,333",,
26,081,97,000,MI,"11,852","21,628","519,468",,
26,081,97,001,MI,"6,653","12,181","285,465",,
26,081,97,003,MI,"5,199","9,447","234,002",,
26,081,98,000,MI,143,250,"3,865",,
26,081,26,081,MI,"209,631","479,653","12,183,749",,
26,081,26,139,MI,"1,955","3,745","115,498",,
26,081,26,005,MI,520,"1,015","22,133",,
26,081,26,117,MI,399,777,"13,118",,
26,081,26,067,MI,357,670,"11,837",,
26,081,17,031,IL,336,454,"11,129",,
26,081,26,015,MI,327,693,"14,216",,
26,081,26,123,MI,307,641,"11,462",,
26,081,26,121,MI,301,524,"10,187",,
26,081,26,077,MI,288,423,"8,474",,
26,081,26,125,MI,250,399,"10,429",,
26,081,26,065,MI,178,279,"5,431",,
26,081,26,163,MI,145,263,"5,032",,
26,081,04,013,AZ,143,225,"5,552",,
26,081,26,161,MI,128,192,"4,651",,
26,081,26,107,MI,111,188,"3,513",,
26,081,26,055,MI,104,161,"4,594",,
26,081,26,099,MI,75,122,"2,574",,
26,081,12,071,FL,74,126,"8,384",,
26,081,26,045,MI,74,134,"2,539",,
26,081,26,021,MI,67,121,"2,082",,
26,081,32,003,NV,66,119,"1,873",,
26,081,06,037,CA,65,93,"3,384",,
26,081,26,145,MI,65,132,"1,629",,
26,081,48,201,TX,58,131,"2,066",,
26,081,06,073,CA,57,87,"3,208",,
26,081,26,073,MI,57,89,"1,733",,
26,081,48,439,TX,56,121,"3,204",,
26,081,26,025,MI,54,84,"1,712",,
26,081,12,095,FL,52,86,"1,425",,
26,081,17,043,IL,52,82,"3,467",,
26,081,57,005,FR,49,60,999,,
26,081,26,049,MI,48,70,"1,416",,
26,081,53,033,WA,48,75,"2,705",,
26,081,18,097,IN,43,69,"1,377",,
26,081,37,119,NC,43,71,"2,227",,
26,081,12,099,FL,42,77,"1,873",,
26,081,48,113,TX,41,75,"2,369",,
26,081,12,057,FL,40,72,"2,104",,
26,081,12,031,FL,39,71,"2,238",,
26,081,26,037,MI,39,68,"1,506",,
26,081,26,165,MI,39,71,"1,385",,
26,081,36,061,NY,39,55,"1,727",,
26,081,39,049,OH,39,68,"1,528",,
26,081,18,141,IN,38,88,"1,937",,
26,081,26,105,MI,38,53,723,,
26,081,26,127,MI,38,55,"1,832",,
26,081,12,011,FL,37,57,"1,639",,
26,081,37,183,NC,37,68,"2,804",,
26,081,26,159,MI,36,67,"1,108",,
26,081,55,079,WI,36,52,"1,230",,
26,081,12,103,FL,35,60,"1,740",,
26,081,26,085,MI,35,76,"1,454",,
26,081,12,086,FL,34,55,961,,
26,081,26,093,MI,34,68,"1,800",,
26,081,27,053,MN,34,48,"2,535",,
26,081,26,075,MI,33,60,"1,114",,
26,081,08,031,CO,32,42,733,,
26,081,48,029,TX,32,65,"1,200",,
26,081,12,021,FL,31,58,"2,001",,
26,081,48,121,TX,30,77,"2,883",,
26,081,08,041,CO,29,40,"1,133",,
26,081,13,089,GA,29,49,769,,
26,081,26,101,MI,28,43,986,,
26,081,26,133,MI,27,43,836,,
26,081,13,121,GA,26,50,"1,653",,
26,081,26,047,MI,26,44,"1,414",,
26,081,47,037,TN,26,47,"1,151",,
26,081,51,059,VA,26,43,810,,
26,081,18,003,IN,25,46,893,,
26,081,18,057,IN,25,75,"2,187",,
26,081,04,019,AZ,24,36,"1,006",,
26,081,06,001,CA,24,32,991,,
26,081,06,059,CA,24,50,"1,496",,
26,081,12,101,FL,24,46,926,,
26,081,26,017,MI,24,41,825,,
26,081,26,111,MI,24,49,"1,010",,
26,081,39,035,OH,24,40,"1,327",,
26,081,39,095,OH,24,45,"1,038",,
26,081,13,067,GA,23,48,542,,
26,081,48,215,TX,23,50,676,,
26,081,06,067,CA,22,45,797,,
26,081,27,123,MN,22,29,780,,
26,081,55,025,WI,22,40,"1,243",,
26,081,12,081,FL,21,38,"2,356",,
26,081,12,105,FL,21,48,443,,
26,081,13,135,GA,21,46,580,,
26,081,17,097,IL,21,44,950,,
26,081,21,111,KY,21,36,605,,
26,081,25,017,MA,21,37,838,,
26,081,26,147,MI,21,39,479,,
26,081,29,189,MO,21,42,848,,
26,081,18,039,IN,20,43,657,,
26,081,26,103,MI,20,31,548,,
26,081,26,115,MI,20,31,714,,
26,081,37,081,NC,20,37,"1,228",,
26,081,11,001,DC,19,20,621,,
26,081,17,089,IL,19,42,"1,617",,
26,081,26,155,MI,19,28,298,,
26,081,36,047,NY,19,30,534,,
26,081,06,065,CA,18,42,879,,
26,081,15,003,HI,18,31,465,,
26,081,26,007,MI,18,26,370,,
26,081,36,005,NY,18,36,272,,
26,081,51,810,VA,18,37,933,,
26,081,26,029,MI,17,27,631,,
26,081,26,033,MI,17,34,519,,
26,081,26,089,MI,17,33,"1,510",,
26,081,36,081,NY,17,19,480,,
26,081,39,061,OH,17,33,"1,090",,
26,081,45,045,SC,17,36,"1,404",,
26,081,48,453,TX,17,34,736,,
26,081,49,035,UT,17,39,634,,
26,081,25,025,MA,16,17,"2,045",,
26,081,26,091,MI,16,28,518,,
26,081,26,113,MI,16,28,459,,
26,081,26,149,MI,16,29,"1,050",,
26,081,41,051,OR,16,21,306,,
26,081,06,075,CA,15,19,747,,
26,081,08,005,CO,15,24,414,,
26,081,26,061,MI,15,26,721,,
26,081,37,133,NC,15,20,269,,
26,081,53,061,WA,15,25,948,,
26,081,06,071,CA,14,31,328,,
26,081,12,117,FL,14,26,821,,
26,081,20,091,KS,14,35,"1,220",,
26,081,26,019,MI,14,24,508,,
26,081,48,085,TX,14,31,"1,196",,
26,081,57,003,FR,14,47,27,,
26,081,08,069,CO,13,22,443,,
26,081,12,009,FL,13,32,608,,
26,081,12,115,FL,13,21,693,,
26,081,17,197,IL,13,36,638,,
26,081,26,035,MI,13,26,546,,
26,081,26,057,MI,13,26,440,,
26,081,27,037,MN,13,28,607,,
26,081,36,055,NY,13,25,546,,
26,081,48,157,TX,13,32,775,,
26,081,06,085,CA,12,22,386,,
26,081,08,059,CO,12,23,695,,
26,081,12,015,FL,12,17,849,,
26,081,13,179,GA,12,32,340,,
26,081,18,105,IN,12,18,179,,
26,081,26,059,MI,12,15,271,,
26,081,29,095,MO,12,23,483,,
26,081,34,017,NJ,12,19,289,,
26,081,37,051,NC,12,23,454,,
26,081,47,157,TN,12,24,319,,
26,081,51,013,VA,12,14,400,,
26,081,04,021,AZ,11,19,792,,
26,081,12,061,FL,11,30,502,,
26,081,18,089,IN,11,31,381,,
26,081,26,031,MI,11,26,"1,283",,
26,081,26,137,MI,11,15,248,,
26,081,39,113,OH,11,18,472,,
26,081,40,143,OK,11,20,589,,
26,081,42,003,PA,11,27,946,,
26,081,48,061,TX,11,34,271,,
26,081,48,141,TX,11,26,269,,
26,081,08,013,CO,10,13,338,,
26,081,12,033,FL,10,14,394,,
26,081,12,055,FL,10,16,171,,
26,081,12,069,FL,10,20,287,,
26,081,16,001,ID,10,20,684,,
26,081,19,153,IA,10,20,606,,
26,081,24,510,MD,10,14,296,,
26,081,26,009,MI,10,16,463,,
26,081,26,041,MI,10,18,302,,
26,081,26,079,MI,10,17,216,,
26,081,26,157,MI,10,19,316,,
26,081,29,510,MO,10,15,193,,
26,081,37,063,NC,10,14,406,,
26,081,39,017,OH,10,23,610,,
26,081,47,093,TN,10,26,683,,
26,081,48,491,TX,10,22,469,,
26,081,51,510,VA,10,15,288,,
26,081,58,000,SS,96,159,"2,803",,
26,081,59,000,DS,"2,070","3,942","88,271",,
26,081,59,001,DS,257,460,"11,686",,
26,081,59,003,DS,547,"1,129","27,458",,
26,081,59,005,DS,908,"1,735","35,686",,
26,081,59,007,DS,358,618,"13,441",,
26,081,57,009,FR,80,143,"2,839",,
26,083,96,000,MI,61,98,"1,738",,
26,083,97,000,MI,61,98,"1,738",,
26,083,97,001,MI,46,74,"1,264",,
26,083,97,003,MI,15,24,474,,
26,083,98,000,MI,d,d,d,,
26,083,26,083,MI,740,"1,519","31,421",,
26,083,26,061,MI,33,55,784,,
26,083,58,000,SS,13,19,479,,
26,083,59,000,DS,15,24,474,,
26,085,96,000,MI,305,609,"8,103",,
26,085,97,000,MI,305,609,"8,103",,
26,085,97,001,MI,237,479,"6,309",,
26,085,97,003,MI,68,130,"1,793",,
26,085,98,000,MI,d,d,d,,
26,085,26,085,MI,"3,516","7,280","115,622",,
26,085,26,133,MI,44,93,"1,163",,
26,085,26,081,MI,35,55,"1,073",,
26,085,26,105,MI,25,52,590,,
26,085,26,107,MI,20,42,526,,
26,085,26,165,MI,14,30,521,,
26,085,26,123,MI,13,24,145,,
26,085,58,000,SS,86,183,"2,291",,
26,085,59,000,DS,68,130,"1,793",,
26,087,96,000,MI,"2,115","3,861","72,201",,
26,087,97,000,MI,"2,115","3,861","72,201",,
26,087,97,001,MI,"1,526","2,741","48,621",,
26,087,97,003,MI,589,"1,120","23,580",,
26,087,98,000,MI,d,d,d,,
26,087,26,087,MI,"32,106","75,966","1,784,481",,
26,087,26,049,MI,437,799,"12,088",,
26,087,26,125,MI,302,485,"9,963",,
26,087,26,099,MI,212,379,"7,658",,
26,087,26,151,MI,86,194,"2,496",,
26,087,26,157,MI,79,174,"2,594",,
26,087,26,147,MI,77,153,"2,231",,
26,087,26,163,MI,46,71,"1,748",,
26,087,26,161,MI,29,39,626,,
26,087,26,065,MI,22,27,517,,
26,087,04,013,AZ,20,27,553,,
26,087,12,071,FL,19,28,629,,
26,087,32,003,NV,19,31,799,,
26,087,26,081,MI,17,26,527,,
26,087,26,145,MI,15,24,326,,
26,087,26,063,MI,14,33,449,,
26,087,26,093,MI,14,27,716,,
26,087,17,031,IL,12,17,225,,
26,087,12,115,FL,11,19,405,,
26,087,12,101,FL,10,23,367,,
26,087,58,000,SS,176,310,"6,682",,
26,087,59,000,DS,498,975,"20,602",,
26,087,59,001,DS,26,40,722,,
26,087,59,003,DS,103,234,"4,096",,
26,087,59,005,DS,277,533,"11,880",,
26,087,59,007,DS,92,168,"3,903",,
26,089,96,000,MI,558,932,"23,383",,
26,089,97,000,MI,558,932,"23,383",,
26,089,97,001,MI,375,653,"12,299",,
26,089,97,003,MI,183,279,"11,083",,
26,089,98,000,MI,d,d,d,,
26,089,26,089,MI,"8,128","17,245","543,615",,
26,089,26,055,MI,199,325,"6,481",,
26,089,26,019,MI,33,72,"1,035",,
26,089,26,081,MI,16,23,470,,
26,089,26,065,MI,11,20,478,,
26,089,26,161,MI,11,13,310,,
26,089,17,031,IL,10,10,410,,
26,089,26,163,MI,10,13,313,,
26,089,58,000,SS,95,187,"3,213",,
26,089,59,000,DS,173,269,"10,673",,
26,089,59,001,DS,18,21,407,,
26,089,59,003,DS,38,66,"2,793",,
26,089,59,005,DS,68,115,"5,973",,
26,089,59,007,DS,49,67,"1,500",,
26,091,96,000,MI,"1,958","3,520","71,776",,
26,091,97,000,MI,"1,942","3,493","71,264",,
26,091,97,001,MI,"1,043","1,781","37,466",,
26,091,97,003,MI,899,"1,712","33,798",,
26,091,98,000,MI,16,27,511,,
26,091,26,091,MI,"35,955","80,870","1,834,777",,
26,091,26,161,MI,241,386,"9,815",,
26,091,26,075,MI,153,273,"4,397",,
26,091,26,163,MI,117,179,"4,227",,
26,091,26,115,MI,101,176,"3,347",,
26,091,26,059,MI,98,194,"3,210",,
26,091,39,095,OH,94,167,"3,666",,
26,091,26,065,MI,43,65,"1,787",,
26,091,26,125,MI,42,62,"1,388",,
26,091,39,051,OH,34,66,"1,034",,
26,091,04,013,AZ,33,50,"1,111",,
26,091,26,077,MI,24,34,653,,
26,091,26,081,MI,23,28,624,,
26,091,17,031,IL,21,25,548,,
26,091,26,093,MI,21,44,911,,
26,091,26,025,MI,15,27,434,,
26,091,26,045,MI,12,18,923,,
26,091,26,099,MI,12,17,504,,
26,091,39,171,OH,12,24,231,,
26,091,39,173,OH,12,23,391,,
26,091,32,003,NV,10,19,362,,
26,091,58,000,SS,141,278,"5,247",,
26,091,59,000,DS,683,"1,338","26,455",,
26,091,59,001,DS,41,70,"1,432",,
26,091,59,003,DS,191,385,"7,975",,
26,091,59,005,DS,351,708,"13,351",,
26,091,59,007,DS,100,175,"3,697",,
26,091,57,009,FR,16,27,511,,
26,093,96,000,MI,"4,245","7,552","216,476",,
26,093,97,000,MI,"4,214","7,492","214,443",,
26,093,97,001,MI,"2,667","4,491","121,546",,
26,093,97,003,MI,"1,547","3,001","92,898",,
26,093,98,000,MI,31,60,"2,033",,
26,093,26,093,MI,"63,156","151,520","4,796,885",,
26,093,26,125,MI,699,"1,070","30,448",,
26,093,26,161,MI,403,661,"19,397",,
26,093,26,163,MI,340,565,"13,976",,
26,093,26,049,MI,266,511,"11,924",,
26,093,26,065,MI,192,319,"6,912",,
26,093,26,155,MI,91,182,"3,477",,
26,093,26,099,MI,60,91,"1,994",,
26,093,26,081,MI,56,92,"3,222",,
26,093,17,031,IL,51,58,"2,141",,
26,093,26,075,MI,51,84,"2,129",,
26,093,04,013,AZ,49,89,"4,281",,
26,093,12,071,FL,43,67,"2,338",,
26,093,26,077,MI,35,52,"1,758",,
26,093,32,003,NV,33,45,"1,086",,
26,093,26,055,MI,25,52,"2,267",,
26,093,12,057,FL,20,37,"1,836",,
26,093,26,139,MI,20,37,952,,
26,093,12,103,FL,19,23,626,,
26,093,26,073,MI,19,26,784,,
26,093,26,115,MI,19,31,543,,
26,093,26,045,MI,18,26,670,,
26,093,26,091,MI,18,33,738,,
26,093,57,005,FR,18,30,389,,
26,093,06,037,CA,17,19,701,,
26,093,37,119,NC,17,32,856,,
26,093,12,115,FL,16,32,747,,
26,093,26,143,MI,16,29,826,,
26,093,26,145,MI,15,27,794,,
26,093,12,083,FL,14,27,848,,
26,093,26,111,MI,14,29,"1,393",,
26,093,26,147,MI,14,25,364,,
26,093,37,183,NC,14,27,734,,
26,093,53,033,WA,14,24,570,,
26,093,06,059,CA,13,19,842,,
26,093,26,025,MI,13,20,361,,
26,093,06,073,CA,11,23,714,,
26,093,12,101,FL,11,26,751,,
26,093,26,061,MI,11,19,503,,
26,093,26,087,MI,11,20,600,,
26,093,26,107,MI,11,24,608,,
26,093,12,009,FL,10,19,377,,
26,093,12,021,FL,10,25,759,,
26,093,26,009,MI,10,24,"1,700",,
26,093,26,103,MI,10,17,358,,
26,093,26,137,MI,10,17,343,,
26,093,37,133,NC,10,14,169,,
26,093,39,049,OH,10,15,523,,
26,093,39,095,OH,10,19,791,,
26,093,58,000,SS,220,408,"12,504",,
26,093,59,000,DS,"1,155","2,361","71,210",,
26,093,59,001,DS,121,240,"9,954",,
26,093,59,003,DS,281,673,"21,081",,
26,093,59,005,DS,545,"1,081","30,119",,
26,093,59,007,DS,208,367,"10,056",,
26,093,57,009,FR,13,30,"1,644",,
26,095,96,000,MI,111,211,"3,212",,
26,095,97,000,MI,111,211,"3,212",,
26,095,97,001,MI,73,149,"2,030",,
26,095,97,003,MI,38,62,"1,182",,
26,095,98,000,MI,d,d,d,,
26,095,26,095,MI,"2,030","4,426","85,680",,
26,095,26,033,MI,17,31,324,,
26,095,26,097,MI,15,31,505,,
26,095,58,000,SS,41,87,"1,201",,
26,095,59,000,DS,38,62,"1,182",,
26,097,96,000,MI,385,661,"10,591",,
26,097,97,000,MI,385,661,"10,591",,
26,097,97,001,MI,185,322,"6,090",,
26,097,97,003,MI,200,339,"4,501",,
26,097,98,000,MI,d,d,d,,
26,097,26,097,MI,"4,393","8,987","184,440",,
26,097,26,033,MI,34,52,679,,
26,097,26,081,MI,16,22,889,,
26,097,48,479,TX,14,48,198,,
26,097,12,021,FL,13,14,268,,
26,097,12,086,FL,13,13,210,,
26,097,26,031,MI,13,33,164,,
26,097,12,011,FL,11,11,199,,
26,097,24,033,MD,10,12,147,,
26,097,58,000,SS,122,215,"4,359",,
26,097,59,000,DS,139,241,"3,479",,
26,097,59,001,DS,17,24,420,,
26,097,59,003,DS,35,69,986,,
26,097,59,005,DS,55,97,"1,339",,
26,097,59,007,DS,32,51,735,,
26,099,96,000,MI,"15,809","29,159","710,796",,
26,099,97,000,MI,"15,657","28,897","702,821",,
26,099,97,001,MI,"9,977","18,272","408,388",,
26,099,97,003,MI,"5,680","10,625","294,433",,
26,099,98,000,MI,152,262,"7,975",,
26,099,26,099,MI,"321,854","687,050","18,284,764",,
26,099,26,125,MI,"4,150","7,258","186,081",,
26,099,26,163,MI,"2,545","4,997","82,378",,
26,099,26,147,MI,"1,052","2,101","42,398",,
26,099,26,087,MI,317,666,"17,456",,
26,099,04,013,AZ,243,452,"9,441",,
26,099,17,031,IL,231,296,"9,386",,
26,099,26,049,MI,199,364,"9,065",,
26,099,32,003,NV,188,312,"7,485",,
26,099,26,161,MI,172,233,"6,620",,
26,099,26,093,MI,113,204,"6,783",,
26,099,26,081,MI,106,177,"4,560",,
26,099,06,073,CA,99,211,"3,367",,
26,099,12,071,FL,99,171,"5,583",,
26,099,06,037,CA,93,123,"4,004",,
26,099,26,065,MI,93,134,"2,600",,
26,099,26,151,MI,93,175,"3,671",,
26,099,12,103,FL,72,116,"3,509",,
26,099,12,099,FL,68,103,"3,650",,
26,099,26,077,MI,64,90,"2,028",,
26,099,57,005,FR,59,81,"1,744",,
26,099,12,095,FL,58,95,"2,414",,
26,099,26,063,MI,57,102,"2,435",,
26,099,12,115,FL,55,95,"4,254",,
26,099,48,201,TX,54,113,"2,359",,
26,099,12,011,FL,49,73,"1,693",,
26,099,26,115,MI,48,96,"2,094",,
26,099,39,049,OH,45,84,"2,175",,
26,099,53,033,WA,45,72,"2,126",,
26,099,06,059,CA,44,71,"2,015",,
26,099,26,069,MI,44,69,"1,235",,
26,099,26,143,MI,44,90,"2,122",,
26,099,36,061,NY,44,50,"1,442",,
26,099,37,119,NC,44,79,"1,579",,
26,099,39,035,OH,43,70,"2,156",,
26,099,26,145,MI,42,71,"1,460",,
26,099,04,019,AZ,41,58,"2,278",,
26,099,17,043,IL,41,63,"2,047",,
26,099,26,073,MI,41,53,653,,
26,099,12,031,FL,40,81,"1,123",,
26,099,12,057,FL,40,68,"2,195",,
26,099,12,021,FL,39,80,"2,192",,
26,099,26,055,MI,38,58,"1,501",,
26,099,48,029,TX,35,86,"1,788",,
26,099,12,101,FL,34,68,"1,766",,
26,099,39,095,OH,34,63,"1,510",,
26,099,13,067,GA,32,61,"1,187",,
26,099,37,183,NC,32,58,"1,906",,
26,099,12,009,FL,31,57,"1,185",,
26,099,12,105,FL,31,58,"1,552",,
26,099,26,157,MI,31,51,"1,211",,
26,099,48,113,TX,31,50,"1,431",,
26,099,26,051,MI,30,57,"1,327",,
26,099,26,129,MI,29,46,"1,229",,
26,099,47,037,TN,29,52,"1,105",,
26,099,51,059,VA,27,61,"2,739",,
26,099,04,021,AZ,26,59,778,,
26,099,12,015,FL,26,61,"1,290",,
26,099,26,045,MI,26,38,831,,
26,099,26,111,MI,26,41,879,,
26,099,26,137,MI,26,41,"1,000",,
26,099,26,139,MI,26,55,"1,614",,
26,099,37,133,NC,26,31,575,,
26,099,48,085,TX,26,63,"1,947",,
26,099,55,079,WI,26,41,"1,148",,
26,099,36,047,NY,25,32,491,,
26,099,12,117,FL,24,52,802,,
26,099,12,127,FL,24,33,942,,
26,099,26,075,MI,24,40,"1,059",,
26,099,36,081,NY,24,30,821,,
26,099,06,071,CA,23,42,570,,
26,099,12,083,FL,23,40,"1,027",,
26,099,13,121,GA,23,48,"1,448",,
26,099,17,097,IL,23,46,"1,207",,
26,099,26,091,MI,23,43,737,,
26,099,48,439,TX,23,68,"1,229",,
26,099,53,061,WA,23,63,"1,575",,
26,099,06,065,CA,22,43,"1,062",,
26,099,26,035,MI,22,36,671,,
26,099,08,041,CO,21,39,628,,
26,099,12,069,FL,21,39,"1,173",,
26,099,12,081,FL,21,38,"1,330",,
26,099,13,089,GA,21,30,636,,
26,099,17,201,IL,21,47,"1,580",,
26,099,18,097,IN,21,35,954,,
26,099,26,107,MI,21,36,"1,072",,
26,099,26,135,MI,21,37,"1,007",,
26,099,06,085,CA,20,31,978,,
26,099,12,111,FL,20,37,"1,116",,
26,099,48,453,TX,20,30,"1,277",,
26,099,51,810,VA,20,45,704,,
26,099,26,031,MI,19,34,"1,073",,
26,099,26,039,MI,19,38,"1,128",,
26,099,26,141,MI,19,36,819,,
26,099,26,155,MI,19,34,923,,
26,099,29,189,MO,19,35,"1,020",,
26,099,13,135,GA,18,43,613,,
26,099,15,003,HI,18,33,708,,
26,099,26,017,MI,18,28,560,,
26,099,26,033,MI,18,32,373,,
26,099,55,025,WI,18,30,652,,
26,099,17,089,IL,17,41,"2,222",,
26,099,27,053,MN,17,35,"1,323",,
26,099,47,093,TN,17,36,724,,
26,099,06,111,CA,16,31,480,,
26,099,18,003,IN,16,40,959,,
26,099,21,111,KY,16,29,661,,
26,099,26,009,MI,16,34,933,,
26,099,42,003,PA,16,33,978,,
26,099,45,045,SC,16,30,547,,
26,099,01,089,AL,15,35,"1,037",,
26,099,12,086,FL,15,16,469,,
26,099,17,197,IL,15,35,845,,
26,099,24,005,MD,15,22,"7,936",,
26,099,26,001,MI,15,28,556,,
26,099,26,119,MI,15,24,597,,
26,099,26,121,MI,15,30,546,,
26,099,37,081,NC,15,31,"1,165",,
26,099,39,153,OH,15,30,691,,
26,099,45,019,SC,15,23,680,,
26,099,12,053,FL,14,33,698,,
26,099,17,007,IL,14,27,"1,150",,
26,099,26,021,MI,14,22,666,,
26,099,26,025,MI,14,21,496,,
26,099,37,051,NC,14,24,619,,
26,099,48,027,TX,14,32,364,,
26,099,51,153,VA,14,32,598,,
26,099,06,067,CA,13,28,711,,
26,099,11,001,DC,13,14,527,,
26,099,12,091,FL,13,21,501,,
26,099,20,091,KS,13,21,573,,
26,099,26,037,MI,13,17,771,,
26,099,26,059,MI,13,29,781,,
26,099,34,017,NJ,13,16,664,,
26,099,36,119,NY,13,31,691,,
26,099,39,061,OH,13,19,507,,
26,099,42,049,PA,13,26,485,,
26,099,42,101,PA,13,19,403,,
26,099,47,149,TN,13,32,667,,
26,099,06,001,CA,12,31,745,,
26,099,06,013,CA,12,20,579,,
26,099,12,019,FL,12,23,360,,
26,099,12,087,FL,12,19,"13,835",,
26,099,12,097,FL,12,19,405,,
26,099,18,057,IN,12,26,689,,
26,099,26,047,MI,12,20,556,,
26,099,26,165,MI,12,19,188,,
26,099,36,029,NY,12,33,768,,
26,099,39,113,OH,12,14,419,,
26,099,45,015,SC,12,14,357,,
26,099,45,035,SC,12,30,"1,112",,
26,099,45,091,SC,12,30,682,,
26,099,53,053,WA,12,27,466,,
26,099,26,007,MI,11,23,473,,
26,099,34,023,NJ,11,20,593,,
26,099,36,005,NY,11,22,305,,
26,099,39,057,OH,11,15,464,,
26,099,41,051,OR,11,18,430,,
26,099,47,157,TN,11,21,625,,
26,099,47,165,TN,11,27,549,,
26,099,49,035,UT,11,16,746,,
26,099,51,510,VA,11,12,568,,
26,099,08,005,CO,10,12,302,,
26,099,08,035,CO,10,23,627,,
26,099,08,059,CO,10,19,669,,
26,099,12,017,FL,10,15,679,,
26,099,12,035,FL,10,13,330,,
26,099,13,051,GA,10,20,416,,
26,099,13,057,GA,10,25,371,,
26,099,22,103,LA,10,19,421,,
26,099,25,017,MA,10,18,578,,
26,099,26,011,MI,10,19,896,,
26,099,26,019,MI,10,16,654,,
26,099,26,023,MI,10,21,315,,
26,099,26,029,MI,10,25,401,,
26,099,26,105,MI,10,11,380,,
26,099,37,025,NC,10,28,889,,
26,099,39,151,OH,10,16,533,,
26,099,45,013,SC,10,22,512,,
26,099,47,155,TN,10,19,242,,
26,099,47,187,TN,10,26,"1,022",,
26,099,48,215,TX,10,25,318,,
26,099,51,013,VA,10,10,455,,
26,099,58,000,SS,142,252,"6,530",,
26,099,59,000,DS,"2,095","4,222","106,570",,
26,099,59,001,DS,261,489,"12,010",,
26,099,59,003,DS,525,"1,092","26,314",,
26,099,59,005,DS,992,"2,049","53,702",,
26,099,59,007,DS,317,592,"14,543",,
26,099,57,009,FR,93,181,"6,231",,
26,101,96,000,MI,584,"1,028","16,115",,
26,101,97,000,MI,584,"1,028","16,115",,
26,101,97,001,MI,382,645,"9,735",,
26,101,97,003,MI,202,383,"6,380",,
26,101,98,000,MI,d,d,d,,
26,101,26,101,MI,"9,110","18,769","381,304",,
26,101,26,105,MI,47,81,"1,226",,
26,101,26,165,MI,38,72,910,,
26,101,26,081,MI,33,49,756,,
26,101,26,055,MI,32,46,830,,
26,101,26,019,MI,27,51,596,,
26,101,26,121,MI,16,26,425,,
26,101,26,163,MI,14,21,362,,
26,101,26,077,MI,12,15,337,,
26,101,26,085,MI,11,23,175,,
26,101,26,139,MI,11,25,380,,
26,101,26,073,MI,10,11,177,,
26,101,26,125,MI,10,13,307,,
26,101,58,000,SS,121,212,"3,254",,
26,101,59,000,DS,202,383,"6,380",,
26,103,96,000,MI,"1,410","2,256","41,984",,
26,103,97,000,MI,"1,400","2,244","41,794",,
26,103,97,001,MI,599,988,"17,744",,
26,103,97,003,MI,801,"1,256","24,050",,
26,103,98,000,MI,10,12,190,,
26,103,26,103,MI,"22,912","47,853","1,110,732",,
26,103,26,041,MI,53,82,"1,743",,
26,103,55,009,WI,52,98,"1,544",,
26,103,26,003,MI,51,95,"1,807",,
26,103,26,061,MI,51,81,"1,447",,
26,103,26,043,MI,33,57,964,,
26,103,17,031,IL,32,35,688,,
26,103,26,125,MI,32,49,904,,
26,103,26,081,MI,31,53,749,,
26,103,04,013,AZ,24,41,643,,
26,103,27,053,MN,21,24,578,,
26,103,26,161,MI,19,27,563,,
26,103,26,013,MI,17,39,596,,
26,103,26,065,MI,17,24,291,,
26,103,26,077,MI,16,22,259,,
26,103,26,109,MI,15,28,449,,
26,103,26,163,MI,14,19,665,,
26,103,26,139,MI,13,19,424,,
26,103,55,087,WI,13,18,306,,
26,103,26,033,MI,12,16,258,,
26,103,26,073,MI,12,21,288,,
26,103,26,099,MI,12,22,326,,
26,103,26,055,MI,11,14,538,,
26,103,26,095,MI,11,25,107,,
26,103,55,025,WI,11,13,133,,
26,103,55,079,WI,11,18,237,,
26,103,26,071,MI,10,15,470,,
26,103,26,097,MI,10,23,315,,
26,103,55,139,WI,10,13,239,,
26,103,58,000,SS,159,257,"4,584",,
26,103,59,000,DS,627,996,"19,681",,
26,103,59,001,DS,36,64,"1,902",,
