State_Code_Dest,County_Code_Dest,State_Code_Origin,County_Code_Origin,State_Abbrv,County_Name,Return_Num,Exmpt_Num,Aggr_AGI,,
26,065,37,183,NC,Wake County,12,17,460,,
26,065,12,011,FL,Broward County,11,25,527,,
26,065,26,027,MI,Cass County,11,13,264,,
26,065,26,089,MI,Leelanau County,11,15,295,,
26,065,26,105,MI,Mason County,11,19,202,,
26,065,27,053,MN,Hennepin County,11,25,477,,
26,065,27,123,MN,Ramsey County,11,18,354,,
26,065,48,029,TX,Bexar County,11,32,686,,
26,065,17,019,IL,Champaign County,10,18,944,,
26,065,24,031,MD,Montgomery County,10,17,559,,
26,065,25,025,MA,Suffolk County,10,13,446,,
26,065,26,007,MI,Alpena County,10,17,229,,
26,065,26,019,MI,Benzie County,10,15,342,,
26,065,26,031,MI,Cheboygan County,10,12,497,,
26,065,26,039,MI,Crawford County,10,21,332,,
26,065,26,133,MI,Osceola County,10,16,230,,
26,065,26,151,MI,Sanilac County,10,11,170,,
26,065,42,101,PA,Philadelphia County,10,12,209,,
26,065,48,453,TX,Travis County,10,13,209,,
26,065,58,000,SS,Other Flows - Same State,111,160,"3,272",,
26,065,59,000,DS,Other Flows - Diff State,"1,363","2,377","49,245",,
26,065,59,001,DS,Other Flows - Northeast,205,319,"7,630",,
26,065,59,003,DS,Other Flows - Midwest,372,624,"12,313",,
26,065,59,005,DS,Other Flows - South,544,"1,004","19,750",,
26,065,59,007,DS,Other Flows - West,242,430,"9,552",,
26,065,57,009,FR,Foreign - Other flows,425,460,"2,440",,
26,067,96,000,MI,Ionia County Tot Mig-US & For,"1,210","2,365","38,247",,
26,067,97,000,MI,Ionia County Tot Mig-US,"1,210","2,365","38,247",,
26,067,97,001,MI,Ionia County Tot Mig-Same St,"1,034","2,024","33,090",,
26,067,97,003,MI,Ionia County Tot Mig-Diff St,176,341,"5,157",,
26,067,98,000,MI,Ionia County Tot Mig-Foreign,d,d,d,,
26,067,26,067,MI,Ionia County Non-Migrants,"21,526","49,588","1,002,813",,
26,067,26,081,MI,Kent County,338,651,"11,264",,
26,067,26,117,MI,Montcalm County,181,377,"4,349",,
26,067,26,045,MI,Eaton County,82,143,"2,506",,
26,067,26,065,MI,Ingham County,81,150,"2,928",,
26,067,26,037,MI,Clinton County,67,151,"3,117",,
26,067,26,015,MI,Barry County,61,114,"2,003",,
26,067,26,139,MI,Ottawa County,27,59,"1,173",,
26,067,26,073,MI,Isabella County,11,18,134,,
26,067,26,075,MI,Jackson County,11,20,258,,
26,067,26,107,MI,Mecosta County,11,15,137,,
26,067,26,125,MI,Oakland County,11,17,211,,
26,067,26,155,MI,Shiawassee County,11,15,515,,
26,067,26,163,MI,Wayne County,11,20,251,,
26,067,26,005,MI,Allegan County,10,25,225,,
26,067,26,057,MI,Gratiot County,10,24,410,,
26,067,26,077,MI,Kalamazoo County,10,18,619,,
26,067,58,000,SS,Other Flows - Same State,101,207,"2,988",,
26,067,59,000,DS,Other Flows - Diff State,176,341,"5,157",,
26,069,96,000,MI,Iosco County Tot Mig-US & For,687,"1,259","23,609",,
26,069,97,000,MI,Iosco County Tot Mig-US,687,"1,259","23,609",,
26,069,97,001,MI,Iosco County Tot Mig-Same St,525,970,"17,657",,
26,069,97,003,MI,Iosco County Tot Mig-Diff St,162,289,"5,952",,
26,069,98,000,MI,Iosco County Tot Mig-Foreign,d,d,d,,
26,069,26,069,MI,Iosco County Non-Migrants,"10,395","20,674","392,333",,
26,069,26,049,MI,Genesee County,56,101,"2,373",,
26,069,26,001,MI,Alcona County,46,103,"1,091",,
26,069,26,125,MI,Oakland County,46,64,"2,047",,
26,069,26,163,MI,Wayne County,46,76,"1,529",,
26,069,26,129,MI,Ogemaw County,41,90,972,,
26,069,26,099,MI,Macomb County,37,68,"2,000",,
26,069,26,011,MI,Arenac County,29,67,793,,
26,069,26,145,MI,Saginaw County,24,44,651,,
26,069,26,017,MI,Bay County,18,42,956,,
26,069,26,007,MI,Alpena County,15,29,308,,
26,069,26,081,MI,Kent County,11,16,322,,
26,069,26,087,MI,Lapeer County,11,17,657,,
26,069,26,147,MI,St Clair County,11,23,286,,
26,069,26,161,MI,Washtenaw County,11,19,401,,
26,069,58,000,SS,Other Flows - Same State,123,211,"3,272",,
26,069,59,000,DS,Other Flows - Diff State,162,289,"5,952",,
26,069,59,001,DS,Other Flows - Northeast,10,17,374,,
26,069,59,003,DS,Other Flows - Midwest,42,69,"2,092",,
26,069,59,005,DS,Other Flows - South,82,143,"2,182",,
26,069,59,007,DS,Other Flows - West,28,60,"1,304",,
26,071,96,000,MI,Iron County Tot Mig-US & For,218,411,"7,361",,
26,071,97,000,MI,Iron County Tot Mig-US,218,411,"7,361",,
26,071,97,001,MI,Iron County Tot Mig-Same St,77,141,"2,051",,
26,071,97,003,MI,Iron County Tot Mig-Diff St,141,270,"5,309",,
26,071,98,000,MI,Iron County Tot Mig-Foreign,d,d,d,,
26,071,26,071,MI,Iron County Non-Migrants,"4,802","9,486","184,339",,
26,071,26,043,MI,Dickinson County,21,37,567,,
26,071,58,000,SS,Other Flows - Same State,56,104,"1,484",,
26,071,59,000,DS,Other Flows - Diff State,141,270,"5,309",,
26,073,96,000,MI,Isabella County Tot Mig-US & For,"1,723","2,807","46,887",,
26,073,97,000,MI,Isabella County Tot Mig-US,"1,639","2,719","46,680",,
26,073,97,001,MI,Isabella County Tot Mig-Same St,"1,331","2,148","34,653",,
26,073,97,003,MI,Isabella County Tot Mig-Diff St,308,571,"12,027",,
26,073,98,000,MI,Isabella County Tot Mig-Foreign,84,88,208,,
26,073,26,073,MI,Isabella County Non-Migrants,"19,675","41,897","1,011,978",,
26,073,26,057,MI,Gratiot County,136,248,"4,578",,
26,073,26,035,MI,Clare County,131,248,"3,552",,
26,073,26,111,MI,Midland County,107,200,"2,680",,
26,073,26,107,MI,Mecosta County,73,140,"1,785",,
26,073,26,163,MI,Wayne County,63,77,882,,
26,073,26,081,MI,Kent County,61,85,"1,392",,
26,073,26,117,MI,Montcalm County,58,112,"1,647",,
26,073,26,065,MI,Ingham County,48,67,"1,027",,
26,073,26,125,MI,Oakland County,47,65,"1,276",,
26,073,26,145,MI,Saginaw County,46,62,996,,
26,073,26,049,MI,Genesee County,36,52,"1,731",,
26,073,26,017,MI,Bay County,30,47,643,,
26,073,26,099,MI,Macomb County,29,43,819,,
26,073,26,051,MI,Gladwin County,27,55,806,,
26,073,26,037,MI,Clinton County,23,41,769,,
26,073,26,133,MI,Osceola County,20,40,483,,
26,073,26,045,MI,Eaton County,18,28,489,,
26,073,26,055,MI,Grand Traverse County,18,27,298,,
26,073,26,161,MI,Washtenaw County,18,24,405,,
26,073,26,067,MI,Ionia County,16,23,276,,
26,073,26,075,MI,Jackson County,16,16,338,,
26,073,26,157,MI,Tuscola County,15,22,319,,
26,073,26,077,MI,Kalamazoo County,13,21,504,,
26,073,26,155,MI,Shiawassee County,13,28,220,,
26,073,26,103,MI,Marquette County,12,17,298,,
26,073,26,147,MI,St Clair County,12,17,363,,
26,073,26,087,MI,Lapeer County,11,17,357,,
26,073,26,093,MI,Livingston County,11,11,208,,
26,073,26,121,MI,Muskegon County,11,15,119,,
26,073,26,143,MI,Roscommon County,11,13,133,,
26,073,26,029,MI,Charlevoix County,10,18,226,,
26,073,58,000,SS,Other Flows - Same State,191,269,"5,033",,
26,073,59,000,DS,Other Flows - Diff State,308,571,"12,027",,
26,073,59,001,DS,Other Flows - Northeast,34,65,"1,745",,
26,073,59,003,DS,Other Flows - Midwest,79,137,"2,868",,
26,073,59,005,DS,Other Flows - South,141,281,"5,091",,
26,073,59,007,DS,Other Flows - West,54,88,"2,324",,
26,073,57,009,FR,Foreign - Other flows,84,88,208,,
26,075,96,000,MI,Jackson County Tot Mig-US & For,"2,344","4,379","85,110",,
26,075,97,000,MI,Jackson County Tot Mig-US,"2,323","4,349","83,520",,
26,075,97,001,MI,Jackson County Tot Mig-Same St,"1,681","3,136","58,893",,
26,075,97,003,MI,Jackson County Tot Mig-Diff St,642,"1,213","24,627",,
26,075,98,000,MI,Jackson County Tot Mig-Foreign,21,30,"1,590",,
26,075,26,075,MI,Jackson County Non-Migrants,"57,834","125,024","2,892,697",,
26,075,26,065,MI,Ingham County,236,427,"7,717",,
26,075,26,161,MI,Washtenaw County,233,408,"8,927",,
26,075,26,163,MI,Wayne County,180,360,"7,218",,
26,075,26,091,MI,Lenawee County,164,341,"5,200",,
26,075,26,025,MI,Calhoun County,160,305,"4,593",,
26,075,26,059,MI,Hillsdale County,155,292,"4,815",,
26,075,26,125,MI,Oakland County,68,108,"3,921",,
26,075,26,045,MI,Eaton County,62,128,"2,183",,
26,075,26,093,MI,Livingston County,47,90,"1,825",,
26,075,26,077,MI,Kalamazoo County,41,66,"1,272",,
26,075,26,081,MI,Kent County,31,48,909,,
26,075,26,049,MI,Genesee County,24,39,733,,
26,075,26,099,MI,Macomb County,23,31,"1,043",,
26,075,26,115,MI,Monroe County,22,50,784,,
26,075,26,023,MI,Branch County,16,26,525,,
26,075,39,095,OH,Lucas County,16,28,"1,004",,
26,075,04,013,AZ,Maricopa County,15,30,401,,
26,075,26,037,MI,Clinton County,14,26,491,,
26,075,26,073,MI,Isabella County,14,22,319,,
26,075,12,057,FL,Hillsborough County,12,21,424,,
26,075,26,035,MI,Clare County,12,37,397,,
26,075,26,155,MI,Shiawassee County,12,23,423,,
26,075,12,071,FL,Lee County,11,15,583,,
26,075,26,111,MI,Midland County,10,16,178,,
26,075,26,139,MI,Ottawa County,10,21,425,,
26,075,57,005,FR,Foreign - APO/FPO ZIPs,10,17,306,,
26,075,58,000,SS,Other Flows - Same State,147,272,"4,993",,
26,075,59,000,DS,Other Flows - Diff State,588,"1,119","22,215",,
26,075,59,001,DS,Other Flows - Northeast,45,99,"2,245",,
26,075,59,003,DS,Other Flows - Midwest,147,278,"6,781",,
26,075,59,005,DS,Other Flows - South,288,562,"9,493",,
26,075,59,007,DS,Other Flows - West,108,180,"3,696",,
26,075,57,009,FR,Foreign - Other flows,11,13,"1,283",,
26,077,96,000,MI,Kalamazoo Count Tot Mig-US & For,"5,870","9,793","240,450",,
26,077,97,000,MI,Kalamazoo Count Tot Mig-US,"5,787","9,686","237,396",,
26,077,97,001,MI,Kalamazoo Count Tot Mig-Same St,"4,020","6,413","147,726",,
26,077,97,003,MI,Kalamazoo Count Tot Mig-Diff St,"1,767","3,273","89,670",,
26,077,98,000,MI,Kalamazoo Count Tot Mig-Foreign,83,107,"3,054",,
26,077,26,077,MI,Kalamazoo Count Non-Migrants,"88,553","185,549","5,232,269",,
26,077,26,159,MI,Van Buren County,683,"1,172","29,778",,
26,077,26,005,MI,Allegan County,427,723,"14,302",,
26,077,26,025,MI,Calhoun County,416,709,"15,127",,
26,077,26,081,MI,Kent County,301,471,"11,006",,
26,077,26,149,MI,St Joseph County,224,359,"7,043",,
26,077,26,125,MI,Oakland County,199,291,"8,247",,
26,077,26,015,MI,Barry County,180,316,"5,921",,
26,077,26,021,MI,Berrien County,172,254,"4,563",,
26,077,26,163,MI,Wayne County,161,262,"5,868",,
26,077,26,065,MI,Ingham County,131,192,"4,528",,
26,077,17,031,IL,Cook County,109,178,"5,100",,
26,077,26,161,MI,Washtenaw County,104,182,"7,519",,
26,077,26,139,MI,Ottawa County,99,147,"3,344",,
26,077,26,099,MI,Macomb County,80,121,"2,897",,
26,077,26,075,MI,Jackson County,77,106,"2,228",,
26,077,26,049,MI,Genesee County,62,81,"2,101",,
26,077,26,121,MI,Muskegon County,57,82,"2,383",,
26,077,26,027,MI,Cass County,52,94,"1,460",,
26,077,26,023,MI,Branch County,49,65,995,,
26,077,26,045,MI,Eaton County,45,62,"1,449",,
26,077,26,093,MI,Livingston County,37,70,"3,108",,
26,077,26,055,MI,Grand Traverse County,36,45,"1,158",,
26,077,18,141,IN,St Joseph County,32,54,"1,573",,
26,077,26,145,MI,Saginaw County,31,47,"1,107",,
26,077,06,037,CA,Los Angeles County,24,47,763,,
26,077,06,073,CA,San Diego County,24,40,"1,197",,
26,077,26,037,MI,Clinton County,24,29,493,,
26,077,04,013,AZ,Maricopa County,23,35,878,,
26,077,18,039,IN,Elkhart County,23,42,703,,
26,077,26,067,MI,Ionia County,23,37,672,,
26,077,17,043,IL,Dupage County,22,31,"1,194",,
26,077,26,147,MI,St Clair County,22,23,418,,
26,077,17,197,IL,Will County,20,38,820,,
26,077,18,097,IN,Marion County,20,29,721,,
26,077,26,059,MI,Hillsdale County,19,26,691,,
26,077,26,107,MI,Mecosta County,18,27,373,,
26,077,26,091,MI,Lenawee County,17,21,516,,
26,077,12,071,FL,Lee County,16,30,644,,
26,077,17,097,IL,Lake County,16,31,934,,
26,077,26,103,MI,Marquette County,16,17,327,,
26,077,27,053,MN,Hennepin County,16,37,592,,
26,077,57,005,FR,Foreign - APO/FPO ZIPs,16,20,381,,
26,077,26,017,MI,Bay County,15,20,603,,
26,077,26,123,MI,Newaygo County,13,25,413,,
26,077,39,049,OH,Franklin County,13,21,314,,
26,077,39,095,OH,Lucas County,13,25,454,,
26,077,42,003,PA,Allegheny County,13,28,"1,016",,
26,077,06,059,CA,Orange County,12,20,456,,
26,077,18,089,IN,Lake County,12,23,327,,
26,077,26,105,MI,Mason County,12,16,449,,
26,077,12,105,FL,Polk County,11,20,317,,
26,077,18,003,IN,Allen County,11,22,610,,
26,077,32,003,NV,Clark County,11,22,417,,
26,077,39,035,OH,Cuyahoga County,11,20,761,,
26,077,12,073,FL,Leon County,10,10,284,,
26,077,24,031,MD,Montgomery County,10,15,688,,
26,077,26,033,MI,Chippewa County,10,16,256,,
26,077,26,089,MI,Leelanau County,10,14,238,,
26,077,26,111,MI,Midland County,10,10,472,,
26,077,29,095,MO,Jackson County,10,10,142,,
26,077,29,189,MO,St Louis County,10,17,957,,
26,077,58,000,SS,Other Flows - Same State,188,281,"5,673",,
26,077,59,000,DS,Other Flows - Diff State,"1,275","2,428","67,807",,
26,077,59,001,DS,Other Flows - Northeast,174,312,"11,489",,
26,077,59,003,DS,Other Flows - Midwest,374,743,"21,698",,
26,077,59,005,DS,Other Flows - South,529,"1,008","24,944",,
26,077,59,007,DS,Other Flows - West,198,365,"9,675",,
26,077,57,009,FR,Foreign - Other flows,67,87,"2,673",,
26,079,96,000,MI,Kalkaska County Tot Mig-US & For,504,988,"16,194",,
26,079,97,000,MI,Kalkaska County Tot Mig-US,504,988,"16,194",,
26,079,97,001,MI,Kalkaska County Tot Mig-Same St,402,777,"12,513",,
26,079,97,003,MI,Kalkaska County Tot Mig-Diff St,102,211,"3,680",,
26,079,98,000,MI,Kalkaska County Tot Mig-Foreign,d,d,d,,
26,079,26,079,MI,Kalkaska County Non-Migrants,"6,175","13,237","248,123",,
26,079,26,055,MI,Grand Traverse County,123,230,"3,644",,
26,079,26,009,MI,Antrim County,61,135,"1,462",,
26,079,26,081,MI,Kent County,14,25,436,,
26,079,26,125,MI,Oakland County,14,25,745,,
26,079,26,163,MI,Wayne County,14,24,582,,
26,079,26,049,MI,Genesee County,12,23,271,,
26,079,26,099,MI,Macomb County,11,20,590,,
26,079,26,165,MI,Wexford County,11,18,452,,
26,079,58,000,SS,Other Flows - Same State,142,277,"4,330",,
26,079,59,000,DS,Other Flows - Diff State,102,211,"3,680",,
26,081,96,000,MI,Kent County Tot Mig-US & For,"10,886","18,878","417,109",,
26,081,97,000,MI,Kent County Tot Mig-US,"10,687","18,566","413,873",,
26,081,97,001,MI,Kent County Tot Mig-Same St,"7,442","12,231","263,570",,
26,081,97,003,MI,Kent County Tot Mig-Diff St,"3,245","6,335","150,304",,
26,081,98,000,MI,Kent County Tot Mig-Foreign,199,312,"3,236",,
26,081,26,081,MI,Kent County Non-Migrants,"219,116","494,084","12,900,067",,
26,081,26,139,MI,Ottawa County,"1,814","3,010","66,795",,
26,081,26,005,MI,Allegan County,515,839,"18,163",,
26,081,26,117,MI,Montcalm County,433,794,"12,294",,
26,081,26,067,MI,Ionia County,385,694,"11,982",,
26,081,26,121,MI,Muskegon County,366,613,"10,505",,
26,081,26,123,MI,Newaygo County,324,565,"9,051",,
26,081,26,077,MI,Kalamazoo County,321,512,"11,486",,
26,081,26,015,MI,Barry County,279,470,"8,665",,
26,081,26,065,MI,Ingham County,256,390,"9,357",,
26,081,26,125,MI,Oakland County,249,413,"16,251",,
26,081,26,163,MI,Wayne County,236,390,"12,705",,
26,081,17,031,IL,Cook County,184,324,"9,643",,
26,081,26,107,MI,Mecosta County,138,230,"3,972",,
26,081,26,099,MI,Macomb County,119,186,"4,981",,
26,081,26,145,MI,Saginaw County,119,204,"2,939",,
26,081,26,021,MI,Berrien County,114,189,"3,803",,
26,081,26,055,MI,Grand Traverse County,111,178,"3,850",,
26,081,26,161,MI,Washtenaw County,106,163,"5,759",,
26,081,26,049,MI,Genesee County,104,180,"3,593",,
26,081,26,045,MI,Eaton County,101,149,"5,577",,
26,081,04,013,AZ,Maricopa County,70,130,"2,750",,
26,081,26,037,MI,Clinton County,64,95,"2,183",,
26,081,26,073,MI,Isabella County,63,104,"1,782",,
26,081,26,025,MI,Calhoun County,62,97,"2,226",,
26,081,26,075,MI,Jackson County,62,102,"1,916",,
26,081,26,159,MI,Van Buren County,62,100,"1,684",,
26,081,26,093,MI,Livingston County,58,89,"3,433",,
26,081,26,105,MI,Mason County,55,85,"1,313",,
26,081,06,037,CA,Los Angeles County,48,93,"3,017",,
26,081,17,043,IL,Dupage County,46,83,"2,045",,
26,081,26,147,MI,St Clair County,43,64,"1,262",,
26,081,57,005,FR,Foreign - APO/FPO ZIPs,42,72,"1,026",,
26,081,26,111,MI,Midland County,41,59,"1,060",,
26,081,06,073,CA,San Diego County,40,75,"1,678",,
26,081,26,091,MI,Lenawee County,38,57,"1,552",,
26,081,26,133,MI,Osceola County,38,64,"1,036",,
26,081,26,165,MI,Wexford County,37,70,"1,582",,
26,081,12,071,FL,Lee County,35,54,"1,141",,
26,081,18,097,IN,Marion County,34,56,"1,456",,
26,081,26,047,MI,Emmet County,34,60,968,,
26,081,26,057,MI,Gratiot County,34,60,"1,166",,
26,081,32,003,NV,Clark County,34,62,880,,
26,081,26,127,MI,Oceana County,32,52,"1,524",,
26,081,26,101,MI,Manistee County,30,46,594,,
26,081,26,017,MI,Bay County,29,48,"1,073",,
26,081,18,141,IN,St Joseph County,28,46,"1,024",,
26,081,26,029,MI,Charlevoix County,28,34,746,,
26,081,39,095,OH,Lucas County,28,51,"1,798",,
26,081,06,059,CA,Orange County,27,65,"2,265",,
26,081,26,033,MI,Chippewa County,27,29,554,,
26,081,26,137,MI,Otsego County,27,50,"1,001",,
26,081,12,095,FL,Orange County,26,45,"1,088",,
26,081,18,089,IN,Lake County,26,64,"1,236",,
26,081,26,089,MI,Leelanau County,26,37,708,,
26,081,12,011,FL,Broward County,24,40,997,,
26,081,26,031,MI,Cheboygan County,24,28,722,,
26,081,26,155,MI,Shiawassee County,24,35,560,,
26,081,12,057,FL,Hillsborough County,22,45,915,,
26,081,53,033,WA,King County,22,36,"1,114",,
26,081,12,086,FL,Miami Dade County,21,37,814,,
26,081,12,099,FL,Palm Beach County,21,28,"1,527",,
26,081,17,089,IL,Kane County,21,62,"1,655",,
26,081,26,085,MI,Lake County,21,28,705,,
26,081,26,103,MI,Marquette County,21,26,347,,
26,081,26,113,MI,Missaukee County,21,34,421,,
26,081,26,007,MI,Alpena County,20,34,417,,
26,081,26,149,MI,St Joseph County,20,29,558,,
26,081,39,035,OH,Cuyahoga County,20,36,"1,123",,
26,081,47,037,TN,Davidson County,20,41,778,,
26,081,12,103,FL,Pinellas County,19,43,"1,029",,
26,081,39,061,OH,Hamilton County,19,36,"1,907",,
26,081,12,105,FL,Polk County,18,33,560,,
26,081,26,009,MI,Antrim County,18,26,500,,
26,081,26,115,MI,Monroe County,18,22,550,,
26,081,26,157,MI,Tuscola County,18,24,471,,
26,081,36,005,NY,Bronx County,18,45,324,,
26,081,12,021,FL,Collier County,17,38,815,,
26,081,26,027,MI,Cass County,17,27,799,,
26,081,27,053,MN,Hennepin County,17,25,800,,
26,081,36,061,NY,New York County,17,35,595,,
26,081,55,025,WI,Dane County,17,29,"1,253",,
26,081,17,197,IL,Will County,16,27,621,,
26,081,18,003,IN,Allen County,16,37,"1,279",,
26,081,18,039,IN,Elkhart County,16,34,655,,
26,081,26,023,MI,Branch County,16,23,448,,
26,081,26,035,MI,Clare County,16,22,293,,
26,081,26,087,MI,Lapeer County,16,17,311,,
26,081,42,003,PA,Allegheny County,16,32,"1,010",,
26,081,04,019,AZ,Pima County,15,23,473,,
26,081,08,041,CO,El Paso County,15,37,688,,
26,081,13,135,GA,Gwinnett County,15,36,443,,
26,081,26,041,MI,Delta County,15,24,542,,
26,081,26,143,MI,Roscommon County,15,23,274,,
26,081,12,009,FL,Brevard County,14,24,675,,
26,081,12,031,FL,Duval County,14,24,342,,
26,081,12,097,FL,Osceola County,14,22,295,,
26,081,26,059,MI,Hillsdale County,14,22,326,,
26,081,36,029,NY,Erie County,14,22,562,,
26,081,37,119,NC,Mecklenburg County,14,26,654,,
26,081,39,153,OH,Summit County,14,27,545,,
26,081,48,113,TX,Dallas County,14,36,741,,
26,081,06,071,CA,San Bernardino County,13,33,810,,
26,081,08,031,CO,Denver County,13,16,432,,
26,081,12,101,FL,Pasco County,13,20,499,,
26,081,12,115,FL,Sarasota County,13,29,586,,
26,081,26,061,MI,Houghton County,13,21,493,,
26,081,26,097,MI,Mackinac County,13,24,305,,
26,081,27,123,MN,Ramsey County,13,20,666,,
26,081,29,189,MO,St Louis County,13,30,679,,
26,081,48,215,TX,Hidalgo County,13,34,249,,
26,081,48,439,TX,Tarrant County,13,22,831,,
26,081,49,035,UT,Salt Lake County,13,24,473,,
26,081,51,059,VA,Fairfax County,13,25,913,,
26,081,55,079,WI,Milwaukee County,13,27,943,,
26,081,06,065,CA,Riverside County,12,16,490,,
26,081,12,015,FL,Charlotte County,12,18,259,,
26,081,17,097,IL,Lake County,12,29,"1,271",,
26,081,26,039,MI,Crawford County,12,17,328,,
26,081,26,079,MI,Kalkaska County,12,21,328,,
26,081,26,151,MI,Sanilac County,12,13,300,,
26,081,39,049,OH,Franklin County,12,28,401,,
26,081,39,113,OH,Montgomery County,12,27,568,,
26,081,48,201,TX,Harris County,12,24,439,,
26,081,06,029,CA,Kern County,11,28,319,,
26,081,06,085,CA,Santa Clara County,11,20,346,,
26,081,08,005,CO,Arapahoe County,11,15,379,,
26,081,15,003,HI,Honolulu County,11,19,481,,
26,081,17,111,IL,Mchenry County,11,20,533,,
26,081,18,057,IN,Hamilton County,11,36,931,,
26,081,25,017,MA,Middlesex County,11,20,727,,
26,081,26,019,MI,Benzie County,11,12,384,,
26,081,36,047,NY,Kings County,11,19,346,,
26,081,41,051,OR,Multnomah County,11,18,541,,
26,081,47,157,TN,Shelby County,11,25,321,,
26,081,48,121,TX,Denton County,11,25,"1,190",,
26,081,06,047,CA,Merced County,10,12,33,,
26,081,23,005,ME,Cumberland County,10,16,459,,
26,081,26,051,MI,Gladwin County,10,17,435,,
26,081,36,103,NY,Suffolk County,10,26,621,,
26,081,51,810,VA,Virginia Beach city,10,21,317,,
26,081,57,003,FR,Foreign - Puerto Rico,10,36,192,,
26,081,58,000,SS,Other Flows - Same State,65,91,"1,663",,
26,081,59,000,DS,Other Flows - Diff State,"1,723","3,429","77,039",,
26,081,59,001,DS,Other Flows - Northeast,259,509,"14,902",,
26,081,59,003,DS,Other Flows - Midwest,473,952,"23,909",,
26,081,59,005,DS,Other Flows - South,738,"1,489","28,798",,
26,081,59,007,DS,Other Flows - West,253,479,"9,430",,
26,081,57,009,FR,Foreign - Other flows,147,204,"2,018",,
26,083,96,000,MI,Keweenaw County Tot Mig-US & For,73,127,"3,764",,
26,083,97,000,MI,Keweenaw County Tot Mig-US,73,127,"3,764",,
26,083,97,001,MI,Keweenaw County Tot Mig-Same St,49,93,"1,895",,
26,083,97,003,MI,Keweenaw County Tot Mig-Diff St,24,34,"1,870",,
26,083,98,000,MI,Keweenaw County Tot Mig-Foreign,d,d,d,,
26,083,26,083,MI,Keweenaw County Non-Migrants,809,"1,624","37,252",,
26,083,26,061,MI,Houghton County,30,54,833,,
26,083,58,000,SS,Other Flows - Same State,19,39,"1,062",,
26,083,59,000,DS,Other Flows - Diff State,24,34,"1,870",,
26,085,96,000,MI,Lake County Tot Mig-US & For,333,639,"9,536",,
26,085,97,000,MI,Lake County Tot Mig-US,333,639,"9,536",,
26,085,97,001,MI,Lake County Tot Mig-Same St,283,549,"8,042",,
26,085,97,003,MI,Lake County Tot Mig-Diff St,50,90,"1,494",,
26,085,98,000,MI,Lake County Tot Mig-Foreign,d,d,d,,
26,085,26,085,MI,Lake County Non-Migrants,"3,728","7,599","121,807",,
26,085,26,133,MI,Osceola County,34,64,799,,
26,085,26,081,MI,Kent County,30,65,"1,070",,
26,085,26,107,MI,Mecosta County,25,47,603,,
26,085,26,139,MI,Ottawa County,20,30,509,,
26,085,26,163,MI,Wayne County,20,36,788,,
26,085,26,123,MI,Newaygo County,19,36,451,,
26,085,26,105,MI,Mason County,16,31,479,,
26,085,26,101,MI,Manistee County,14,45,329,,
26,085,26,165,MI,Wexford County,11,26,182,,
26,085,58,000,SS,Other Flows - Same State,94,169,"2,832",,
26,085,59,000,DS,Other Flows - Diff State,50,90,"1,494",,
26,087,96,000,MI,Lapeer County Tot Mig-US & For,"1,725","3,365","67,534",,
26,087,97,000,MI,Lapeer County Tot Mig-US,"1,725","3,365","67,534",,
26,087,97,001,MI,Lapeer County Tot Mig-Same St,"1,434","2,811","57,211",,
26,087,97,003,MI,Lapeer County Tot Mig-Diff St,291,554,"10,323",,
26,087,98,000,MI,Lapeer County Tot Mig-Foreign,d,d,d,,
26,087,26,087,MI,Lapeer County Non-Migrants,"32,951","76,595","1,820,463",,
26,087,26,049,MI,Genesee County,380,757,"12,325",,
26,087,26,125,MI,Oakland County,321,599,"16,232",,
26,087,26,099,MI,Macomb County,254,518,"11,917",,
26,087,26,147,MI,St Clair County,91,186,"2,369",,
26,087,26,157,MI,Tuscola County,82,146,"2,169",,
26,087,26,151,MI,Sanilac County,72,171,"2,166",,
26,087,26,163,MI,Wayne County,47,100,"2,164",,
26,087,26,145,MI,Saginaw County,18,28,698,,
26,087,26,161,MI,Washtenaw County,15,18,321,,
26,087,26,063,MI,Huron County,10,25,376,,
26,087,58,000,SS,Other Flows - Same State,144,263,"6,474",,
26,087,59,000,DS,Other Flows - Diff State,291,554,"10,323",,
26,087,59,001,DS,Other Flows - Northeast,18,31,670,,
26,087,59,003,DS,Other Flows - Midwest,68,139,"2,962",,
26,087,59,005,DS,Other Flows - South,150,273,"4,168",,
26,087,59,007,DS,Other Flows - West,55,111,"2,523",,
26,089,96,000,MI,Leelanau County Tot Mig-US & For,577,"1,056","38,269",,
26,089,97,000,MI,Leelanau County Tot Mig-US,577,"1,056","38,269",,
26,089,97,001,MI,Leelanau County Tot Mig-Same St,417,747,"26,765",,
26,089,97,003,MI,Leelanau County Tot Mig-Diff St,160,309,"11,504",,
26,089,98,000,MI,Leelanau County Tot Mig-Foreign,d,d,d,,
26,089,26,089,MI,Leelanau County Non-Migrants,"8,441","17,559","586,221",,
26,089,26,055,MI,Grand Traverse County,167,294,"6,295",,
26,089,26,125,MI,Oakland County,27,48,"4,389",,
26,089,26,019,MI,Benzie County,25,55,"1,814",,
26,089,26,081,MI,Kent County,25,38,"1,324",,
26,089,26,099,MI,Macomb County,13,27,999,,
26,089,26,163,MI,Wayne County,10,21,"1,030",,
26,089,26,165,MI,Wexford County,10,19,219,,
26,089,58,000,SS,Other Flows - Same State,140,245,"10,695",,
26,089,59,000,DS,Other Flows - Diff State,160,309,"11,504",,
