"d_fips","n_return_in","n_exempt_in","agi","year"
"06007",15805,27863,537428,2011
"06009",4354,8346,201833,2011
"06011",1259,3019,40314,2011
"06013",92419,179605,6177222,2011
"06015",1975,4027,65439,2011
"06017",17750,32323,1082512,2011
"06019",39221,84159,1415846,2011
"06021",2071,4511,68596,2011
"06023",10145,15991,300810,2011
"06025",9587,23439,307204,2011
"06027",1687,3055,67787,2011
"06029",42250,95414,1582932,2011
"06031",12203,28146,403034,2011
"06033",5107,9416,177344,2011
"06035",2123,4199,71238,2011
"06037",429452,735238,18853326,2011
"06039",9474,22166,337896,2011
"06041",23023,39334,2046882,2011
"06043",1919,3452,69162,2011
"06045",5276,9207,190995,2011
"06047",16343,40159,515077,2011
"06049",723,1419,23891,2011
"06051",2255,3658,81525,2011
"06053",33660,72638,1566704,2011
"06055",12295,23235,718437,2011
"06057",10247,17460,511737,2011
"06059",209340,396557,11701606,2011
"06061",43125,84598,2490247,2011
"06063",1893,3354,84783,2011
"06065",186897,409299,8218327,2011
"06067",105655,192198,4199738,2011
"06069",4971,11151,225786,2011
"06071",173381,384648,6289482,2011
"06073",245793,441825,11168535,2011
"06075",127616,164896,8191102,2011
"06077",46679,102689,1934123,2011
"06079",22274,39115,1120654,2011
"06081",75595,133471,5754592,2011
"06083",30087,53967,1372047,2011
"06085",131041,233524,9400956,2011
"06087",20847,35730,969339,2011
"06089",13486,24601,464341,2011
"06091",247,519,9435,2011
"06093",3520,6438,121989,2011
"06095",41389,81984,1852710,2011
"06097",32308,53925,1682030,2011
"06099",30738,68112,1123202,2011
"06101",8420,18193,281376,2011
"06103",5065,10290,160252,2011
"06105",1095,2003,54742,2011
"06107",20204,46683,641585,2011
"06109",4173,7287,175203,2011
"06111",54646,108541,3015752,2011
"06113",21403,38782,920683,2011
"06115",10180,22013,349744,2011
"08000",539914,1000862,23625198,2011
"08001",66527,139064,2445244,2011
"08003",1927,3439,52768,2011
"08005",97879,185677,4251624,2011
"08007",1355,2415,56391,2011
"08009",275,523,8561,2011
"08011",395,775,12125,2011
"08013",42705,68278,2092178,2011
"08014",22304,39528,1186780,2011
"08015",2375,4295,90412,2011
"08017",259,567,7351,2011
"08019",1515,2582,67889,2011
"08021",523,1207,18319,2011
"08023",379,867,12511,2011
"08025",363,835,8963,2011
"08027",556,1133,31807,2011
"08029",2588,5183,84166,2011
"08031",135758,221231,5584435,2011
"08033",187,395,5371,2011
"08035",41671,85345,2988759,2011
"08037",8420,12699,367706,2011
"08039",3065,6571,171572,2011
"08041",84144,178627,3299914,2011
"08043",4385,8791,167015,2011
"08045",6365,12633,280259,2011
"08047",927,1555,42789,2011
"08049",2256,3349,4095,2011
"08051",2341,3476,77753,2011
"08053",53,95,1469,2011
"08055",627,1211,24423,2011
"08057",175,331,4527,2011
"08059",73327,129752,3231191,2011
"08061",139,323,4623,2011
"08063",783,1619,26557,2011
"08065",1132,2060,34370,2011
"08067",6832,11782,302716,2011
"08069",39553,66647,1745087,2011
"08071",1151,2135,43347,2011
"08073",491,979,15707,2011
"08075",1615,3063,51559,2011
"08077",13565,26649,578107,2011
"08079",99,159,3371,2011
"08081",1123,2399,41938,2011
"08083",2395,4591,117720,2011
"08085",3754,7604,146449,2011
"08087",2468,5277,80928,2011
"08089",1483,3103,45651,2011
"08091",563,1111,34835,2011
"08093",2419,4401,113609,2011
"08095",411,811,14490,2011
"08097",3146,4144,128727,2011
"08099",1023,2251,30587,2011
"08101",11983,23781,449315,2011
"08103",811,1859,31707,2011
"08105",1315,2671,38097,2011
"08107",3678,5343,193625,2011
"08109",571,1019,15779,2011
"08111",99,143,2101,2011
"08113",1561,2368,74606,2011
"08115",259,491,7967,2011
"08117",7179,9745,293987,2011
"08119",3677,7364,219795,2011
"08121",415,843,12598,2011
"08123",31273,64002,1378602,2011
"08125",883,1943,29327,2011
"09000",178173,301023,11286338,2011
"09001",59071,105955,6184829,2011
"09003",56097,92600,2811310,2011
"09005",13751,22806,761854,2011
"09007",16541,26566,986082,2011
"09009",52963,86834,2511382,2011
"09011",24132,42687,1220353,2011
"09013",15076,24609,716904,2011
"09015",9327,15701,343516,2011
"10000",51323,93897,2377222,2011
"10001",16816,32727,623418,2011
"10003",37868,67416,1831203,2011
"10005",17831,32705,900512,2011
"11000",85690,114866,4540907,2011
"11001",116843,156567,6159791,2011
"12000",1694187,2878778,69408811,2011
"12001",34025,54865,1191948,2011
"12003",1991,4383,60783,2011
"12005",22789,42650,916797,2011
"12007",2576,5121,75636,2011
"12009",49866,90795,2167533,2011
"12011",232410,367742,8656106,2011
"12013",1143,2431,28900,2011
"12015",22074,39125,1005032,2011
"12017",14904,26950,563377,2011
"12019",28572,60144,1149971,2011
"12021",37443,67402,3986179,2011
"12023",6912,13402,210712,2011
"12027",2913,5530,159463,2011
"12029",1227,2511,33172,2011
"12031",99419,174792,3758772,2011
"12033",39591,72133,1565060,2011
"12035",14550,27879,680274,2011
"12037",1011,1807,32896,2011
"12039",4611,8773,117248,2011
"12041",1799,3747,58231,2011
"12043",1300,2462,47866,2011
"12045",1711,3311,69807,2011
"12047",1259,2515,32468,2011
"12049",2292,4954,61798,2011
"12051",4442,9190,134144,2011
"12053",20769,39932,710576,2011
"12055",10589,19429,362955,2011
"12057",238751,344747,6837189,2011
"12059",1687,3659,45774,2011
"12061",16369,29604,952451,2011
"12063",3707,7565,109352,2011
"12065",1295,2463,43015,2011
"12067",575,1223,15779,2011
"12069",41930,79924,1618719,2011
"12071",73201,131913,4472292,2011
"12073",35264,55172,1143854,2011
"12075",4520,8696,125463,2011
"12077",659,1367,19213,2011
"12079",1275,2531,37982,2011
"12081",40636,73937,2122977,2011
"12083",37426,66437,1390439,2011
"12085",18710,33276,1159796,2011
"12086",244071,348657,8262981,2011
"12087",15123,24783,1284692,2011
"12089",9850,19736,607507,2011
"12091",33257,65246,1355517,2011
"12093",3465,6791,106243,2011
"12095",165969,287889,5869461,2011
"12097",49172,100476,1557117,2011
"12099",124171,206708,7354595,2011
"12101",60444,111373,2278487,2011
"12103",99752,157508,4294050,2011
"12105",70856,128065,2200623,2011
"12107",6565,12320,216712,2011
"12109",29099,57983,1983085,2011
"12111",33840,62808,1330103,2011
"12113",24574,51027,1082331,2011
"12115",47745,83270,2582757,2011
"12117",66931,120942,2554525,2011
"12119",17782,31504,1164465,2011
"12121",4309,8738,121864,2011
"12123",2017,3649,64269,2011
"12125",1279,2655,36896,2011
"12127",52690,93868,2054964,2011
"12129",3410,6842,119101,2011
"12131",8940,16674,524151,2011
"12133",2557,5437,92487,2011
"13000",951971,1867852,34011468,2011
"13001",1207,2723,30286,2011
"13003",587,1471,11267,2011
"13005",851,1979,22821,2011
"13007",115,263,2633,2011
"13009",3689,7038,117209,2011
"13011",1827,4451,52733,2011
"13013",8556,18102,288864,2011
"13015",10201,21843,335167,2011
"13017",1767,3379,40256,2011
"13019",1939,4211,46891,2011
"13021",16014,29270,519825,2011
"13023",963,2199,29194,2011
"13025",1563,3443,38212,2011
"13027",2055,3827,45560,2011
"13029",6635,16559,294264,2011
"13031",9040,15748,233064,2011
"13033",2567,5123,71069,2011
"13035",2427,5127,63119,2011
"13037",347,783,8720,2011
"13039",8572,17563,315710,2011
"13043",1231,2603,28786,2011
"13045",11619,24960,341436,2011
"13047",7411,15946,251833,2011
"13049",815,1811,24175,2011
"13051",41650,74929,1430623,2011
"13053",4368,11470,141334,2011
"13055",1519,3139,40391,2011
"13057",25186,50868,1173191,2011
"13059",16758,27281,481056,2011
"13061",255,567,7659,2011
"13063",54267,109630,1205117,2011
"13065",591,1063,12089,2011
"13067",98602,185020,4239439,2011
"13069",2826,6307,73976,2011
"13071",3286,7491,72802,2011
"13073",19833,45893,1019370,2011
"13075",1627,3615,41849,2011
"13077",15586,34483,685233,2011
"13079",1231,2779,35987,2011
"13081",2443,4519,61935,2011
"13083",1563,3301,44631,2011
"13085",2909,5835,128703,2011
"13087",2095,4442,58137,2011
"13089",130552,224407,4463641,2011
"13091",1319,2783,33088,2011
"13093",911,1911,20469,2011
"13095",10148,19564,267497,2011
"13097",21352,44616,668604,2011
"13099",639,1407,16916,2011
"13101",343,799,7440,2011
"13103",6474,14496,248475,2011
"13105",1239,2663,33826,2011
"13107",1781,3593,42445,2011
"13109",1287,2411,28881,2011
"13111",2187,4303,85725,2011
"13113",13186,29879,761208,2011
"13115",6539,12897,213889,2011
"13117",20450,46113,1426879,2011
"13119",2071,4551,61293,2011
"13121",192549,321886,8165655,2011
"13123",2545,5293,110792,2011
"13125",243,571,6347,2011
"13127",8349,16255,378889,2011
"13129",4536,10555,128823,2011
"13131",2145,4806,52240,2011
"13133",1639,3311,205866,2011
"13135",98784,201706,3493168,2011
"13137",3800,8685,113409,2011
"13139",16634,35464,675146,2011
"13141",603,1179,15687,2011
"13143",2631,6103,76124,2011
"13145",3327,7375,159103,2011
"13147",1979,4487,81226,2011
"13149",1167,2623,31092,2011
"13151",29636,62447,1005712,2011
"13153",20442,44311,772173,2011
"13155",1147,2371,21845,2011
"13157",7069,15938,268307,2011
"13159",1507,3363,47673,2011
"13161",1119,2815,27407,2011
"13163",1183,2467,31677,2011
"13165",491,1139,10259,2011
"13167",531,1255,14505,2011
"13169",2979,6165,95207,2011
"13171",1915,4151,57059,2011
"13173",2334,4421,47428,2011
"13175",3239,6779,108957,2011
"13177",4452,10109,192936,2011
"13179",19183,43885,422029,2011
"13181",567,1247,23963,2011
"13183",2921,7359,69154,2011
"13185",16173,29742,460845,2011
"13187",3638,7101,134387,2011
"13189",1968,4028,58371,2011
"13191",1255,2571,49654,2011
"13193",947,1995,22528,2011
"13195",3239,7273,77485,2011
"13197",695,1559,18943,2011
"13199",2447,5343,66509,2011
"13201",487,1159,14199,2011
"13205",1615,3639,44363,2011
"13207",3101,6320,128019,2011
"13209",731,1595,19667,2011
"13211",1715,3515,69707,2011
"13213",3171,7939,80718,2011
"13215",35883,71186,1070306,2011
"13217",13294,28663,402590,2011
"13219",3756,8410,195463,2011
"13221",1491,3099,43187,2011
"13223",17163,36526,620600,2011
"13225",3630,7301,104693,2011
"13227",2931,5827,130372,2011
"13229",1743,4007,50627,2011
"13231",1699,3647,51698,2011
"13233",2897,6300,77161,2011
"13235",839,1811,26277,2011
"13237",2327,4679,83390,2011
"13239",279,495,7019,2011
"13241",1267,2471,42159,2011
"13243",507,1059,13959,2011
"13245",28520,54363,831899,2011
"13247",13798,29037,420713,2011
"13249",435,983,12047,2011
"13251",1335,2787,37293,2011
"13253",883,2095,24876,2011
"13255",7406,15420,229801,2011
"13257",2004,3991,53213,2011
"13259",431,919,10406,2011
"13261",2195,4267,61111,2011
"13263",767,1615,24210,2011
"13265",81,171,2327,2011
"13267",1799,4171,46957,2011
"13269",515,1131,13336,2011
"13271",847,1827,21441,2011
"13273",803,1651,22399,2011
"13275",4173,8818,137348,2011
"13277",6031,10529,142451,2011
"13279",2243,4703,59403,2011
"13281",1207,2355,48116,2011
"13283",403,947,8779,2011
"13285",6589,14135,220869,2011
"13287",2163,3671,48052,2011
"13289",875,1875,22640,2011
"13291",2212,4315,92590,2011
"13293",1951,4151,55222,2011
"13295",6281,13292,184677,2011
"13297",8993,19299,308226,2011
"13299",3527,7343,83464,2011
"13301",439,923,12863,2011
"13303",1087,2203,30543,2011
"13305",2727,5806,76539,2011
"13307",109,223,2871,2011
"13309",411,899,10439,2011
"13311",2874,5671,93212,2011
"13313",7250,17179,199665,2011
"13315",651,1459,15187,2011
"13317",695,1403,21579,2011
"13319",811,1735,20068,2011
"13321",2519,4791,56937,2011
"15000",84519,163358,3490744,2011
"15001",13290,23305,506753,2011
"15003",88524,178003,3670882,2011
"15005",-5,-5,-5,2011
"15007",5323,8965,232462,2011
"15009",12533,20111,512699,2011
"16000",115886,245117,4243342,2011
"16001",40568,80320,1745377,2011
"16003",415,907,15698,2011
"16005",7989,16668,266543,2011
"16007",459,1039,17022,2011
"16009",747,1611,23379,2011
"16011",3583,8459,101302,2011
"16013",2050,3412,86310,2011
"16015",927,1767,41780,2011
"16017",4510,8792,179093,2011
"16019",10042,22830,404482,2011
"16021",755,1651,28604,2011
"16023",231,559,8529,2011
"16025",147,299,5333,2011
"16027",18992,42792,610801,2011
"16029",463,1055,18270,2011
"16031",2570,6242,98446,2011
"16033",37,93,1399,2011
"16035",799,1571,33472,2011
"16037",451,847,16296,2011
"16039",4489,9226,149903,2011
"16041",887,2259,29709,2011
"16043",1051,2599,34169,2011
"16045",1739,3683,56546,2011
"16047",1523,4131,21674,2011
"16049",1267,2591,51933,2011
"16051",2579,6847,90443,2011
"16053",2347,5839,59820,2011
"16055",14709,28750,648746,2011
"16057",5678,9750,160427,2011
"16059",867,1759,38120,2011
"16061",479,951,16375,2011
"16063",575,1431,15203,2011
"16065",5845,12847,124219,2011
"16067",1887,4647,50694,2011
"16069",4431,8436,151746,2011
"16071",359,795,11495,2011
"16073",1255,3187,36843,2011
"16075",2391,5111,69533,2011
"16077",655,1571,18899,2011
"16079",1111,2207,39591,2011
"16081",1599,3080,84697,2011
"16083",7735,17648,246291,2011
"16085",1239,2407,100271,2011
"16087",939,2127,28508,2011
"17000",652274,1185063,29664456,2011
"17001",4083,7445,155584,2011
"17003",535,1059,13079,2011
"17005",1463,2811,49676,2011
"17007",5101,11079,224443,2011
"17009",399,703,13935,2011
"17011",2809,5196,102296,2011
"17013",263,483,8695,2011
"17015",1139,2091,38480,2011
"17017",1450,2879,40730,2011
"17019",18821,31245,639628,2011
"17021",2427,4615,80597,2011
"17023",1147,2343,37769,2011
"17025",899,1711,25619,2011
"17027",2547,4899,102843,2011
"17029",4772,8295,138311,2011
"17031",284980,456287,13083741,2011
"17033",1063,2059,36875,2011
"17035",963,1807,28482,2011
"17037",10143,17254,307068,2011
"17039",1431,2739,60467,2011
"17041",1615,3031,55363,2011
"17043",89810,170765,5083072,2011
"17045",1139,2243,35347,2011
"17047",379,795,10741,2011
"17049",2659,5012,108613,2011
"17051",1427,2839,42280,2011
"17053",1371,2703,45124,2011
"17055",3097,6223,90537,2011
"17057",2399,4559,72595,2011
"17059",423,827,14443,2011
"17061",987,2015,28222,2011
"17063",5367,10346,219322,2011
"17065",563,1091,18139,2011
"17067",1383,2743,48503,2011
"17069",271,555,12595,2011
"17071",523,935,16671,2011
"17073",3831,7559,146831,2011
"17075",2079,4103,69204,2011
"17077",7643,11939,179661,2011
"17079",659,1351,20234,2011
"17081",2822,5409,103999,2011
"17083",1795,3351,75355,2011
"17085",1787,3395,84967,2011
"17087",1063,2079,35582,2011
"17089",42677,89050,2154101,2011
"17091",7376,14057,249017,2011
"17093",13750,28272,691777,2011
"17095",3950,7315,136719,2011
"17097",50960,102030,3422807,2011
"17099",7795,14553,262223,2011
"17101",1031,2099,32091,2011
"17103",2735,5183,87877,2011
"17105",2844,5310,90001,2011
"17107",2239,4007,68151,2011
"17109",3122,5118,86799,2011
"17111",22555,43790,1163367,2011
"17113",14669,25883,666372,2011
"17115",7489,13869,299479,2011
"17117",3947,7759,129433,2011
"17119",19291,35327,799935,2011
"17121",2463,4751,82048,2011
"17123",1023,1955,33666,2011
"17125",1191,2263,41458,2011
"17127",1191,2515,32951,2011
"17129",1255,2247,52084,2011
"17131",1295,2531,66470,2011
"17133",2779,5283,142174,2011
"17135",1867,3683,60745,2011
"17137",2707,4979,88871,2011
"17139",1451,2707,45066,2011
"17141",4215,8063,159996,2011
"17143",17456,31155,783459,2011
"17145",1347,2603,38745,2011
"17147",1615,3227,74572,2011
"17149",907,1819,25580,2011
"17151",327,615,9778,2011
"17153",387,803,9364,2011
"17155",555,1055,24907,2011
"17157",2015,3807,79487,2011
"17159",1171,2355,36390,2011
"17161",11300,20949,392536,2011
"17163",22605,47399,987487,2011
"17165",1791,3535,54547,2011
"17167",15376,27533,606377,2011
"17169",571,1163,18585,2011
"17171",391,687,10173,2011
"17173",1747,3503,62746,2011
"17175",483,923,15171,2011
"17177",3063,5763,101615,2011
"17179",11861,21898,490242,2011
"17181",1175,2379,40904,2011
"17183",4815,9872,172093,2011
"17185",663,1311,20240,2011
"17187",1683,3391,53434,2011
"17189",1135,2243,45234,2011
"17191",915,1891,31120,2011
"17193",983,1995,32038,2011
"17195",4235,7759,142770,2011
"17197",51474,104275,2564569,2011
"17199",6472,12355,237690,2011
"17201",17375,32775,621389,2011
"17203",3431,6843,172187,2011
"18000",410124,785395,15514986,2011
"18001",1495,2863,48123,2011
"18003",24458,46841,1019862,2011
"18005",7688,15692,339502,2011
"18007",1043,2195,28067,2011
"18009",1019,2083,28211,2011
"18011",7092,14569,492256,2011
"18013",1667,3195,73254,2011
"18015",1775,3547,57645,2011
"18017",2811,6328,78594,2011
"18019",12720,24909,418654,2011
"18021",2187,4611,70364,2011
"18023",2519,5104,73793,2011
"18025",799,1715,25162,2011
"18027",1635,3335,56911,2011
"18029",4168,7973,153678,2011
"18031",2223,4503,70936,2011
"18033",3703,7459,115119,2011
"18035",9234,16136,274572,2011
"18037",2964,5812,119422,2011
"18039",12856,26844,424928,2011
"18041",1695,3519,43701,2011
"18043",9302,17668,332531,2011
"18045",1567,3299,48695,2011
"18047",1627,3395,59759,2011
"18049",1719,3751,51271,2011
"18051",2627,5119,97528,2011
"18053",4714,9287,147267,2011
"18055",2359,5047,76727,2011
"18057",36337,71878,2398818,2011
"18059",7919,15620,353390,2011
"18061",3320,6563,118700,2011
"18063",18948,37724,847726,2011
"18065",3663,7335,106138,2011
"18067",6723,12877,231077,2011
"18069",2988,5822,107372,2011
"18071",3431,7815,102650,2011
"18073",2735,5387,101410,2011
"18075",1415,2935,34354,2011
"18077",2573,5422,90367,2011
"18079",2071,4563,56042,2011
"18081",19589,38230,762119,2011
"18083",2967,5378,91410,2011
"18085",6227,12204,244542,2011
"18087",2475,5507,84686,2011
"18089",31811,63815,1128296,2011
"18091",7030,13406,247896,2011
"18093",3194,6576,116081,2011
"18095",10030,19579,299245,2011
"18097",87784,151327,3009628,2011
"18099",3641,7613,122982,2011
"18101",783,1643,30011,2011
"18103",2723,5783,82501,2011
"18105",16658,26261,582861,2011
"18107",2915,6387,97122,2011
"18109",7109,14298,265560,2011
"18111",1219,2403,41314,2011
"18113",3852,8048,123884,2011
"18115",627,1267,20700,2011
"18117",1611,3279,43414,2011
"18119",2203,4503,64939,2011
"18121",1227,2531,38365,2011
"18123",1271,2419,35423,2011
"18125",979,1827,29652,2011
"18127",15940,30718,696186,2011
"18129",1875,3815,68931,2011
"18131",1039,2163,27939,2011
"18133",3123,6175,106904,2011
"18135",2103,4611,57085,2011
"18137",2147,4351,73987,2011
"18139",1467,3147,45414,2011
"18141",19392,35547,717749,2011
"18143",1907,4043,55317,2011
"18145",4035,8359,143522,2011
"18147",1651,3395,56508,2011
"18149",1871,3887,53688,2011
"18151",3079,5797,131594,2011
"18153",1539,3047,50718,2011
"18155",899,1879,26963,2011
"18157",18744,32656,643331,2011
"18159",1511,3015,47349,2011
"18161",711,1491,22371,2011
"18163",15751,28528,591054,2011
"18165",1479,2999,43287,2011
"18167",9189,16965,325238,2011
"18169",2091,3947,61710,2011
"18171",803,1759,28180,2011
"18173",6599,13613,336348,2011
"18175",2169,4148,58446,2011
"18177",4573,8899,150167,2011
"18179",2087,4347,72721,2011
"18181",2355,4627,79823,2011
"18183",3103,5870,117540,2011
"19000",202078,368064,7704749,2011
"19001",579,1063,16489,2011
"19003",323,691,10534,2011
"19005",991,2111,33441,2011
"19007",919,1851,29287,2011
"19009",423,683,14530,2011
"19011",2343,4551,87043,2011
"19013",11364,18442,405940,2011
"19015",2379,4543,98315,2011
"19017",2246,4312,103114,2011
"19019",1655,2911,54712,2011
"19021",1979,4311,52953,2011
"19023",1339,2531,44868,2011
"19025",867,1603,30831,2011
"19027",1651,3067,60306,2011
"19029",1115,2011,36150,2011
"19031",1619,3115,58996,2011
"19033",3846,6989,150856,2011
"19035",991,1915,31229,2011
"19037",975,2055,32479,2011
"19039",959,1883,27148,2011
"19041",1623,2911,52834,2011
"19043",1279,2395,50276,2011
"19045",3363,6287,117093,2011
"19047",1519,3323,42000,2011
"19049",13199,25059,773523,2011
"19051",543,1039,16647,2011
"19053",651,1327,22467,2011
"19055",1143,2019,45439,2011
"19057",3006,5741,112520,2011
"19059",2079,3919,113702,2011
"19061",7498,13719,322490,2011
"19063",851,1471,25511,2011
"19065",1723,3259,55710,2011
"19067",1007,2043,36371,2011
"19069",859,1719,34691,2011
"19071",707,1415,21769,2011
"19073",711,1391,23318,2011
"19075",1123,2271,48115,2011
"19077",1027,2035,48811,2011
"19079",1235,2563,41169,2011
"19081",895,1859,32466,2011
"19083",1379,2751,45703,2011
"19085",1191,2203,39855,2011
"19087",1807,3399,54744,2011
"19089",599,1203,19636,2011
"19091",727,1443,24547,2011
"19093",635,1235,24683,2011
"19095",1375,2579,52287,2011
"19097",1475,2787,53347,2011
"19099",2903,5423,99751,2011
"19101",1614,2823,43814,2011
"19103",19195,29910,731143,2011
"19105",1543,2895,57647,2011
"19107",723,1559,23374,2011
"19109",963,1875,33359,2011
"19111",2207,4095,67209,2011
"19113",19137,33092,807699,2011
"19115",1015,2023,28606,2011
"19117",711,1427,22009,2011
"19119",815,1727,28027,2011
"19121",1343,2751,61907,2011
"19123",1911,3575,61542,2011
"19125",2539,5095,100562,2011
"19127",3704,7691,120502,2011
"19129",1351,2751,54247,2011
"19131",679,1159,23684,2011
"19133",863,1751,29683,2011
"19135",699,1443,25480,2011
"19137",831,1819,26171,2011
"19139",3517,7375,136481,2011
"19141",1083,2079,19603,2011
"19143",443,827,12639,2011
"19145",1271,2543,43744,2011
"19147",819,1459,25655,2011
"19149",1871,3687,68070,2011
"19151",667,1363,24147,2011
"19153",40121,67723,1632061,2011
"19155",8026,14998,272646,2011
"19157",1697,3261,59131,2011
"19159",335,711,9511,2011
"19161",843,1527,28862,2011
"19163",19271,35448,843626,2011
"19165",891,1671,31024,2011
"19167",1915,4359,63894,2011
"19169",11025,17278,358325,2011
"19171",1383,2803,45722,2011
"19173",515,1091,16047,2011
"19175",1171,2363,32004,2011
"19177",591,1159,18851,2011
"19179",2907,5529,92857,2011
"19181",4759,9323,206872,2011
"19183",2059,3991,80041,2011
"19185",495,1187,13835,2011
"19187",2555,4531,83383,2011
"19189",967,1759,35029,2011
"19191",1580,2926,57633,2011
"19193",8430,16446,249979,2011
"19195",687,1259,23910,2011
"19197",1047,2155,34674,2011
"20000",203750,399746,7903273,2011
"20001",1139,2215,30413,2011
"20003",719,1507,20583,2011
"20005",1243,2355,35952,2011
"20007",391,763,13526,2011
"20009",2091,4151,60246,2011
"20011",1079,2267,28425,2011
"20013",903,1703,31144,2011
"20015",6634,14145,306099,2011
"20017",223,451,6859,2011
"20019",283,603,8214,2011
"20021",1623,3547,45686,2011
"20023",219,427,6765,2011
"20025",159,283,6334,2011
"20027",911,1947,35366,2011
"20029",787,1399,21445,2011
"20031",779,1483,28143,2011
"20033",175,383,6815,2011
"20035",2815,5775,98045,2011
"20037",3669,6869,99669,2011
"20039",299,519,8875,2011
"20041",2516,5646,73388,2011
"20043",615,1419,16275,2011
"20045",14887,23319,524736,2011
"20047",303,639,10955,2011
"20049",219,415,1511,2011
"20051",3547,5765,119148,2011
"20053",575,1087,17795,2011
"20055",3471,7965,105250,2011
"20057",3480,8155,100387,2011
"20059",2407,4603,76966,2011
"20061",13062,29905,340694,2011
"20063",295,547,11599,2011
"20065",235,511,9501,2011
"20067",643,1531,22267,2011
"20069",655,1471,22990,2011
"20071",151,339,5235,2011
"20073",603,1199,17515,2011
"20075",231,547,6779,2011
"20077",415,827,11371,2011
"20079",3245,6662,117439,2011
"20081",367,899,12227,2011
"20083",251,499,8383,2011
"20085",1151,2355,43019,2011
"20087",1727,3483,62748,2011
"20089",315,663,8919,2011
"20091",57841,105151,3274599,2011
"20093",415,991,13466,2011
"20095",719,1479,24209,2011
"20097",243,455,7135,2011
"20099",1523,3071,42235,2011
"20101",203,399,6179,2011
"20103",12103,31256,589423,2011
"20105",311,591,9787,2011
"20107",1035,2159,33163,2011
"20109",275,535,9478,2011
"20111",3232,5968,100912,2011
"20113",2971,5500,103044,2011
"20115",1099,2143,38792,2011
"20117",863,1603,24219,2011
"20119",419,1035,15427,2011
"20121",2891,5963,121979,2011
"20123",647,1215,20302,2011
"20125",2733,5494,81002,2011
"20127",583,1291,21770,2011
"20129",331,803,12907,2011
"20131",691,1455,23531,2011
"20133",1287,2559,37036,2011
"20135",255,535,3467,2011
"20137",483,943,14912,2011
"20139",1495,3035,52770,2011
"20141",335,671,9807,2011
"20143",739,1423,22982,2011
"20145",699,1403,20907,2011
"20147",411,851,13521,2011
"20149",2588,5549,118618,2011
"20151",1031,2023,32390,2011
"20153",227,443,7875,2011
"20155",5093,9487,172688,2011
"20157",407,763,12503,2011
"20159",923,1931,29779,2011
"20161",16871,33383,519428,2011
"20163",475,971,16302,2011
"20165",299,599,9144,2011
"20167",699,1399,22690,2011
"20169",5445,10130,168141,2011
"20171",451,1019,16879,2011
"20173",33287,63354,1368769,2011
"20175",2519,6087,72118,2011
"20177",13266,24603,465963,2011
"20179",223,407,9835,2011
"20181",659,1499,19147,2011
"20183",283,475,9479,2011
"20185",303,667,9645,2011
"20187",183,507,6505,2011
"20189",407,903,17047,2011
"20191",2031,4043,66694,2011
"20193",935,1759,31253,2011
"20195",347,595,10376,2011
"20197",731,1615,28236,2011
"20199",131,375,3943,2011
"20201",487,999,14715,2011
"20203",227,487,8069,2011
"20205",783,1599,20677,2011
"20207",311,627,8375,2011
"20209",16813,32781,472554,2011
"21000",281437,562133,10124752,2011
"21001",1319,2703,36285,2011
"21003",1547,3211,39170,2011
"21005",2584,5526,85817,2011
"21007",691,1423,25187,2011
"21009",3676,7421,104874,2011
"21011",1043,2367,24874,2011
"21013",1487,3051,36235,2011
"21015",17536,35542,775265,2011
"21017",1871,4052,59818,2011
"21019",4189,8298,150398,2011
"21021",2982,6208,97777,2011
"21023",795,1615,23531,2011
"21025",527,1115,11870,2011
"21027",1904,4342,55367,2011
"21029",8016,15882,284337,2011
"21031",831,2067,23097,2011
"21033",1079,2167,29046,2011
"21035",3778,6799,120357,2011
"21037",10660,18135,415229,2011
"21039",315,663,9329,2011
"21041",1283,3059,35935,2011
"21043",1431,3051,47705,2011
"21045",827,1819,23462,2011
"21047",14652,35065,359977,2011
"21049",3525,7236,110810,2011
"21051",863,1995,24065,2011
"21053",487,1059,13318,2011
"21055",599,1311,19908,2011
"21057",395,923,10859,2011
"21059",6127,11929,228414,2011
"21061",923,1987,25147,2011
"21063",291,567,6823,2011
"21065",943,2175,27191,2011
"21067",34623,60119,1326659,2011
"21069",1135,2491,30349,2011
"21071",1991,4067,68251,2011
"21073",4525,8192,152839,2011
"21075",675,1351,17015,2011
"21077",963,2263,25771,2011
"21079",1695,3519,53436,2011
"21081",2895,6023,95617,2011
"21083",2937,5920,84822,2011
"21085",1680,3411,46945,2011
"21087",683,1443,18372,2011
"21089",2939,6371,112987,2011
"21091",807,1675,25809,2011
"21093",18105,43107,819761,2011
"21095",875,1843,23855,2011
"21097",1347,2699,43749,2011
"21099",1527,3422,43678,2011
"21101",3420,6456,116467,2011
"21103",1615,3379,53174,2011
"21105",375,779,10248,2011
"21107",3107,6340,108398,2011
"21109",723,1455,20295,2011
"21111",53863,95738,2179953,2011
"21113",5868,12406,271005,2011
"21115",1423,3055,49487,2011
"21117",19948,35889,709982,2011
"21119",827,1731,23392,2011
"21121",2135,4599,56376,2011
"21123",1487,3315,46684,2011
"21125",4833,10327,147592,2011
"21127",1019,2399,35446,2011
"21129",423,907,14449,2011
"21131",499,1011,14814,2011
"21133",859,1943,24953,2011
"21135",799,1755,20281,2011
"21137",1931,4031,49882,2011
"21139",1091,2155,35279,2011
