"d_fips","n_return_in","n_exempt_in","agi","year"
"40085",934,1937,39077,2015
"40087",4286,9508,241757,2015
"40089",1833,4068,59044,2015
"40091",1808,3898,80959,2015
"40093",627,1343,33311,2015
"40095",1203,2616,44532,2015
"40097",3038,6525,116071,2015
"40099",1143,2468,46184,2015
"40101",4878,10367,166985,2015
"40103",806,1755,27881,2015
"40105",703,1372,24274,2015
"40107",765,1719,28036,2015
"40109",67633,128658,3150022,2015
"40111",2889,6196,109905,2015
"40113",4664,10553,293094,2015
"40115",2245,4802,73983,2015
"40117",1297,2730,50998,2015
"40119",7644,13655,321070,2015
"40121",3052,6543,127606,2015
"40123",2824,5459,112528,2015
"40125",5401,11231,204453,2015
"40127",951,2079,30062,2015
"40129",249,623,9961,2015
"40131",8766,18517,469541,2015
"40133",2308,5233,79868,2015
"40135",2697,5936,90104,2015
"40137",3204,6502,129091,2015
"40139",2602,5578,77544,2015
"40141",500,1099,17544,2015
"40143",49862,95747,2591383,2015
"40145",8764,19002,429177,2015
"40147",3890,7496,124535,2015
"40149",1360,3092,60819,2015
"40151",867,1688,37899,2015
"40153",1934,4067,86665,2015
"41000",263119,450969,13067991,2015
"41001",1049,2055,44935,2015
"41003",9187,15085,415250,2015
"41005",42340,76935,2546417,2015
"41007",4286,7613,203451,2015
"41009",4053,7672,182381,2015
"41011",4880,9049,221439,2015
"41013",2169,4166,102600,2015
"41015",2874,4926,129485,2015
"41017",19346,33536,1276887,2015
"41019",7185,13330,265105,2015
"41021",91,171,3699,2015
"41023",577,1065,21494,2015
"41025",482,894,15486,2015
"41027",2177,3895,108811,2015
"41029",15847,27352,726189,2015
"41031",1867,3912,69541,2015
"41033",6888,12760,274285,2015
"41035",4995,9724,223249,2015
"41037",580,1188,21828,2015
"41039",24310,39442,953477,2015
"41041",5362,9155,250824,2015
"41043",9892,18697,375860,2015
"41045",1764,3820,51322,2015
"41047",23485,45213,942971,2015
"41049",998,2392,37230,2015
"41051",91862,135626,4786600,2015
"41053",8622,16595,351121,2015
"41055",128,204,4904,2015
"41057",2479,4524,108275,2015
"41059",4688,9840,162763,2015
"41061",1916,3339,76781,2015
"41063",606,1071,24938,2015
"41065",2187,4275,86194,2015
"41067",56864,96944,3146801,2015
"41069",79,135,2219,2015
"41071",8449,16230,311020,2015
"42000",513970,873321,27982297,2015
"42001",7118,12749,371100,2015
"42003",60990,93738,3405957,2015
"42005",3126,5408,123475,2015
"42007",8763,14710,409935,2015
"42009",1814,3107,71332,2015
"42011",20028,36229,846316,2015
"42013",4705,7773,196350,2015
"42015",3380,6023,145738,2015
"42017",39230,68328,2978281,2015
"42019",11619,20388,815439,2015
"42021",5142,8807,182952,2015
"42023",176,304,5352,2015
"42025",4359,7746,188847,2015
"42027",8955,14073,450270,2015
"42029",33113,57840,2828997,2015
"42031",1975,3417,66464,2015
"42033",3749,7055,140680,2015
"42035",1875,3215,69915,2015
"42037",3653,6074,134054,2015
"42039",4257,7535,158744,2015
"42041",19604,34156,993921,2015
"42043",21045,35669,880389,2015
"42045",36597,65245,2579555,2015
"42047",960,1531,33678,2015
"42049",9913,17298,389426,2015
"42051",5912,10408,214089,2015
"42053",367,583,42363,2015
"42055",8249,14977,328616,2015
"42057",813,1373,29297,2015
"42059",1773,3144,73597,2015
"42061",1638,3013,73860,2015
"42063",4129,7184,149881,2015
"42065",2210,3932,77613,2015
"42067",942,1802,31358,2015
"42069",10643,18404,439389,2015
"42071",23510,40146,1338330,2015
"42073",4278,7399,157854,2015
"42075",7632,13862,310162,2015
"42077",26042,45590,1145095,2015
"42079",14764,26587,530468,2015
"42081",5700,9905,236813,2015
"42083",1573,2674,74807,2015
"42085",5053,8980,196963,2015
"42087",1580,2880,53267,2015
"42089",11932,22601,566458,2015
"42091",56691,96242,4392935,2015
"42093",1404,2429,62437,2015
"42095",21805,37583,1063059,2015
"42097",4882,8470,164193,2015
"42099",2592,4671,94075,2015
"42101",96561,149607,4974424,2015
"42103",5195,9978,316710,2015
"42105",879,1671,35130,2015
"42107",5889,10535,209546,2015
"42109",1952,3307,69035,2015
"42111",2541,4233,95350,2015
"42113",412,750,19904,2015
"42115",2267,4153,103506,2015
"42117",2113,3891,81601,2015
"42119",2589,4578,123634,2015
"42121",2116,3649,70631,2015
"42123",1621,2906,64469,2015
"42125",12186,21349,779331,2015
"42127",4001,7324,197045,2015
"42129",17023,28576,832481,2015
"42131",1840,3034,82210,2015
"42133",23476,41959,1124241,2015
"44000",49513,80644,3464444,2015
"44001",3706,6198,322677,2015
"44003",14504,23424,870703,2015
"44005",8390,15303,1256924,2015
"44007",34512,54857,1643637,2015
"44009",9518,15457,635476,2015
"45000",304607,583898,15038896,2015
"45001",1570,3426,54172,2015
"45003",12398,23934,616617,2015
"45005",362,710,9610,2015
"45007",13007,26966,554118,2015
"45009",753,1615,16870,2015
"45011",1107,2353,29917,2015
"45013",22196,41263,1970374,2015
"45015",27523,53008,1350968,2015
"45017",1050,2118,37803,2015
"45019",51175,85285,3069723,2015
"45021",3328,6983,98047,2015
"45023",2058,4305,67011,2015
"45025",2368,4790,68631,2015
"45027",2204,4562,71709,2015
"45029",2551,5123,106638,2015
"45031",4133,8202,144724,2015
"45033",1646,3540,42797,2015
"45035",21388,43073,903888,2015
"45037",2024,4382,80264,2015
"45039",1304,2565,56078,2015
"45041",9108,18021,357499,2015
"45043",6365,11848,435684,2015
"45045",40378,77526,2183358,2015
"45047",4563,9247,182377,2015
"45049",961,1969,29207,2015
"45051",34794,62571,1709646,2015
"45053",3557,6681,159933,2015
"45055",4974,9894,206645,2015
"45057",8323,17261,560777,2015
"45059",4551,9427,163727,2015
"45061",1285,2682,36551,2015
"45063",25155,48718,1174920,2015
"45065",654,1306,34969,2015
"45067",1863,3797,44203,2015
"45069",1271,2673,34318,2015
"45071",2235,4414,95631,2015
"45073",5685,10746,368587,2015
"45075",5477,10932,169028,2015
"45077",9763,18566,440908,2015
"45079",40999,76840,1712365,2015
"45081",1301,3065,42791,2015
"45083",20007,39573,815175,2015
"45085",9494,19547,343940,2015
"45087",1126,2324,32019,2015
"45089",2101,4175,58693,2015
"45091",22922,46406,1382767,2015
"46000",58107,103947,2939013,2015
"46003",134,202,3990,2015
"46005",1169,2324,38253,2015
"46007",90,250,2894,2015
"46009",285,493,9593,2015
"46011",2806,4749,114369,2015
"46013",3003,5268,150483,2015
"46015",313,555,13835,2015
"46017",127,315,2391,2015
"46019",986,1876,41335,2015
"46021",-10,-10,-10,2015
"46023",412,860,16424,2015
"46025",115,255,5635,2015
"46027",1395,2189,43875,2015
"46029",2092,3513,84246,2015
"46031",258,644,6451,2015
"46033",1194,2092,69030,2015
"46035",1814,3094,58819,2015
"46037",318,604,12208,2015
"46039",290,613,35209,2015
"46041",308,654,9676,2015
"46043",95,187,3223,2015
"46045",250,526,18970,2015
"46047",831,1571,36289,2015
"46049",-11,-11,-11,2015
"46051",393,721,14126,2015
"46053",141,283,5673,2015
"46055",102,186,3674,2015
"46057",380,756,19298,2015
"46059",123,223,6395,2015
"46061",447,851,28868,2015
"46063",-9,-9,-9,2015
"46065",1677,2801,63014,2015
"46067",340,634,14756,2015
"46069",-8,-8,-8,2015
"46071",77,197,2533,2015
"46073",111,223,4691,2015
"46075",-9,-9,-9,2015
"46077",310,582,12754,2015
"46079",2318,4195,156685,2015
"46081",3011,5089,192661,2015
"46083",7397,13458,535638,2015
"46085",229,433,11223,2015
"46087",442,732,17121,2015
"46089",42,118,2526,2015
"46091",321,717,12053,2015
"46093",4466,8323,185306,2015
"46095",-9,-9,-9,2015
"46097",-8,-8,-8,2015
"46099",21191,36474,1077111,2015
"46101",371,761,15017,2015
"46102",684,1536,15681,2015
"46103",16140,29379,864213,2015
"46105",138,210,10676,2015
"46107",-9,-9,-9,2015
"46109",540,1138,25846,2015
"46111",131,215,6491,2015
"46115",408,792,13880,2015
"46117",422,810,19529,2015
"46119",-9,-9,-9,2015
"46121",292,612,6121,2015
"46123",248,434,13190,2015
"46125",630,1120,25460,2015
"46127",1855,3255,161527,2015
"46129",429,874,14632,2015
"46135",1726,3052,67490,2015
"46137",98,222,2942,2015
"47000",390698,746973,17871066,2015
"47001",7448,14133,229230,2015
"47003",4080,8798,175014,2015
"47005",1004,1966,33133,2015
"47007",747,1640,26352,2015
"47009",9743,18570,451372,2015
"47011",8688,18597,332511,2015
"47013",2057,4195,95449,2015
"47015",1167,2332,40905,2015
"47017",1975,4067,55879,2015
"47019",4514,8746,145496,2015
"47021",4175,7817,182884,2015
"47023",1170,2591,36293,2015
"47025",2001,3749,63825,2015
"47027",501,1016,16827,2015
"47029",2282,4596,72010,2015
"47031",4856,9770,167552,2015
"47033",1005,2110,33335,2015
"47035",4666,9087,206058,2015
"47037",88021,141101,4682851,2015
"47039",701,1422,19602,2015
"47041",1564,3129,57751,2015
"47043",4585,9464,169351,2015
"47045",2408,5054,84222,2015
"47047",4133,8277,248792,2015
"47049",909,1816,35864,2015
"47051",3353,6618,145348,2015
"47053",3594,7697,121282,2015
"47055",1956,3783,70273,2015
"47057",1754,3858,58641,2015
"47059",3728,7374,143851,2015
"47061",738,1489,24851,2015
"47063",4809,10169,159376,2015
"47065",26662,49123,1418245,2015
"47067",236,528,7904,2015
"47069",1184,2690,34889,2015
"47071",1751,3554,66829,2015
"47073",4368,8566,164542,2015
"47075",1194,2371,32878,2015
"47077",1757,3568,55012,2015
"47079",2307,4504,87559,2015
"47081",1774,3738,69337,2015
"47083",380,706,11426,2015
"47085",1293,2626,51641,2015
"47087",793,1630,27082,2015
"47089",5747,11599,222035,2015
"47091",791,1553,88567,2015
"47093",35312,63057,1639401,2015
"47095",291,625,7621,2015
"47097",1464,3012,41853,2015
"47099",2284,4715,75937,2015
"47101",764,1587,43648,2015
"47103",2152,4401,80448,2015
"47105",5081,9838,344969,2015
"47107",4068,8372,136134,2015
"47109",1690,3518,56958,2015
"47111",1607,3535,46284,2015
"47113",7363,14442,317225,2015
"47115",1992,3938,69087,2015
"47117",2844,5758,119311,2015
"47119",9705,19282,466227,2015
"47121",1321,2805,54133,2015
"47123",3683,7473,148860,2015
"47125",27923,58941,995062,2015
"47127",478,1010,19662,2015
"47129",1071,2368,34437,2015
"47131",1921,4209,59536,2015
"47133",1474,3092,49109,2015
"47135",584,1178,19778,2015
"47137",461,911,48009,2015
"47139",1550,3157,57657,2015
"47141",6226,11747,232730,2015
"47143",2258,4550,94694,2015
"47145",4331,8804,182946,2015
"47147",6879,14265,292651,2015
"47149",32809,61526,1278791,2015
"47151",744,1501,23321,2015
"47153",1102,2237,40112,2015
"47155",10135,19689,376617,2015
"47157",51837,99734,2180071,2015
"47159",1454,2919,49180,2015
"47161",1082,2209,38292,2015
"47163",10863,20488,444522,2015
"47165",18132,35332,971887,2015
"47167",4335,9113,157480,2015
"47169",990,2058,36654,2015
"47171",1199,2295,42564,2015
"47173",1529,3401,49961,2015
"47175",496,1119,16559,2015
"47177",2366,5001,71478,2015
"47179",11703,20832,476688,2015
"47181",749,1525,22790,2015
"47183",2032,4083,64666,2015
"47185",1896,3897,64053,2015
"47187",22595,47941,2385038,2015
"47189",14242,28479,836028,2015
"48000",1793020,3533755,105169583,2015
"48001",3670,7482,155264,2015
"48003",1987,4798,104499,2015
"48005",5488,11338,221309,2015
"48007",3852,7518,233205,2015
"48009",856,1608,47671,2015
"48011",159,311,6647,2015
"48013",5247,11988,273162,2015
"48015",2727,5889,188864,2015
"48017",874,3085,30688,2015
"48019",2257,4117,125864,2015
"48021",9257,20185,436490,2015
"48023",239,531,10667,2015
"48025",2301,4750,92938,2015
"48027",49384,101564,1767635,2015
"48029",129479,255515,6383575,2015
"48031",1232,2275,108380,2015
"48033",-8,-8,-8,2015
"48035",1937,3947,89658,2015
"48037",7499,15372,285766,2015
"48039",33117,68816,2067263,2015
"48041",19262,34501,892898,2015
"48043",1004,1768,51394,2015
"48045",110,210,3166,2015
"48047",432,980,14596,2015
"48049",3132,6356,118260,2015
"48051",1500,3020,60453,2015
"48053",5259,10562,675265,2015
"48055",4734,10787,183807,2015
"48057",1921,3829,100076,2015
"48059",1416,3034,65902,2015
"48061",16384,35897,636383,2015
"48063",1008,2135,39157,2015
"48065",614,1248,27604,2015
"48067",2326,4754,90376,2015
"48069",437,1165,15121,2015
"48071",4933,11001,310905,2015
"48073",3693,7796,163182,2015
"48075",426,868,14478,2015
"48077",898,1709,44079,2015
"48079",163,423,6491,2015
"48081",301,593,19189,2015
"48083",624,1234,25944,2015
"48085",101052,202956,7565062,2015
"48087",128,312,4012,2015
"48089",1533,2981,133414,2015
"48091",18570,37184,1538802,2015
"48093",982,2066,41597,2015
"48095",211,395,8863,2015
"48097",3783,7888,188142,2015
"48099",12652,31213,407605,2015
"48101",90,194,3022,2015
"48103",464,1066,25664,2015
"48105",273,631,39141,2015
"48107",490,1106,13658,2015
"48109",132,232,5256,2015
"48111",1175,2921,42812,2015
"48113",214630,386593,13634411,2015
"48115",865,1873,32903,2015
"48117",1172,2960,33215,2015
"48119",398,874,14543,2015
"48121",98151,188500,6808870,2015
"48123",1829,3878,101634,2015
"48125",144,300,5464,2015
"48127",718,1582,25345,2015
"48129",235,451,9239,2015
"48131",778,1610,26198,2015
"48133",1350,2796,56915,2015
"48135",19457,41047,1163195,2015
"48137",175,391,33875,2015
"48139",15843,33827,884184,2015
"48141",48679,106697,2005185,2015
"48143",3592,6686,132757,2015
"48145",1431,2966,49147,2015
"48147",2623,5256,103237,2015
"48149",1949,3916,101725,2015
"48151",341,685,13713,2015
"48153",461,1081,13057,2015
"48155",-8,-8,-8,2015
"48157",75007,163708,6237509,2015
"48159",1023,2107,44439,2015
"48161",1462,3156,74094,2015
"48163",1344,2796,63034,2015
"48165",1488,3830,80705,2015
"48167",33673,65405,2065191,2015
"48169",304,664,9580,2015
"48171",2446,4609,283617,2015
"48173",164,324,10464,2015
"48175",702,1522,47869,2015
"48177",1462,3087,76207,2015
"48179",1936,4218,80430,2015
"48181",10419,21245,475359,2015
"48183",13360,27071,566537,2015
"48185",2980,6158,165589,2015
"48187",19244,41771,1071898,2015
"48189",2462,5542,80045,2015
"48191",208,500,6840,2015
"48193",737,1675,34216,2015
"48195",421,1028,16154,2015
"48197",224,452,5816,2015
"48199",5072,10405,281880,2015
"48201",290132,553074,18964739,2015
"48203",6083,13038,278791,2015
"48205",623,1535,60265,2015
"48207",507,1151,19415,2015
"48209",27389,50935,1522539,2015
"48211",427,953,24472,2015
"48213",8047,16393,422560,2015
"48215",25414,56575,956452,2015
"48217",3211,6823,135392,2015
"48219",1555,3439,69181,2015
"48221",6382,12975,404440,2015
"48223",2964,6185,117770,2015
"48225",1491,3005,70510,2015
"48227",3574,7469,166246,2015
"48229",621,1388,27476,2015
"48231",9125,19281,403242,2015
"48233",1786,3924,122438,2015
"48235",139,279,7555,2015
"48237",686,1472,36594,2015
"48239",1231,2683,67013,2015
"48241",2711,5991,129216,2015
"48243",175,335,8295,2015
"48245",20670,42803,1045153,2015
"48247",300,672,9648,2015
"48249",2846,6256,193919,2015
"48251",16000,33562,790894,2015
"48253",1753,3637,80531,2015
"48255",1200,2473,106578,2015
"48257",13206,28587,636275,2015
"48259",5566,12085,856433,2015
"48261",-7,-7,-7,2015
"48263",-8,-8,-8,2015
"48265",5221,9766,320563,2015
"48267",333,673,91097,2015
"48269",-7,-7,-7,2015
"48271",259,549,2757,2015
"48273",3140,5731,115062,2015
"48275",263,615,9091,2015
"48277",3232,6644,119867,2015
"48279",929,2076,30122,2015
"48281",2145,4569,99027,2015
"48283",547,1237,23979,2015
"48285",1564,3206,91110,2015
"48287",1289,2734,56777,2015
"48289",1617,3453,85908,2015
"48291",7937,18344,339278,2015
"48293",1594,3416,65006,2015
"48295",318,603,14558,2015
"48297",1196,2531,63021,2015
"48299",2691,5162,265760,2015
"48301",-7,-7,-7,2015
"48303",22393,41995,1143829,2015
"48305",477,1077,18373,2015
"48307",680,1392,27878,2015
"48309",16110,31266,684116,2015
"48311",126,254,6606,2015
"48313",1159,2467,47479,2015
"48315",1200,2541,58220,2015
"48317",552,1182,35158,2015
"48319",335,723,13503,2015
"48321",2963,6597,151931,2015
"48323",2926,7012,102923,2015
"48325",4491,9683,238028,2015
"48327",153,361,8593,2015
"48329",22836,46013,1576054,2015
"48331",1873,4011,80591,2015
"48333",297,613,19281,2015
"48335",658,1404,26040,2015
"48337",1599,3230,89150,2015
"48339",60796,126445,5023913,2015
"48341",2248,4978,73913,2015
"48343",1087,2247,39168,2015
"48345",75,195,5011,2015
"48347",4725,9203,178830,2015
"48349",3822,7987,152342,2015
"48351",1169,2713,56683,2015
"48353",1332,2773,53598,2015
"48355",26899,50885,1318200,2015
"48357",791,1921,33465,2015
"48359",171,435,7779,2015
"48361",6309,13043,281958,2015
"48363",2440,4868,206606,2015
"48365",1767,3602,75795,2015
"48367",14062,29808,978979,2015
"48369",626,1636,23004,2015
"48371",1361,3008,54044,2015
"48373",6970,13998,425380,2015
"48375",13320,25994,535355,2015
"48377",708,1741,29471,2015
"48379",1113,2452,75401,2015
"48381",15721,30983,750193,2015
"48383",353,773,16943,2015
"48385",291,723,22563,2015
"48387",888,1906,34761,2015
"48389",1342,2910,68910,2015
"48391",502,910,24546,2015
"48393",-9,-9,-9,2015
"48395",1650,3612,69002,2015
"48397",11103,24269,808235,2015
"48399",944,1944,47226,2015
"48401",4609,10042,195514,2015
"48403",888,1896,58291,2015
"48405",574,1202,23722,2015
"48407",2992,6460,140872,2015
"48409",7750,16749,380408,2015
"48411",347,751,14943,2015
"48413",275,579,14039,2015
"48415",1477,3188,63022,2015
"48417",287,567,11931,2015
"48419",1503,3186,59976,2015
"48421",295,830,13025,2015
"48423",18560,35862,915709,2015
"48425",790,1690,49194,2015
"48427",2279,5341,69981,2015
"48429",623,1289,30150,2015
"48431",124,268,7448,2015
"48433",84,172,4604,2015
"48435",295,603,16363,2015
"48437",533,1177,17347,2015
"48439",159442,309958,8604329,2015
"48441",13439,26006,529141,2015
"48443",80,140,2088,2015
"48445",856,2022,34294,2015
"48447",99,271,5155,2015
"48449",2520,5345,104480,2015
"48451",12392,23697,535530,2015
"48453",291568,523006,16039348,2015
"48455",1543,3315,70930,2015
"48457",1565,3225,67217,2015
"48459",4182,9535,172244,2015
"48461",360,838,16180,2015
"48463",1921,3875,520833,2015
"48465",3906,7977,168300,2015
"48467",5242,10823,251816,2015
"48469",7736,14958,421149,2015
"48471",6540,11302,244303,2015
"48473",5687,12710,358922,2015
"48475",1441,3173,74730,2015
"48477",2857,5549,143244,2015
"48479",7864,17458,322388,2015
"48481",2659,5672,103287,2015
"48483",443,1067,20833,2015
"48485",10040,18853,421560,2015
"48487",987,2043,31735,2015
"48489",918,2116,31092,2015
"48491",64064,122170,4066840,2015
"48493",4788,10063,303035,2015
"48495",936,2242,42251,2015
"48497",6197,13365,353656,2015
"48499",4362,8950,230081,2015
"48501",668,1604,29944,2015
"48503",1069,2292,58341,2015
"48505",504,1050,16662,2015
"48507",731,1661,20041,2015
"49000",151642,318492,7666202,2015
"49001",434,993,14781,2015
"49003",3484,8175,149182,2015
"49005",9157,18369,325861,2015
"49007",913,1925,36756,2015
"49009",-12,-12,-12,2015
"49011",28432,63529,1375256,2015
"49013",1626,4249,75719,2015
"49015",472,1041,16964,2015
"49017",364,775,14051,2015
"49019",1343,2285,43760,2015
"49021",4901,10376,185851,2015
"49023",607,1445,23060,2015
"49025",710,1467,28905,2015
"49027",610,1525,19732,2015
"49029",722,1773,41644,2015
"49031",-9,-9,-9,2015
"49033",104,216,5080,2015
"49035",71474,135065,3620873,2015
"49037",1348,3375,48252,2015
"49039",1358,3778,46336,2015
"49041",1153,2648,45894,2015
"49043",6424,11566,851637,2015
"49045",5122,12034,234541,2015
"49047",3250,7714,145114,2015
"49049",35474,81364,1650425,2015
"49051",3763,8662,351033,2015
"49053",14366,30214,872763,2015
"49055",145,333,6283,2015
"49057",18763,38839,793504,2015
"50000",35695,54771,1794698,2015
"50001",3250,4995,235373,2015
"50003",2751,4882,160834,2015
"50005",2176,3594,79170,2015
"50007",14934,21348,799383,2015
"50009",479,810,16880,2015
"50011",3204,5089,138579,2015
"50013",663,1096,24967,2015
"50015",2611,3953,117225,2015
"50017",2636,4223,100259,2015
"50019",1693,2832,65824,2015
"50021",3823,5731,189628,2015
"50023",4962,7381,211266,2015
"50025",4217,6292,179570,2015
"50027",5639,9107,393441,2015
"51000",665499,1221729,35681700,2015
"51001",2522,4802,104100,2015
"51003",12244,21627,981918,2015
"51005",866,1636,29657,2015
"51007",932,1789,37689,2015
"51009",2269,4345,79026,2015
"51011",1093,2212,48832,2015
"51013",49219,67892,3521388,2015
"51015",5886,11190,241719,2015
"51017",244,374,13348,2015
"51019",6299,12491,343265,2015
"51021",300,547,8209,2015
"51023",2857,5673,150087,2015
"51025",941,1795,33088,2015
"51027",781,1483,25815,2015
"51029",880,1795,27982,2015
"51031",5099,9612,186667,2015
"51033",3144,6254,127559,2015
"51035",1845,3750,64141,2015
"51036",615,1101,26271,2015
"51037",679,1504,20390,2015
"51041",29925,58285,1485572,2015
"51043",1325,2527,95824,2015
"51045",274,476,12122,2015
"51047",4144,7771,220334,2015
"51049",838,1800,28116,2015
"51051",528,1101,17287,2015
"51053",2596,5275,89432,2015
"51057",877,1688,35079,2015
"51059",115772,211600,8581451,2015
"51061",6224,11963,478543,2015
"51063",896,1877,35981,2015
"51065",2181,4159,102261,2015
"51067",3499,6832,149406,2015
"51069",8307,16096,449000,2015
"51071",876,1687,27910,2015
"51073",3059,5859,149879,2015
"51075",2289,4191,251466,2015
"51077",987,1970,34031,2015
"51079",1637,3182,80223,2015
"51081",897,1925,27651,2015
"51083",1580,3021,61854,2015
"51085",8945,16977,503352,2015
"51087",34743,61309,1830549,2015
"51089",2802,5624,77416,2015
"51091",-9,-9,-9,2015
"51093",3648,7437,189544,2015
"51095",8754,16677,684351,2015
"51097",608,1228,26729,2015
"51099",2701,5445,143862,2015
"51101",1488,2996,63213,2015
"51103",947,1740,47277,2015
"51105",777,1708,23496,2015
"51107",39880,79645,3537572,2015
"51109",3002,5800,163660,2015
"51111",786,1460,23022,2015
"51113",928,1718,38688,2015
"51115",717,1287,31577,2015
"51117",1990,3932,80101,2015
"51119",792,1429,50052,2015
"51121",7341,12236,306405,2015
"51125",1157,2039,52403,2015
"51127",2409,4635,245219,2015
"51131",1056,2147,47247,2015
"51133",998,1920,67286,2015
"51135",859,1889,28520,2015
"51137",3797,7466,194804,2015
"51139",1050,1837,36564,2015
"51141",891,1865,28313,2015
"51143",3740,7861,123817,2015
"51145",2095,3796,154495,2015
"51147",1649,3102,49553,2015
"51149",5269,13007,213988,2015
"51153",50797,101513,2745919,2015
"51155",2237,4180,83258,2015
"51157",709,1194,39202,2015
"51159",579,1171,19007,2015
"51161",9962,18243,464351,2015
"51163",1957,3733,88735,2015
"51165",5684,10883,257000,2015
"51167",1063,2188,36169,2015
"51169",894,1912,27478,2015
"51171",3495,6465,152100,2015
"51173",1284,2494,40509,2015
"51175",1223,2614,44558,2015
"51177",13316,26950,666023,2015
"51179",16779,36273,903988,2015
"51181",482,920,19048,2015
"51183",866,1708,28076,2015
"51185",1749,3384,66229,2015
"51187",3441,6307,156864,2015
"51191",3347,6666,144796,2015
"51193",1591,3345,68849,2015
"51195",1847,3854,59639,2015
"51197",1411,2678,45146,2015
"51199",9054,19667,460647,2015
"51510",37106,56044,2672796,2015
"51520",2020,3893,61372,2015
"51530",542,1106,13934,2015
"51540",7469,11249,664290,2015
"51550",29301,57845,1204823,2015
"51570",2544,4904,84397,2015
"51580",550,1056,15664,2015
"51590",3760,7349,111290,2015
"51595",818,1754,20157,2015
"51600",4092,7410,276232,2015
"51610",2675,5235,259294,2015
"51620",945,2001,31337,2015
"51630",6191,10853,263988,2015
"51640",704,1596,17165,2015
"51650",20525,36444,664626,2015
"51660",5282,8943,183371,2015
"51670",3317,6948,94328,2015
"51678",620,1023,38253,2015
"51680",8556,14866,380480,2015
"51683",7311,14523,314378,2015
"51685",3163,6538,139589,2015
"51690",1598,3170,47690,2015
"51700",26562,49377,906831,2015
"51710",40479,69724,1333071,2015
"51720",488,1027,14359,2015
"51730",6177,11234,183914,2015
"51735",917,1844,51717,2015
"51740",14616,27519,460263,2015
"51750",1555,2441,38199,2015
"51760",36863,60486,1679997,2015
"51770",12017,20461,436232,2015
"51775",3114,5839,129022,2015
"51790",3264,5617,114129,2015
"51800",10464,21717,497017,2015
"51810",59620,107076,2773226,2015
"51820",2963,5526,102786,2015
"51830",2792,4892,122622,2015
"51840",4484,7913,172654,2015
"53000",439321,792427,24505718,2015
"53001",1270,3423,44244,2015
"53003",2303,4182,99764,2015
"53005",18393,38894,939400,2015
"53007",7551,13804,358777,2015
"53009",6341,10794,361643,2015
"53011",39713,77593,2292537,2015
"53013",312,624,13848,2015
"53015",8304,16261,384010,2015
"53017",4606,10172,207169,2015
"53019",421,885,17950,2015
"53021",8458,19787,340268,2015
"53023",160,314,7388,2015
"53025",5990,13799,236893,2015
"53027",5327,9986,229298,2015
"53029",12407,22619,689902,2015
"53031",3864,6226,229106,2015
"53033",172933,276135,12082954,2015
"53035",29817,53910,1589210,2015
"53037",4353,6922,217954,2015
"53039",2328,4340,131896,2015
"53041",6226,12187,242503,2015
"53043",770,1518,35108,2015
"53045",5767,10788,286799,2015
"53047",2779,5396,118587,2015
"53049",2354,4312,111103,2015
"53051",1392,3082,66313,2015
"53053",84387,160728,3892695,2015
"53055",1981,3302,187432,2015
"53057",10452,18907,615928,2015
"53059",1026,1860,56396,2015
"53061",65839,117091,3714483,2015
"53063",32011,57627,1460937,2015
"53065",3897,8144,184032,2015
"53067",29603,56105,1378760,2015
"53069",341,608,14651,2015
"53071",4717,9329,266046,2015
"53073",16715,26826,819959,2015
"53075",4341,7015,163687,2015
"53077",11781,26741,404269,2015
"54000",80609,150926,3147477,2015
"54001",893,1751,30374,2015
"54003",9669,17990,397344,2015
"54005",877,1810,29232,2015
"54007",627,1234,18345,2015
"54009",1472,2692,-24201,2015
"54011",7195,12506,256683,2015
"54013",206,422,7200,2015
"54015",461,1015,14205,2015
"54017",574,1154,28251,2015
"54019",2498,4766,82467,2015
"54021",376,754,13552,2015
"54023",781,1444,25400,2015
"54025",2320,4405,103260,2015
"54027",1464,2571,57500,2015
"54029",2251,4215,51836,2015
"54031",856,1641,31216,2015
"54033",4397,8108,204068,2015
"54035",1544,3113,58386,2015
"54037",5434,10656,283019,2015
"54039",12578,22587,472088,2015
"54041",921,1817,33135,2015
"54043",950,1980,36544,2015
"54045",1063,2314,37565,2015
"54047",569,1263,14100,2015
"54049",3761,6734,154981,2015
"54051",2417,4672,103488,2015
"54053",1245,2650,42036,2015
"54055",3008,6027,93254,2015
"54057",1223,2263,43619,2015
"54059",965,2153,24338,2015
"54061",12037,19294,588634,2015
"54063",820,1669,32170,2015
"54065",1299,2577,60622,2015
"54067",1001,1988,33975,2015
"54069",3259,5746,141710,2015
"54071",257,554,8425,2015
"54073",293,553,10207,2015
"54075",382,650,14967,2015
"54077",1825,3671,70843,2015
"54079",4311,8748,208237,2015
"54081",3870,7409,151132,2015
"54083",1202,2178,38982,2015
"54085",512,1048,20396,2015
"54087",594,1303,18896,2015
"54089",657,1276,19457,2015
"54091",1190,2416,49359,2015
"54093",401,741,16038,2015
"54095",488,834,19678,2015
"54097",1351,2558,57438,2015
"54099",2362,4747,74408,2015
"54101",257,541,8743,2015
"54103",827,1633,34819,2015
"54105",324,704,10495,2015
"54107",4749,8900,184018,2015
"54109",599,1346,20580,2015
"55000",269979,459814,12638746,2015
"55001",1605,3046,72894,2015
"55003",856,1476,29837,2015
"55005",3163,5451,122975,2015
"55007",974,1647,48340,2015
