"GEOID1","MOVEDOUT_M","MOVEDIN","MOVEDOUT","MOVEDNET","MOVEDNET_M","year"
"2603719620",219,107,219,-116,-116,2016
"2603722120",277,387,277,110,110,2016
"2603722140",1886,1080,1886,-811,-811,2016
"2603723460",154,227,154,70,70,2016
"2603723580",164,240,164,75,75,2016
"2603724120",415,508,415,74,74,2016
"2603726400",198,83,198,-119,-119,2016
"2603733420",11,0,11,-11,-11,2016
"2603734840",187,136,187,-51,-51,2016
"2603746000",35,0,35,-35,-35,2016
"2603746580",24,31,24,4,4,2016
"2603760440",78,139,78,61,61,2016
"2603761880",385,284,385,-101,-101,2016
"2603768600",146,111,146,-35,-35,2016
"2603770940",791,872,791,57,57,2016
"2603782320",218,279,218,61,61,2016
"2603784400",425,203,425,-223,-223,2016
"2603786140",201,39,201,-170,-170,2016
"2614911940",274,106,274,-168,-168,2010
"2614917370",436,217,436,-219,-219,2010
"2614917860",744,213,744,-542,-542,2010
"2614926920",108,383,108,275,275,2010
"2614927540",35,79,35,44,44,2010
"2614929060",12,106,12,90,90,2010
"2614929140",95,101,95,2,2,2010
"2614947020",67,40,67,-31,-31,2010
"2614949060",97,217,97,120,120,2010
"2614953000",127,122,127,-5,-5,2010
"2614955780",14,122,14,108,108,2010
"2614959400",219,370,219,148,148,2010
"2614962480",114,143,114,29,29,2010
"2614973300",168,451,168,283,283,2010
"2614976960",1431,664,1431,-787,-787,2010
"2614976980",359,271,359,-99,-99,2010
"2614979760",1399,396,1399,-1011,-1011,2010
"2614986940",519,396,519,-127,-127,2010
"2614911940",275,86,275,-189,-189,2011
"2614917370",338,230,338,-108,-108,2011
"2614917860",874,160,874,-722,-722,2011
"2614926920",114,359,114,245,245,2011
"2614927540",29,87,29,58,58,2011
"2614929060",3,125,3,122,122,2011
"2614929140",86,115,86,23,23,2011
"2614947020",74,61,74,-17,-17,2011
"2614949060",135,141,135,6,6,2011
"2614953000",136,163,136,27,27,2011
"2614955780",30,114,30,84,84,2011
"2614959400",179,221,179,42,42,2011
"2614962480",165,130,165,-35,-35,2011
"2614973300",278,346,278,65,65,2011
"2614976960",1026,577,1026,-457,-457,2011
"2614976980",214,242,214,28,28,2011
"2614979760",1074,507,1074,-575,-575,2011
"2614986940",464,444,464,-23,-23,2011
"2614911940",348,81,348,-267,-267,2012
"2614917370",381,152,381,-229,-229,2012
"2614917860",845,139,845,-712,-712,2012
"2614926920",136,407,136,271,271,2012
"2614927540",47,96,47,49,49,2012
"2614929060",5,100,5,95,95,2012
"2614929140",79,91,79,7,7,2012
"2614947020",102,40,102,-62,-62,2012
"2614949060",155,213,155,58,58,2012
"2614953000",161,153,161,-8,-8,2012
"2614955780",55,141,55,86,86,2012
"2614959400",214,206,214,-13,-13,2012
"2614962480",163,66,163,-97,-97,2012
"2614973300",355,280,355,-78,-78,2012
"2614976960",944,615,944,-329,-329,2012
"2614976980",247,215,247,-32,-32,2012
"2614979760",1187,554,1187,-644,-644,2012
"2614986940",544,460,544,-91,-91,2012
"2614911940",304,122,304,-182,-182,2013
"2614917370",268,126,268,-142,-142,2013
"2614917860",752,176,752,-583,-583,2013
"2614926920",158,380,158,222,222,2013
"2614927540",45,100,45,55,55,2013
"2614929060",15,98,15,83,83,2013
"2614929140",83,122,83,35,35,2013
"2614947020",120,50,120,-70,-70,2013
"2614949060",362,167,362,-195,-195,2013
"2614953000",178,233,178,55,55,2013
"2614955780",40,106,40,66,66,2013
"2614959400",231,201,231,-34,-34,2013
"2614962480",166,190,166,24,24,2013
"2614973300",306,190,306,-120,-120,2013
"2614976960",839,510,839,-329,-329,2013
"2614976980",240,227,240,-13,-13,2013
"2614979760",982,753,982,-242,-242,2013
"2614986940",442,424,442,-27,-27,2013
"2614911940",597,214,597,-383,-383,2014
"2614917370",252,97,252,-155,-155,2014
"2614917860",614,258,614,-359,-359,2014
"2614926920",242,231,242,-19,-19,2014
"2614927540",120,130,120,10,10,2014
"2614929060",33,75,33,42,42,2014
"2614929140",83,94,83,11,11,2014
"2614947020",103,53,103,-50,-50,2014
"2614949060",365,313,365,-52,-52,2014
"2614953000",196,297,196,100,100,2014
"2614955780",51,129,51,78,78,2014
"2614959400",302,267,302,-44,-44,2014
"2614962480",130,222,130,92,92,2014
"2614973300",400,228,400,-175,-175,2014
"2614976960",790,539,790,-251,-251,2014
"2614976980",196,195,196,-1,-1,2014
"2614979760",711,842,711,131,131,2014
"2614986940",456,440,456,-25,-25,2014
"2614911940",448,247,448,-201,-201,2015
"2614917370",202,100,202,-102,-102,2015
"2614917860",653,242,653,-414,-414,2015
"2614926920",174,372,174,191,191,2015
"2614927540",190,116,190,-74,-74,2015
"2614929060",17,77,17,60,60,2015
"2614929140",92,98,92,6,6,2015
"2614947020",91,68,91,-27,-27,2015
"2614949060",499,348,499,-151,-151,2015
"2614953000",176,287,176,109,109,2015
"2614955780",52,100,52,48,48,2015
"2614959400",319,323,319,-4,-4,2015
"2614962480",212,272,212,60,60,2015
"2614973300",491,245,491,-249,-249,2015
"2614976960",833,863,833,23,23,2015
"2614976980",201,318,201,117,117,2015
"2614979760",793,1115,793,322,322,2015
"2614986940",467,411,467,-60,-60,2015
"2614911940",361,211,361,-150,-150,2016
"2614917370",182,71,182,-111,-111,2016
"2614917860",418,313,418,-109,-109,2016
"2614926920",257,317,257,52,52,2016
"2614927540",228,101,228,-127,-127,2016
"2614929060",41,36,41,-5,-5,2016
"2614929140",90,125,90,35,35,2016
"2614947020",78,63,78,-20,-20,2016
"2614949060",481,430,481,-51,-51,2016
"2614953000",172,321,172,147,147,2016
"2614955780",49,117,49,68,68,2016
"2614959400",328,387,328,51,51,2016
"2614962480",168,293,168,125,125,2016
"2614973300",491,213,491,-278,-278,2016
"2614976960",1070,824,1070,-254,-254,2016
"2614976980",175,375,175,200,200,2016
"2614979760",755,1080,755,325,325,2016
"2614986940",365,396,365,28,28,2016
"2607105860",23,129,23,106,106,2010
"2607113860",55,4,55,-51,-51,2010
"2607119140",128,126,128,-2,-2,2010
"2607119150",116,99,116,-23,-23,2010
"2607131160",22,14,22,-8,-8,2010
"2607137580",0,6,0,6,6,2010
"2607140980",228,124,228,-104,-104,2010
"2607141000",12,127,12,115,115,2010
"2607150860",0,4,0,4,4,2010
"2607152300",36,41,36,5,5,2010
"2607176080",22,58,22,36,36,2010
"2607105860",31,38,31,7,7,2011
"2607113860",14,18,14,4,4,2011
"2607119140",145,117,145,-28,-28,2011
"2607119150",110,65,110,-51,-51,2011
"2607131160",11,7,11,-4,-4,2011
"2607137580",0,9,0,9,9,2011
"2607140980",235,90,235,-145,-145,2011
"2607141000",18,124,18,106,106,2011
"2607152300",15,31,15,16,16,2011
"2607176080",51,46,51,-5,-5,2011
"2607105860",42,41,42,-1,-1,2012
"2607113860",25,15,25,-10,-10,2012
"2607119140",161,131,161,-36,-36,2012
"2607119150",82,54,82,-32,-32,2012
"2607131160",10,5,10,-5,-5,2012
"2607137580",0,14,0,14,14,2012
"2607140980",280,118,280,-162,-162,2012
"2607141000",28,133,28,105,105,2012
"2607150860",0,2,0,2,2,2012
"2607152300",31,25,31,-6,-6,2012
"2607176080",81,73,81,-8,-8,2012
"2607105860",36,32,36,-4,-4,2013
"2607113860",52,15,52,-37,-37,2013
"2607119140",195,97,195,-104,-104,2013
"2607119150",51,53,51,-3,-3,2013
"2607131160",30,12,30,-18,-18,2013
"2607137580",0,12,0,12,12,2013
"2607140980",254,112,254,-142,-142,2013
"2607141000",14,109,14,95,95,2013
"2607150860",0,10,0,10,10,2013
"2607152300",15,13,15,-2,-2,2013
"2607176080",83,60,83,-23,-23,2013
"2607105860",43,31,43,-15,-15,2014
"2607113860",75,17,75,-58,-58,2014
"2607119140",124,109,124,-20,-20,2014
"2607119150",52,68,52,16,16,2014
"2607131160",43,14,43,-29,-29,2014
"2607137580",0,10,0,10,10,2014
"2607140980",224,155,224,-69,-69,2014
"2607141000",32,75,32,39,39,2014
"2607150860",0,8,0,8,8,2014
"2607152300",35,11,35,-24,-24,2014
"2607176080",69,58,69,-11,-11,2014
"2607105860",35,21,35,-16,-16,2015
"2607113860",95,13,95,-82,-82,2015
"2607119140",137,90,137,-53,-53,2015
"2607119150",57,55,57,-2,-2,2015
"2607131160",26,11,26,-15,-15,2015
"2607137580",0,19,0,19,19,2015
"2607140980",216,232,216,16,16,2015
"2607141000",40,73,40,27,27,2015
"2607150860",0,11,0,11,11,2015
"2607152300",18,12,18,-6,-6,2015
"2607176080",102,50,102,-55,-55,2015
"2607105860",33,21,33,-15,-15,2016
"2607113860",94,10,94,-84,-84,2016
"2607119140",134,74,134,-66,-66,2016
"2607119150",125,69,125,-56,-56,2016
"2607131160",38,19,38,-19,-19,2016
"2607137580",3,19,3,16,16,2016
"2607140980",171,257,171,86,86,2016
"2607141000",47,74,47,25,25,2016
"2607150860",14,16,14,2,2,2016
"2607152300",28,18,28,-10,-10,2016
"2607176080",64,50,64,-16,-16,2016
"2613107640",13,42,13,29,29,2010
"2613113520",37,35,37,-2,-2,2010
"2613135000",17,28,17,11,11,2010
"2613135960",0,21,0,21,21,2010
"2613140760",12,14,12,2,2,2010
"2613150460",106,35,106,-71,-71,2010
"2613152320",0,3,0,3,3,2010
"2613160880",201,92,201,-111,-111,2010
"2613169140",27,1,27,-26,-26,2010
"2613176180",149,22,149,-132,-132,2010
"2613107640",3,63,3,60,60,2011
"2613113520",68,5,68,-63,-63,2011
"2613135000",17,31,17,14,14,2011
"2613135960",0,6,0,6,6,2011
"2613140760",10,13,10,3,3,2011
"2613150460",53,30,53,-23,-23,2011
"2613152320",0,3,0,3,3,2011
"2613160880",222,76,222,-149,-149,2011
"2613169140",37,2,37,-35,-35,2011
"2613176180",121,34,121,-91,-91,2011
"2613107640",3,70,3,67,67,2012
"2613113520",116,11,116,-105,-105,2012
"2613135000",27,31,27,4,4,2012
"2613135960",0,5,0,5,5,2012
"2613140760",0,16,0,16,16,2012
"2613150460",97,19,97,-78,-78,2012
"2613152320",0,3,0,3,3,2012
"2613160880",276,73,276,-204,-204,2012
"2613169140",45,2,45,-43,-43,2012
"2613176180",125,24,125,-104,-104,2012
"2613107640",3,18,3,15,15,2013
"2613113520",115,14,115,-101,-101,2013
"2613135000",36,29,36,-7,-7,2013
"2613135960",2,6,2,4,4,2013
"2613140760",0,10,0,10,10,2013
"2613150460",81,24,81,-57,-57,2013
"2613152320",0,4,0,4,4,2013
"2613160880",263,73,263,-190,-190,2013
"2613169140",21,5,21,-16,-16,2013
"2613176180",57,25,57,-35,-35,2013
"2613107640",0,14,0,14,14,2014
"2613113520",110,18,110,-92,-92,2014
"2613135000",35,25,35,-10,-10,2014
"2613135960",1,6,1,5,5,2014
"2613140760",0,13,0,13,13,2014
"2613150460",84,19,84,-65,-65,2014
"2613160880",187,79,187,-108,-108,2014
"2613169140",20,12,20,-8,-8,2014
"2613176180",33,19,33,-16,-16,2014
"2613107640",15,4,15,-11,-11,2015
"2613109460",0,4,0,4,4,2015
"2613113520",77,17,77,-60,-60,2015
"2613135000",50,30,50,-20,-20,2015
"2613135960",2,11,2,9,9,2015
"2613140760",0,20,0,17,17,2015
"2613150460",64,8,64,-56,-56,2015
"2613152320",1,0,1,-1,-1,2015
"2613160880",229,65,229,-169,-169,2015
"2613169140",22,23,22,1,1,2015
"2613176180",22,18,22,-4,-4,2015
"2613107640",16,4,16,-12,-12,2016
"2613109460",0,5,0,5,5,2016
"2613113520",40,14,40,-26,-26,2016
"2613135000",50,28,50,-22,-22,2016
"2613135960",2,15,2,13,13,2016
"2613140760",31,31,31,-4,-4,2016
"2613150460",14,13,14,-1,-1,2016
"2613152320",1,0,1,-1,-1,2016
"2613160880",98,84,98,-20,-20,2016
"2613169140",0,24,0,24,24,2016
"2613176180",27,5,27,-22,-22,2016
"2601303660",52,0,52,-52,-52,2010
"2601305340",359,486,359,116,116,2010
"2601318600",22,10,22,-12,-12,2010
"2601345560",198,147,198,-51,-51,2010
"2601303660",5,0,5,-5,-5,2011
"2601305340",362,663,362,296,296,2011
"2601318600",46,9,46,-37,-37,2011
"2601345560",146,133,146,-13,-13,2011
"2601305340",338,740,338,398,398,2012
"2601318600",57,6,57,-51,-51,2012
"2601345560",155,97,155,-58,-58,2012
"2601376000",0,6,0,6,6,2012
"2601303660",0,4,0,4,4,2013
"2601305340",368,518,368,148,148,2013
"2601318600",56,7,56,-52,-52,2013
"2601345560",115,181,115,66,66,2013
"2601376000",0,9,0,9,9,2013
"2601303660",0,4,0,4,4,2014
"2601305340",362,373,362,11,11,2014
"2601318600",59,9,59,-55,-55,2014
"2601345560",183,209,183,22,22,2014
"2601376000",0,17,0,17,17,2014
"2601303660",0,6,0,6,6,2015
"2601305340",258,437,258,179,179,2015
"2601318600",64,8,64,-59,-59,2015
"2601345560",200,214,200,10,10,2015
"2601376000",6,13,6,7,7,2015
"2601303660",0,7,0,7,7,2016
"2601305340",216,470,216,254,254,2016
"2601318600",25,7,25,-20,-20,2016
"2601345560",244,360,244,112,112,2016
"2601376000",6,15,6,9,9,2016
"2600101040",198,36,198,-166,-166,2010
"2600112460",271,50,271,-221,-221,2010
"2600119320",60,99,60,39,39,2010
"2600134820",223,156,223,-67,-67,2010
"2600135740",26,30,26,4,4,2010
"2600136860",52,104,52,52,52,2010
"2600136880",101,39,101,-62,-62,2010
"2600137220",193,62,193,-131,-131,2010
"2600137380",5,53,5,48,48,2010
"2600153880",69,58,69,-11,-11,2010
"2600154060",46,6,46,-40,-40,2010
"2600154740",110,23,110,-87,-87,2010
"2600101040",253,49,253,-207,-207,2011
"2600112460",128,36,128,-92,-92,2011
"2600119320",6,105,6,99,99,2011
"2600134820",246,112,246,-134,-134,2011
"2600135740",28,27,28,-1,-1,2011
"2600136860",51,63,51,12,12,2011
"2600136880",168,73,168,-102,-102,2011
"2600137220",147,56,147,-91,-91,2011
"2600137380",2,61,2,59,59,2011
"2600153880",79,96,79,17,17,2011
"2600154060",12,2,12,-12,-12,2011
"2600154740",93,20,93,-73,-73,2011
"2600101040",367,63,367,-306,-306,2012
"2600112460",107,69,107,-38,-38,2012
"2600119320",56,101,56,45,45,2012
"2600134820",252,110,252,-142,-142,2012
"2600135740",82,19,82,-63,-63,2012
"2600136860",42,78,42,36,36,2012
"2600136880",110,83,110,-33,-33,2012
"2600137220",56,64,56,8,8,2012
"2600137380",128,68,128,-64,-64,2012
"2600153880",57,131,57,74,74,2012
"2600154060",26,28,26,0,0,2012
"2600154740",87,17,87,-70,-70,2012
"2600101040",348,116,348,-235,-235,2013
"2600112460",91,63,91,-28,-28,2013
"2600119320",59,105,59,46,46,2013
"2600134820",243,120,243,-127,-127,2013
"2600135740",78,43,78,-35,-35,2013
"2600136860",46,87,46,41,41,2013
"2600136880",156,107,156,-59,-59,2013
"2600137220",118,53,118,-65,-65,2013
"2600137380",158,58,158,-104,-104,2013
"2600153880",57,135,57,78,78,2013
"2600154060",32,30,32,-4,-4,2013
"2600154740",70,20,70,-50,-50,2013
"2600101040",316,110,316,-209,-209,2014
"2600112460",83,64,83,-19,-19,2014
"2600119320",107,91,107,-16,-16,2014
"2600134820",237,128,237,-112,-112,2014
"2600135740",74,82,74,1,1,2014
"2600136860",24,80,24,56,56,2014
"2600136880",195,124,195,-81,-81,2014
"2600137220",110,73,110,-37,-37,2014
"2600137380",161,40,161,-125,-125,2014
"2600153880",70,121,70,51,51,2014
"2600154060",17,36,17,17,17,2014
"2600154740",93,22,93,-73,-73,2014
"2600101040",346,96,346,-250,-250,2015
"2600112460",60,67,60,7,7,2015
"2600119320",125,86,125,-39,-39,2015
"2600134820",102,118,102,12,12,2015
"2600135740",38,78,38,34,34,2015
"2600136860",30,53,30,23,23,2015
"2600136880",186,111,186,-84,-84,2015
"2600137220",93,111,93,16,16,2015
"2600137380",194,41,194,-159,-159,2015
"2600153880",67,133,67,60,60,2015
"2600154060",22,54,22,30,30,2015
"2600154740",67,22,67,-47,-47,2015
"2600101040",399,93,399,-306,-306,2016
"2600112460",25,60,25,35,35,2016
"2600119320",136,94,136,-42,-42,2016
"2600134820",111,132,111,15,15,2016
"2600135740",88,90,88,-4,-4,2016
"2600136860",57,52,57,-5,-5,2016
"2600136880",108,118,108,7,7,2016
"2600137220",138,138,138,-3,-3,2016
"2600137380",204,57,204,-154,-154,2016
"2600153880",68,124,68,52,52,2016
"2600154060",60,55,60,-5,-5,2016
"2600154740",58,23,58,-36,-36,2016
"2608514880",51,76,51,25,25,2010
"2608515100",7,14,7,7,7,2010
"2608522800",4,16,4,12,12,2010
"2608524800",26,61,26,35,35,2010
"2608525260",192,65,192,-127,-127,2010
"2608525440",48,73,48,25,25,2010
"2608544320",9,44,9,35,35,2010
"2608557480",236,90,236,-146,-146,2010
"2608563120",0,33,0,33,33,2010
"2608564440",30,83,30,53,53,2010
"2608564880",182,91,182,-91,-91,2010
"2608571680",17,16,17,-1,-1,2010
"2608577740",0,70,0,70,70,2010
"2608585060",386,323,386,-63,-63,2010
"2608589040",81,21,81,-60,-60,2010
"2608514880",63,58,63,-5,-5,2011
"2608515100",9,7,9,-2,-2,2011
"2608522800",3,25,3,22,22,2011
"2608524800",26,48,26,22,22,2011
"2608525260",196,44,196,-152,-152,2011
"2608525440",92,70,92,-22,-22,2011
"2608544320",63,36,63,-27,-27,2011
"2608557480",181,60,181,-121,-121,2011
"2608563120",0,54,0,54,54,2011
"2608564440",31,97,31,66,66,2011
"2608564880",114,202,114,88,88,2011
"2608571680",15,22,15,7,7,2011
"2608577740",0,48,0,48,48,2011
"2608585060",387,290,387,-100,-100,2011
"2608589040",51,50,51,-1,-1,2011
"2608514880",55,112,55,57,57,2012
"2608515100",13,22,13,9,9,2012
"2608522800",2,31,2,29,29,2012
"2608524800",44,58,44,14,14,2012
"2608525260",165,63,165,-102,-102,2012
"2608525440",109,49,109,-60,-60,2012
"2608544320",54,32,54,-22,-22,2012
"2608557480",196,42,196,-154,-154,2012
"2608563120",0,36,0,36,36,2012
"2608564440",26,75,26,49,49,2012
"2608564880",76,171,76,95,95,2012
"2608571680",28,18,28,-10,-10,2012
"2608577740",0,51,0,51,51,2012
"2608585060",474,249,474,-228,-228,2012
"2608589040",30,70,30,40,40,2012
"2608514880",99,112,99,13,13,2013
"2608515100",13,43,13,30,30,2013
"2608522800",3,28,3,25,25,2013
"2608524800",49,74,49,25,25,2013
"2608525260",165,45,165,-120,-120,2013
"2608525440",111,53,111,-58,-58,2013
"2608544320",52,30,52,-22,-22,2013
"2608557480",153,55,153,-98,-98,2013
"2608563120",0,27,0,27,27,2013
"2608564440",22,85,22,63,63,2013
"2608564880",80,189,80,109,109,2013
"2608571680",15,29,15,14,14,2013
"2608577740",0,57,0,57,57,2013
"2608585060",543,306,543,-238,-238,2013
"2608589040",94,99,94,5,5,2013
"2608514880",132,97,132,-35,-35,2014
"2608515100",18,44,18,26,26,2014
"2608522800",3,32,3,28,28,2014
"2608524800",12,85,12,73,73,2014
"2608525260",87,62,87,-25,-25,2014
"2608525440",90,52,90,-38,-38,2014
"2608544320",49,28,49,-21,-21,2014
"2608557480",66,66,66,0,0,2014
"2608563120",0,12,0,12,12,2014
"2608564440",19,49,19,30,30,2014
"2608564880",114,196,114,82,82,2014
"2608571680",14,18,14,4,4,2014
"2608577740",0,25,0,25,25,2014
"2608585060",379,273,379,-107,-107,2014
"2608589040",74,150,74,76,76,2014
"2608514880",130,82,130,-48,-48,2015
"2608515100",18,50,18,32,32,2015
"2608522800",0,27,0,25,25,2015
"2608524800",10,40,10,30,30,2015
"2608525260",174,63,174,-111,-111,2015
"2608525440",75,49,75,-26,-26,2015
"2608544320",54,31,54,-23,-23,2015
"2608557480",111,40,111,-71,-71,2015
"2608563120",0,8,0,8,8,2015
"2608564440",11,40,11,29,29,2015
"2608564880",154,177,154,23,23,2015
"2608571680",15,17,15,2,2,2015
"2608577740",0,27,0,23,23,2015
"2608585060",259,290,259,26,26,2015
"2608589040",99,110,99,11,11,2015
"2608514880",132,139,132,7,7,2016
"2608515100",18,54,18,36,36,2016
"2608522800",7,39,7,30,30,2016
"2608524800",23,55,23,32,32,2016
"2608525260",170,68,170,-102,-102,2016
"2608525440",54,57,54,3,3,2016
"2608544320",36,16,36,-20,-20,2016
"2608557480",122,51,122,-71,-71,2016
"2608563120",0,8,0,8,8,2016
"2608564440",50,30,50,-20,-20,2016
"2608564880",153,131,153,-22,-22,2016
"2608571680",14,30,14,16,16,2016
"2608577740",0,24,0,20,20,2016
"2608585060",229,296,229,67,67,2016
"2608589040",105,118,105,13,13,2016
"2613901360",2833,4751,2833,1774,1774,2010
"2613908940",260,476,260,155,155,2010
"2613915300",119,246,119,121,121,2010
"2613918020",589,452,589,-148,-148,2010
"2613918800",259,273,259,14,14,2010
"2613927960",481,228,481,-253,-253,2010
"2613931880",2665,3197,2665,414,414,2010
"2613933340",1185,943,1185,-242,-242,2010
"2613933360",1248,841,1248,-465,-465,2010
"2613938640",4947,3999,4947,-1226,-1226,2010
"2613938660",2676,3951,2676,1165,1165,2010
"2613939800",1033,932,1033,-125,-125,2010
"2613941520",227,274,227,38,38,2010
"2613960460",148,572,148,424,424,2010
"2613962460",1745,1253,1745,-520,-520,2010
"2613965320",136,153,136,17,17,2010
"2613965940",758,118,758,-668,-668,2010
"2613969000",132,313,132,160,160,2010
"2613975840",1428,1389,1428,-90,-90,2010
"2613977980",206,681,206,475,475,2010
"2613988820",280,165,280,-121,-121,2010
"2613989260",1118,798,1118,-320,-320,2010
"2613989280",548,970,548,422,422,2010
"2613901360",3134,3973,3134,709,709,2011
"2613908940",352,271,352,-106,-106,2011
"2613915300",68,139,68,64,64,2011
"2613918020",536,460,536,-86,-86,2011
"2613918800",204,291,204,87,87,2011
"2613927960",466,220,466,-246,-246,2011
"2613931880",3158,3550,3158,250,250,2011
"2613933340",907,973,907,65,65,2011
"2613933360",1329,792,1329,-590,-590,2011
"2613938640",4260,4864,4260,346,346,2011
"2613938660",3242,4137,3242,786,786,2011
"2613939800",963,998,963,35,35,2011
"2613941520",373,284,373,-98,-98,2011
"2613960460",190,613,190,423,423,2011
"2613962460",1458,1217,1458,-270,-270,2011
"2613965320",147,156,147,9,9,2011
"2613965940",481,164,481,-317,-317,2011
"2613969000",194,388,194,194,194,2011
"2613975840",1226,1433,1226,165,165,2011
"2613977980",211,590,211,346,346,2011
"2613988820",303,182,303,-127,-127,2011
"2613989260",978,1303,978,325,325,2011
"2613989280",895,676,895,-219,-219,2011
"2613901360",3005,4318,3005,1132,1132,2012
"2613908940",465,523,465,43,43,2012
"2613915300",116,129,116,7,7,2012
"2613918020",423,488,423,55,55,2012
"2613918800",333,201,333,-132,-132,2012
"2613927960",441,241,441,-200,-200,2012
"2613931880",3449,3204,3449,-337,-337,2012
"2613933340",822,1095,822,273,273,2012
"2613933360",1304,775,1304,-529,-529,2012
"2613938640",2899,5173,2899,1916,1916,2012
"2613938660",4019,3382,4019,-802,-802,2012
"2613939800",783,851,783,58,58,2012
"2613941520",508,190,508,-328,-328,2012
"2613960460",252,595,252,343,343,2012
"2613962460",1308,1390,1308,11,11,2012
"2613965320",117,154,117,29,29,2012
"2613965940",425,247,425,-178,-178,2012
"2613969000",327,365,327,38,38,2012
"2613975840",1170,1355,1170,158,158,2012
"2613977980",329,435,329,106,106,2012
"2613988820",397,163,397,-245,-245,2012
"2613989260",739,1237,739,498,498,2012
"2613989280",847,763,847,-84,-84,2012
"2613901360",2520,4767,2520,2086,2086,2013
"2613908940",394,527,394,102,102,2013
"2613915300",158,121,158,-37,-37,2013
"2613918020",615,545,615,-80,-80,2013
"2613918800",504,202,504,-302,-302,2013
"2613927960",391,320,391,-71,-71,2013
"2613931880",3497,3343,3497,-245,-245,2013
"2613933340",918,922,918,4,4,2013
"2613933360",1494,1171,1494,-323,-323,2013
"2613938640",2704,5067,2704,1925,1925,2013
"2613938660",4543,3624,4543,-1032,-1032,2013
"2613939800",801,798,801,-12,-12,2013
"2613941520",542,202,542,-352,-352,2013
"2613960460",379,604,379,225,225,2013
"2613962460",1300,1386,1300,4,4,2013
"2613965320",172,269,172,86,86,2013
"2613965940",404,293,404,-111,-111,2013
"2613969000",304,399,304,95,95,2013
"2613975840",1243,1325,1243,82,82,2013
"2613977980",400,391,400,-9,-9,2013
"2613988820",368,288,368,-98,-98,2013
"2613989260",497,1235,497,738,738,2013
"2613989280",867,928,867,61,61,2013
"2613901360",2603,5207,2603,2499,2499,2014
"2613908940",465,607,465,114,114,2014
"2613915300",167,106,167,-61,-61,2014
"2613918020",583,458,583,-125,-125,2014
"2613918800",469,266,469,-226,-226,2014
"2613927960",262,380,262,118,118,2014
"2613931880",3797,3882,3797,-18,-18,2014
"2613933340",919,1132,919,212,212,2014
"2613933360",1617,1460,1617,-157,-157,2014
"2613938640",2765,4740,2765,1559,1559,2014
"2613938660",4361,3774,4361,-661,-661,2014
"2613939800",755,806,755,39,39,2014
"2613941520",671,160,671,-511,-511,2014
"2613960460",536,722,536,186,186,2014
"2613962460",1729,1766,1729,-30,-30,2014
"2613965320",142,351,142,197,197,2014
"2613965940",261,375,261,114,114,2014
"2613969000",458,392,458,-66,-66,2014
"2613975840",1553,1370,1553,-183,-183,2014
"2613977980",482,459,482,-58,-58,2014
"2613988820",390,293,390,-115,-115,2014
"2613989260",362,823,362,461,461,2014
"2613989280",857,773,857,-84,-84,2014
"2613901360",3170,5542,3170,2239,2239,2015
"2613908940",343,692,343,318,318,2015
"2613915300",158,103,158,-55,-55,2015
"2613918020",536,468,536,-68,-68,2015
"2613918800",437,327,437,-164,-164,2015
"2613927960",124,388,124,264,264,2015
"2613931880",3979,3735,3979,-371,-371,2015
"2613933340",954,1023,954,68,68,2015
"2613933360",1761,1549,1761,-212,-212,2015
"2613938640",2323,4645,2323,1910,1910,2015
"2613938660",5299,3647,5299,-1729,-1729,2015
"2613939800",752,849,752,75,75,2015
"2613941520",794,237,794,-557,-557,2015
"2613960460",540,1233,540,693,693,2015
"2613962460",1608,2006,1608,335,335,2015
"2613965320",124,435,124,297,297,2015
"2613965940",339,420,339,72,72,2015
"2613969000",373,468,373,95,95,2015
"2613975840",1490,1467,1490,-32,-32,2015
"2613977980",478,352,478,-147,-147,2015
"2613988820",298,278,298,-44,-44,2015
"2613989260",410,852,410,442,442,2015
"2613989280",765,721,765,-44,-44,2015
"2613901360",3087,6131,3087,2902,2902,2016
"2613908940",309,860,309,523,523,2016
"2613915300",164,89,164,-75,-75,2016
"2613918020",552,451,552,-101,-101,2016
"2613918800",599,334,599,-320,-320,2016
"2613927960",228,412,228,184,184,2016
"2613931880",3878,4049,3878,130,130,2016
"2613933340",1109,1153,1109,19,19,2016
"2613933360",1931,1662,1931,-281,-281,2016
"2613938640",2264,4748,2264,1980,1980,2016
"2613938660",5638,3220,5638,-2499,-2499,2016
"2613939800",728,760,728,13,13,2016
"2613941520",1076,382,1076,-694,-694,2016
"2613960460",642,975,642,333,333,2016
"2613962460",1536,1954,1536,330,330,2016
"2613965320",129,449,129,306,306,2016
"2613965940",365,410,365,37,37,2016
"2613969000",337,551,337,214,214,2016
"2613975840",1506,1571,1506,-36,-36,2016
"2613977980",576,379,576,-225,-225,2016
"2613988820",312,262,312,-73,-73,2016
"2613989260",264,521,264,257,257,2016
"2613989280",704,938,704,234,234,2016
"2601503860",79,250,79,171,171,2010
"2601505020",46,96,46,50,50,2010
"2601505560",208,303,208,69,69,2010
"2601513340",245,121,245,-124,-124,2010
"2601513960",241,266,241,25,25,2010
"2601537120",1123,715,1123,-408,-408,2010
"2601537140",547,161,547,-409,-409,2010
"2601539120",377,141,377,-236,-236,2010
"2601541120",45,234,45,189,189,2010
"2601541860",354,215,354,-139,-139,2010
"2601550960",48,91,48,41,41,2010
"2601560980",227,187,227,-40,-40,2010
