"GEOID1","MOVEDOUT_M","MOVEDIN","MOVEDOUT","MOVEDNET","MOVEDNET_M","year"
"2614106920",25,20,25,-5,-5,2015
"2614108700",55,21,55,-34,-34,2015
"2614113740",77,47,77,-30,-30,2015
"2614143900",77,54,77,-23,-23,2015
"2614153440",27,25,27,-2,-2,2015
"2614154860",6,8,6,2,2,2015
"2614157940",24,41,24,14,14,2015
"2614160160",50,56,50,3,3,2015
"2614160680",238,76,238,-162,-162,2015
"2614166020",73,28,73,-49,-49,2015
"2614166340",105,193,105,88,88,2015
"2614166460",2,12,2,9,9,2015
"2614169240",7,141,7,130,130,2015
"2614169260",443,266,443,-177,-177,2015
"2614101480",29,33,29,4,4,2016
"2614106400",0,46,0,46,46,2016
"2614106920",8,24,8,16,16,2016
"2614108700",47,22,47,-25,-25,2016
"2614113740",72,37,72,-35,-35,2016
"2614143900",69,45,69,-24,-24,2016
"2614153440",22,17,22,-5,-5,2016
"2614154860",6,8,6,2,2,2016
"2614157940",14,38,14,21,21,2016
"2614160160",42,51,42,7,7,2016
"2614160680",210,73,210,-137,-137,2016
"2614166020",72,26,72,-50,-50,2016
"2614166340",115,176,115,61,61,2016
"2614166460",6,19,6,3,3,2016
"2614169240",21,123,21,99,99,2016
"2614169260",416,219,416,-197,-197,2016
"2602500980",845,723,845,-122,-122,2010
"2602501000",164,108,164,-56,-56,2010
"2602503900",91,144,91,47,47,2010
"2602505920",5639,4230,5639,-1563,-1563,2010
"2602506720",547,797,547,250,250,2010
"2602511820",329,205,329,-128,-128,2010
"2602515960",116,82,116,-34,-34,2010
"2602516020",177,157,177,-20,-20,2010
"2602517880",111,178,111,67,67,2010
"2602524700",72,60,72,-12,-12,2010
"2602525935",543,1155,543,588,588,2010
"2602530500",131,213,131,82,82,2010
"2602538940",257,197,257,-60,-60,2010
"2602546620",2,94,2,81,81,2010
"2602547060",123,40,123,-83,-83,2010
"2602551520",70,211,70,141,141,2010
"2602551940",837,729,837,-108,-108,2010
"2602551960",474,232,474,-249,-249,2010
"2602557620",189,268,189,79,79,2010
"2602563440",483,1024,483,541,541,2010
"2602572980",173,354,173,171,171,2010
"2602575700",744,1123,744,193,193,2010
"2602579180",131,98,131,-48,-48,2010
"2602500980",693,634,693,-95,-95,2011
"2602501000",78,92,78,14,14,2011
"2602503900",45,112,45,67,67,2011
"2602505920",5608,4495,5608,-1270,-1270,2011
"2602506720",673,589,673,-84,-84,2011
"2602511820",355,247,355,-113,-113,2011
"2602515960",91,84,91,-7,-7,2011
"2602516020",197,174,197,-30,-30,2011
"2602517880",148,151,148,3,3,2011
"2602524700",77,88,77,11,11,2011
"2602525935",690,1262,690,561,561,2011
"2602530500",198,149,198,-49,-49,2011
"2602538940",178,204,178,25,25,2011
"2602546620",2,53,2,42,42,2011
"2602547060",117,52,117,-65,-65,2011
"2602551520",91,243,91,138,138,2011
"2602551940",845,804,845,-41,-41,2011
"2602551960",411,185,411,-226,-226,2011
"2602557620",134,137,134,-2,-2,2011
"2602563440",651,980,651,329,329,2011
"2602572980",77,371,77,293,293,2011
"2602575700",817,1244,817,226,226,2011
"2602579180",124,101,124,-37,-37,2011
"2602500980",887,819,887,-87,-87,2012
"2602501000",49,112,49,63,63,2012
"2602503900",40,221,40,181,181,2012
"2602505920",5078,4683,5078,-508,-508,2012
"2602506720",738,823,738,85,85,2012
"2602511820",223,136,223,-92,-92,2012
"2602515960",112,69,112,-46,-46,2012
"2602516020",181,149,181,-39,-39,2012
"2602517880",173,115,173,-60,-60,2012
"2602524700",117,110,117,-7,-7,2012
"2602525935",1009,1003,1009,-14,-14,2012
"2602530500",329,214,329,-115,-115,2012
"2602538940",226,214,226,-13,-13,2012
"2602546620",18,62,18,35,35,2012
"2602547060",166,51,166,-115,-115,2012
"2602551520",134,280,134,146,146,2012
"2602551940",726,779,726,47,47,2012
"2602551960",215,120,215,-96,-96,2012
"2602557620",151,201,151,44,44,2012
"2602563440",811,960,811,138,138,2012
"2602572980",162,311,162,149,149,2012
"2602575700",654,966,654,126,126,2012
"2602579180",136,104,136,-48,-48,2012
"2602500980",981,1161,981,166,166,2013
"2602501000",26,87,26,61,61,2013
"2602503900",110,216,110,106,106,2013
"2602505920",5816,4914,5816,-965,-965,2013
"2602506720",776,877,776,101,101,2013
"2602511820",191,195,191,-1,-1,2013
"2602515960",239,79,239,-166,-166,2013
"2602516020",135,153,135,12,12,2013
"2602517880",138,164,138,23,23,2013
"2602524700",139,131,139,-8,-8,2013
"2602525935",1096,1044,1096,-64,-64,2013
"2602530500",362,153,362,-209,-209,2013
"2602538940",293,275,293,-19,-19,2013
"2602546620",19,66,19,40,40,2013
"2602547060",166,116,166,-87,-87,2013
"2602551520",234,288,234,54,54,2013
"2602551940",766,1002,766,227,227,2013
"2602551960",210,138,210,-73,-73,2013
"2602557620",136,145,136,3,3,2013
"2602563440",875,1034,875,149,149,2013
"2602572980",240,318,240,78,78,2013
"2602575700",799,928,799,111,111,2013
"2602579180",144,144,144,0,0,2013
"2602500980",1089,1162,1089,55,55,2014
"2602501000",29,66,29,37,37,2014
"2602503900",96,293,96,197,197,2014
"2602505920",6060,5327,6060,-863,-863,2014
"2602506720",1010,959,1010,-51,-51,2014
"2602511820",160,207,160,41,41,2014
"2602515960",193,99,193,-101,-101,2014
"2602516020",130,204,130,66,66,2014
"2602517880",140,136,140,-10,-10,2014
"2602524700",135,132,135,-3,-3,2014
"2602525935",1256,1123,1256,-142,-142,2014
"2602530500",419,115,419,-304,-304,2014
"2602538940",276,265,276,-11,-11,2014
"2602546620",27,56,27,25,25,2014
"2602547060",126,233,126,61,61,2014
"2602551520",281,344,281,63,63,2014
"2602551940",781,1010,781,218,218,2014
"2602551960",197,133,197,-65,-65,2014
"2602557620",134,135,134,-4,-4,2014
"2602563440",1012,931,1012,-89,-89,2014
"2602572980",117,338,117,221,221,2014
"2602575700",585,991,585,390,390,2014
"2602579180",153,127,153,-26,-26,2014
"2602500980",1287,1316,1287,7,7,2015
"2602501000",22,63,22,41,41,2015
"2602503900",210,293,210,83,83,2015
"2602505920",6389,5670,6389,-846,-846,2015
"2602506720",895,985,895,90,90,2015
"2602511820",218,208,218,-10,-10,2015
"2602515960",183,117,183,-72,-72,2015
"2602516020",103,196,103,85,85,2015
"2602517880",89,107,89,13,13,2015
"2602524700",82,143,82,61,61,2015
"2602525935",1346,1207,1346,-148,-148,2015
"2602530500",359,154,359,-205,-205,2015
"2602538940",335,302,335,-33,-33,2015
"2602546620",30,80,30,50,50,2015
"2602547060",130,195,130,22,22,2015
"2602551520",370,312,370,-58,-58,2015
"2602551940",786,1019,786,211,211,2015
"2602551960",206,75,206,-132,-132,2015
"2602557620",177,169,177,-12,-12,2015
"2602563440",884,761,884,-129,-129,2015
"2602572980",190,304,190,114,114,2015
"2602575700",624,939,624,305,305,2015
"2602579180",150,112,150,-38,-38,2015
"2602500980",1348,1451,1348,81,81,2016
"2602501000",7,92,7,85,85,2016
"2602503900",281,227,281,-54,-54,2016
"2602505920",5936,5499,5936,-598,-598,2016
"2602506720",944,972,944,28,28,2016
"2602511820",134,165,134,31,31,2016
"2602515960",241,127,241,-125,-125,2016
"2602516020",71,172,71,101,101,2016
"2602517880",106,201,106,89,89,2016
"2602524700",100,95,100,-5,-5,2016
"2602525935",1422,942,1422,-493,-493,2016
"2602530500",368,149,368,-219,-219,2016
"2602538940",387,340,387,-47,-47,2016
"2602546620",39,80,39,41,41,2016
"2602547060",245,231,245,-74,-74,2016
"2602551520",351,269,351,-82,-82,2016
"2602551940",975,965,975,-38,-38,2016
"2602551960",157,86,157,-72,-72,2016
"2602557620",147,184,147,30,30,2016
"2602563440",761,882,761,114,114,2016
"2602572980",234,412,234,178,178,2016
"2602575700",607,1125,607,509,509,2016
"2602579180",120,119,120,-1,-1,2016
"2613704780",211,635,211,424,424,2010
"2613714840",98,74,98,-24,-24,2010
"2613715280",56,129,56,73,73,2010
"2613718320",303,194,303,-109,-109,2010
"2613722840",10,90,10,80,80,2010
"2613725620",113,142,113,29,29,2010
"2613731720",1639,649,1639,-990,-990,2010
"2613737360",57,244,57,187,187,2010
"2613748140",291,254,291,-37,-37,2010
"2613761680",154,297,154,131,131,2010
"2613704780",483,678,483,195,195,2011
"2613714840",15,106,15,87,87,2011
"2613715280",58,168,58,110,110,2011
"2613718320",230,240,230,10,10,2011
"2613722840",25,93,25,68,68,2011
"2613725620",75,106,75,31,31,2011
"2613731720",1583,666,1583,-917,-917,2011
"2613737360",65,227,65,162,162,2011
"2613748140",252,318,252,61,61,2011
"2613761680",167,274,167,90,90,2011
"2613704780",612,803,612,191,191,2012
"2613714840",46,117,46,67,67,2012
"2613715280",272,142,272,-133,-133,2012
"2613718320",224,266,224,42,42,2012
"2613722840",28,84,28,56,56,2012
"2613725620",70,109,70,39,39,2012
"2613731720",1286,840,1286,-446,-446,2012
"2613737360",222,219,222,-3,-3,2012
"2613748140",269,297,269,24,24,2012
"2613761680",151,238,151,40,40,2012
"2613704780",541,804,541,263,263,2013
"2613714840",143,104,143,-42,-42,2013
"2613715280",315,200,315,-118,-118,2013
"2613718320",146,235,146,89,89,2013
"2613722840",61,93,61,32,32,2013
"2613725620",242,133,242,-109,-109,2013
"2613731720",1262,754,1262,-508,-508,2013
"2613737360",209,188,209,-21,-21,2013
"2613748140",166,292,166,122,122,2013
"2613761680",151,284,151,104,104,2013
"2613704780",635,899,635,264,264,2014
"2613714840",159,100,159,-63,-63,2014
"2613715280",270,197,270,-76,-76,2014
"2613718320",138,251,138,113,113,2014
"2613722840",58,90,58,32,32,2014
"2613725620",204,80,204,-124,-124,2014
"2613731720",1098,771,1098,-327,-327,2014
"2613737360",270,255,270,-15,-15,2014
"2613748140",168,243,168,71,71,2014
"2613761680",206,353,206,117,117,2014
"2613704780",786,836,786,50,50,2015
"2613714840",165,104,165,-64,-64,2015
"2613715280",309,210,309,-102,-102,2015
"2613718320",26,242,26,216,216,2015
"2613722840",56,49,56,-7,-7,2015
"2613725620",151,86,151,-65,-65,2015
"2613731720",1144,848,1144,-296,-296,2015
"2613737360",304,203,304,-101,-101,2015
"2613748140",187,246,187,56,56,2015
"2613761680",287,448,287,136,136,2015
"2613704780",482,726,482,244,244,2016
"2613714840",167,50,167,-117,-117,2016
"2613715280",288,189,288,-105,-105,2016
"2613718320",47,188,47,141,141,2016
"2613722840",41,77,41,36,36,2016
"2613725620",177,134,177,-43,-43,2016
"2613731720",1244,726,1244,-518,-518,2016
"2613737360",299,304,299,5,5,2016
"2613748140",193,171,193,-22,-22,2016
"2613761680",239,388,239,127,127,2016
"2610700500",434,146,434,-296,-296,2010
"2610704380",18,147,18,129,129,2010
"2610708300",2625,3892,2625,1224,1224,2010
"2610708320",653,872,653,206,206,2010
"2610715600",168,55,168,-113,-113,2010
"2610717160",54,202,54,148,148,2010
"2610721240",94,111,94,17,17,2010
"2610729680",264,103,264,-161,-161,2010
"2610734340",32,67,32,35,35,2010
"2610734760",444,400,444,-53,-53,2010
"2610738540",13,77,13,64,64,2010
"2610752060",82,134,82,52,52,2010
"2610752780",398,444,398,46,46,2010
"2610754020",28,112,28,80,80,2010
"2610755600",192,368,192,147,147,2010
"2610773080",5,102,5,97,97,2010
"2610786560",244,118,244,-130,-130,2010
"2610700500",390,174,390,-222,-222,2011
"2610704380",63,104,63,41,41,2011
"2610708300",2309,3041,2309,650,650,2011
"2610708320",570,692,570,72,72,2011
"2610715600",104,66,104,-38,-38,2011
"2610717160",64,194,64,130,130,2011
"2610721240",156,136,156,-20,-20,2011
"2610729680",186,103,186,-83,-83,2011
"2610734340",34,53,34,19,19,2011
"2610734760",463,285,463,-178,-178,2011
"2610738540",21,63,21,40,40,2011
"2610752060",137,205,137,68,68,2011
"2610752780",338,315,338,-23,-23,2011
"2610754020",30,92,30,59,59,2011
"2610755600",140,421,140,252,252,2011
"2610773080",27,59,27,32,32,2011
"2610786560",168,117,168,-51,-51,2011
"2610700500",368,186,368,-189,-189,2012
"2610704380",63,83,63,20,20,2012
"2610708300",2342,3013,2342,561,561,2012
"2610708320",428,833,428,361,361,2012
"2610715600",75,46,75,-36,-36,2012
"2610717160",240,86,240,-154,-154,2012
"2610721240",205,132,205,-77,-77,2012
"2610729680",203,141,203,-64,-64,2012
"2610734340",57,60,57,3,3,2012
"2610734760",495,210,495,-285,-285,2012
"2610738540",35,65,35,28,28,2012
"2610752060",183,189,183,6,6,2012
"2610752780",354,330,354,-24,-24,2012
"2610754020",31,78,31,45,45,2012
"2610755600",138,411,138,273,273,2012
"2610773080",63,58,63,-5,-5,2012
"2610786560",187,95,187,-92,-92,2012
"2610700500",384,147,384,-242,-242,2013
"2610704380",79,71,79,-12,-12,2013
"2610708300",2275,3257,2275,867,867,2013
"2610708320",427,800,427,346,346,2013
"2610715600",104,74,104,-42,-42,2013
"2610717160",189,148,189,-41,-41,2013
"2610721240",175,103,175,-75,-75,2013
"2610729680",210,147,210,-64,-64,2013
"2610734340",56,62,56,6,6,2013
"2610734760",507,223,507,-284,-284,2013
"2610738540",365,86,365,-280,-280,2013
"2610752060",159,174,159,15,15,2013
"2610752780",390,213,390,-177,-177,2013
"2610754020",35,86,35,48,48,2013
"2610755600",148,373,148,225,225,2013
"2610773080",49,81,49,32,32,2013
"2610786560",187,77,187,-110,-110,2013
"2610700500",370,114,370,-256,-256,2014
"2610704380",63,62,63,-4,-4,2014
"2610708300",2151,3212,2151,961,961,2014
"2610708320",385,721,385,301,301,2014
"2610715600",113,85,113,-50,-50,2014
"2610717160",197,153,197,-44,-44,2014
"2610721240",142,91,142,-54,-54,2014
"2610729680",155,107,155,-50,-50,2014
"2610734340",60,66,60,6,6,2014
"2610734760",317,272,317,-45,-45,2014
"2610738540",99,66,99,-35,-35,2014
"2610752060",152,91,152,-61,-61,2014
"2610752780",394,232,394,-162,-162,2014
"2610754020",37,83,37,43,43,2014
"2610755600",177,357,177,180,180,2014
"2610773080",45,84,45,39,39,2014
"2610786560",192,76,192,-116,-116,2014
"2610700500",302,109,302,-193,-193,2015
"2610704380",94,86,94,-12,-12,2015
"2610708300",1956,3026,1956,937,937,2015
"2610708320",435,1010,435,544,544,2015
"2610715600",107,81,107,-47,-47,2015
"2610717160",244,129,244,-115,-115,2015
"2610721240",136,81,136,-58,-58,2015
"2610729680",76,112,76,35,35,2015
"2610734340",44,54,44,6,6,2015
"2610734760",388,226,388,-162,-162,2015
"2610738540",181,69,181,-114,-114,2015
"2610752060",172,103,172,-69,-69,2015
"2610752780",477,265,477,-213,-213,2015
"2610754020",40,67,40,27,27,2015
"2610755600",203,362,203,159,159,2015
"2610773080",78,103,78,25,25,2015
"2610786560",216,71,216,-145,-145,2015
"2610700500",230,71,230,-163,-163,2016
"2610704380",75,177,75,93,93,2016
"2610708300",1929,2777,1929,724,724,2016
"2610708320",392,966,392,574,574,2016
"2610715600",165,69,165,-114,-114,2016
"2610717160",246,125,246,-121,-121,2016
"2610721240",48,72,48,20,20,2016
"2610729680",76,113,76,35,35,2016
"2610734340",54,48,54,-10,-10,2016
"2610734760",438,211,438,-227,-227,2016
"2610738540",259,100,259,-159,-159,2016
"2610752060",181,128,181,-53,-53,2016
"2610752780",541,273,541,-269,-269,2016
"2610754020",44,64,44,20,20,2016
"2610755600",273,487,273,214,214,2016
"2610773080",65,161,65,91,91,2016
"2610786560",206,119,206,-87,-87,2016
"2606304740",438,187,438,-251,-251,2010
"2606308420",139,111,139,-28,-28,2010
"2606309060",83,8,83,-75,-75,2010
"2606310940",69,45,69,-27,-27,2010
"2606313780",316,243,316,-73,-73,2010
"2606314600",15,62,15,46,46,2010
"2606317140",120,112,120,-8,-8,2010
"2606323540",50,44,50,-6,-6,2010
"2606327120",96,125,96,29,29,2010
"2606333080",0,4,0,4,4,2010
"2606334260",15,38,15,23,23,2010
"2606336460",133,168,133,30,30,2010
"2606339960",34,35,34,-2,-2,2010
"2606340020",43,62,43,19,19,2010
"2606344300",14,55,14,41,41,2010
"2606347640",16,27,16,11,11,2010
"2606350360",5,8,5,3,3,2010
"2606352600",63,48,63,-15,-15,2010
"2606360520",178,82,178,-96,-96,2010
"2606362360",34,26,34,-8,-8,2010
"2606365180",0,7,0,7,7,2010
"2606365700",77,51,77,-29,-29,2010
"2606370140",58,34,58,-24,-24,2010
"2606371260",77,38,77,-39,-39,2010
"2606372200",163,136,163,-27,-27,2010
"2606373040",22,78,22,56,56,2010
"2606373160",52,67,52,15,15,2010
"2606373880",18,23,18,5,5,2010
"2606382140",43,63,43,20,20,2010
"2606387960",237,83,237,-154,-154,2010
"2606304740",465,214,465,-256,-256,2011
"2606308420",133,105,133,-28,-28,2011
"2606309060",56,9,56,-47,-47,2011
"2606310940",70,88,70,1,1,2011
"2606313780",336,255,336,-81,-81,2011
"2606314600",19,47,19,26,26,2011
"2606317140",125,166,125,41,41,2011
"2606323540",60,51,60,-9,-9,2011
"2606327120",136,153,136,17,17,2011
"2606333080",0,5,0,5,5,2011
"2606334260",18,48,18,30,30,2011
"2606336460",147,159,147,10,10,2011
"2606339960",31,22,31,-15,-15,2011
"2606340020",75,25,75,-50,-50,2011
"2606344300",38,24,38,-14,-14,2011
"2606347640",14,35,14,21,21,2011
"2606350360",6,3,6,-3,-3,2011
"2606352600",122,73,122,-52,-52,2011
"2606360520",91,81,91,-23,-23,2011
"2606362360",26,38,26,12,12,2011
"2606365180",0,7,0,7,7,2011
"2606365700",68,70,68,0,0,2011
"2606370140",118,40,118,-78,-78,2011
"2606371260",69,27,69,-42,-42,2011
"2606372200",279,67,279,-212,-212,2011
"2606373040",25,85,25,56,56,2011
"2606373160",74,42,74,-32,-32,2011
"2606373880",23,20,23,-3,-3,2011
"2606382140",14,55,14,41,41,2011
"2606387960",260,99,260,-161,-161,2011
"2606304740",543,215,543,-333,-333,2012
"2606308420",146,97,146,-49,-49,2012
"2606309060",66,10,66,-56,-56,2012
"2606310940",87,73,87,-32,-32,2012
"2606313780",327,161,327,-166,-166,2012
"2606314600",53,49,53,-6,-6,2012
"2606317140",94,222,94,128,128,2012
"2606323540",44,47,44,3,3,2012
"2606327120",142,102,142,-40,-40,2012
"2606333080",0,9,0,9,9,2012
"2606334260",19,40,19,21,21,2012
"2606336460",161,174,161,13,13,2012
"2606339960",53,31,53,-25,-25,2012
"2606340020",78,29,78,-49,-49,2012
"2606344300",39,11,39,-28,-28,2012
"2606347640",22,31,22,9,9,2012
"2606350360",5,27,5,22,22,2012
"2606352600",38,65,38,24,24,2012
"2606360520",106,39,106,-81,-81,2012
"2606362360",36,38,36,0,0,2012
"2606365180",0,2,0,2,2,2012
"2606365700",36,67,36,28,28,2012
"2606370140",105,39,105,-67,-67,2012
"2606371260",50,20,50,-30,-30,2012
"2606372200",259,93,259,-166,-166,2012
"2606373040",23,92,23,63,63,2012
"2606373160",76,33,76,-43,-43,2012
"2606373880",21,12,21,-9,-9,2012
"2606382140",24,36,24,12,12,2012
"2606387960",179,144,179,-35,-35,2012
"2606304740",604,209,604,-404,-404,2013
"2606308420",199,106,199,-93,-93,2013
"2606309060",27,19,27,-8,-8,2013
"2606310940",42,53,42,5,5,2013
"2606313760",62,138,62,76,76,2013
"2606313780",360,240,360,-120,-120,2013
"2606314600",56,46,56,-10,-10,2013
"2606317140",27,264,27,237,237,2013
"2606323540",29,34,29,5,5,2013
"2606327120",128,72,128,-56,-56,2013
"2606333080",0,11,0,11,11,2013
"2606334260",16,34,16,18,18,2013
"2606336460",189,248,189,59,59,2013
"2606339960",52,20,52,-34,-34,2013
"2606340020",68,33,68,-35,-35,2013
"2606344300",40,18,40,-22,-22,2013
"2606347640",25,26,25,-3,-3,2013
"2606350360",20,43,20,23,23,2013
"2606352600",30,53,30,20,20,2013
"2606360520",134,55,134,-93,-93,2013
"2606362360",30,48,30,14,14,2013
"2606365700",36,58,36,19,19,2013
"2606370140",88,59,88,-30,-30,2013
"2606371260",73,18,73,-55,-55,2013
"2606372200",290,67,290,-223,-223,2013
"2606373040",67,93,67,21,21,2013
"2606373160",124,34,124,-90,-90,2013
"2606373880",67,9,67,-58,-58,2013
"2606382140",11,47,11,36,36,2013
"2606387960",207,143,207,-64,-64,2013
"2606304740",568,168,568,-407,-407,2014
"2606308420",119,101,119,-18,-18,2014
"2606309060",18,27,18,9,9,2014
"2606310940",103,36,103,-70,-70,2014
"2606313760",56,181,56,125,125,2014
"2606313780",353,230,353,-123,-123,2014
"2606314600",57,65,57,8,8,2014
"2606317140",39,246,39,203,203,2014
"2606323540",36,44,36,8,8,2014
"2606327120",102,78,102,-27,-27,2014
"2606333080",0,10,0,10,10,2014
"2606334260",16,30,16,14,14,2014
"2606336460",176,248,176,72,72,2014
"2606339960",39,28,39,-13,-13,2014
"2606340020",46,36,46,-10,-10,2014
"2606344300",41,27,41,-14,-14,2014
"2606347640",40,34,40,-10,-10,2014
"2606350360",18,43,18,25,25,2014
"2606352600",17,72,17,53,53,2014
"2606360520",100,60,100,-51,-51,2014
"2606362360",10,51,10,39,39,2014
"2606365700",92,95,92,-1,-1,2014
"2606370140",135,73,135,-63,-63,2014
"2606371260",69,25,69,-44,-44,2014
"2606372200",377,79,377,-298,-298,2014
"2606373040",49,48,49,-6,-6,2014
"2606373160",163,35,163,-128,-128,2014
"2606373880",60,5,60,-55,-55,2014
"2606382140",33,32,33,-1,-1,2014
"2606387960",211,142,211,-69,-69,2014
"2606304740",484,304,484,-187,-187,2015
"2606308420",178,53,178,-125,-125,2015
"2606309060",7,18,7,11,11,2015
"2606310940",137,63,137,-97,-97,2015
"2606313760",53,141,53,88,88,2015
"2606313780",312,218,312,-94,-94,2015
"2606314600",39,47,39,8,8,2015
"2606317140",39,250,39,208,208,2015
"2606323540",27,29,27,2,2,2015
"2606327120",123,82,123,-44,-44,2015
"2606333080",0,8,0,8,8,2015
"2606334260",19,22,19,3,3,2015
"2606336460",151,234,151,83,83,2015
"2606339960",60,65,60,2,2,2015
"2606340020",43,35,43,-8,-8,2015
"2606344300",31,32,31,-3,-3,2015
"2606347640",39,28,39,-16,-16,2015
"2606350360",20,48,20,28,28,2015
"2606352600",22,79,22,55,55,2015
"2606360520",108,87,108,-35,-35,2015
"2606362360",18,39,18,18,18,2015
"2606365700",87,105,87,17,17,2015
"2606370140",108,77,108,-32,-32,2015
"2606371260",71,19,71,-52,-52,2015
"2606372200",380,106,380,-274,-274,2015
"2606373040",51,49,51,-9,-9,2015
"2606373160",116,30,116,-86,-86,2015
"2606373880",49,8,49,-41,-41,2015
"2606382140",44,63,44,19,19,2015
"2606387960",224,163,224,-61,-61,2015
"2606304740",441,274,441,-167,-167,2016
"2606308420",165,51,165,-114,-114,2016
"2606309060",9,20,9,11,11,2016
"2606310940",123,81,123,-53,-53,2016
"2606313760",67,171,67,104,104,2016
"2606313780",293,194,293,-99,-99,2016
"2606314600",37,39,37,2,2,2016
"2606317140",75,270,75,192,192,2016
"2606323540",31,18,31,-13,-13,2016
"2606327120",67,49,67,-21,-21,2016
"2606333080",3,4,3,1,1,2016
"2606334260",35,8,35,-27,-27,2016
"2606336460",141,223,141,80,80,2016
"2606339960",69,66,69,-3,-3,2016
"2606340020",13,44,13,31,31,2016
"2606344300",12,39,12,24,24,2016
"2606347640",88,56,88,-37,-37,2016
"2606350360",18,67,18,49,49,2016
"2606352600",6,59,6,53,53,2016
"2606360520",142,107,142,-38,-38,2016
"2606362360",17,32,17,12,12,2016
"2606365700",141,90,141,-52,-52,2016
"2606370140",43,84,43,40,40,2016
"2606371260",56,25,56,-31,-31,2016
"2606372200",206,117,206,-89,-89,2016
"2606373040",49,33,49,-16,-16,2016
"2606373160",200,22,200,-178,-178,2016
"2606373880",49,10,49,-39,-39,2016
"2606382140",50,90,50,40,40,2016
"2606387960",213,143,213,-70,-70,2016
"2606900760",0,27,0,25,25,2010
"2606904300",76,105,76,29,29,2010
"2606904920",34,135,34,101,101,2010
"2606911740",0,11,0,11,11,2010
"2606924420",258,485,258,185,185,2010
"2606934280",333,139,333,-196,-196,2010
"2606961340",643,740,643,97,97,2010
"2606964640",347,295,347,-52,-52,2010
"2606967960",0,32,0,32,32,2010
"2606973180",11,31,11,20,20,2010
"2606978100",419,222,419,-197,-197,2010
"2606978140",312,173,312,-139,-139,2010
"2606987140",136,84,136,-52,-52,2010
"2606987180",42,111,42,69,69,2010
"2606900760",0,17,0,11,11,2011
"2606904300",132,105,132,-27,-27,2011
"2606904920",87,112,87,25,25,2011
"2606911740",5,11,5,6,6,2011
"2606924420",344,401,344,14,14,2011
"2606934280",246,169,246,-77,-77,2011
"2606961340",579,637,579,58,58,2011
"2606964640",346,315,346,-31,-31,2011
"2606967960",0,45,0,45,45,2011
"2606973180",8,43,8,35,35,2011
"2606978100",227,180,227,-47,-47,2011
"2606978140",403,157,403,-246,-246,2011
"2606987140",120,59,120,-61,-61,2011
"2606987180",54,52,54,-2,-2,2011
"2606900760",18,15,18,-7,-7,2012
"2606904300",189,167,189,-22,-22,2012
"2606904920",124,94,124,-30,-30,2012
"2606911740",3,41,3,38,38,2012
"2606924420",496,278,496,-257,-257,2012
"2606934280",297,154,297,-143,-143,2012
"2606961340",485,663,485,139,139,2012
"2606964640",359,380,359,21,21,2012
"2606967960",0,58,0,58,58,2012
"2606973180",9,46,9,37,37,2012
"2606978100",214,185,214,-29,-29,2012
"2606978140",347,285,347,-62,-62,2012
"2606987140",145,67,145,-78,-78,2012
"2606987180",41,46,41,5,5,2012
"2606900760",17,13,17,-7,-7,2013
"2606904300",360,220,360,-140,-140,2013
"2606904920",119,133,119,14,14,2013
"2606911740",6,47,6,41,41,2013
"2606924420",460,317,460,-155,-155,2013
"2606934280",110,146,110,36,36,2013
"2606961340",469,966,469,477,477,2013
"2606964640",426,299,426,-127,-127,2013
"2606967960",51,40,51,-11,-11,2013
"2606973180",9,37,9,28,28,2013
"2606978100",178,250,178,69,69,2013
"2606978140",310,212,310,-101,-101,2013
"2606987140",104,80,104,-24,-24,2013
"2606987180",45,12,45,-33,-33,2013
"2606900760",16,58,16,38,38,2014
"2606904300",478,221,478,-257,-257,2014
"2606904920",111,172,111,61,61,2014
"2606911740",16,70,16,54,54,2014
"2606924420",544,390,544,-166,-166,2014
"2606934280",129,162,129,33,33,2014
"2606961340",480,983,480,490,490,2014
"2606964640",541,369,541,-176,-176,2014
"2606967960",69,56,69,-13,-13,2014
"2606973180",4,66,4,62,62,2014
"2606978100",96,221,96,120,120,2014
"2606978140",477,202,477,-279,-279,2014
"2606987140",155,36,155,-119,-119,2014
"2606987180",16,11,16,-5,-5,2014
"2606900760",24,42,24,13,13,2015
"2606904300",464,261,464,-203,-203,2015
"2606904920",126,182,126,56,56,2015
"2606911740",16,71,16,55,55,2015
"2606924420",629,256,629,-373,-373,2015
"2606934280",98,134,98,36,36,2015
"2606961340",564,874,564,301,301,2015
"2606964640",578,375,578,-211,-211,2015
"2606967960",96,66,96,-30,-30,2015
"2606973180",29,41,29,12,12,2015
"2606978100",97,223,97,112,112,2015
"2606978140",405,281,405,-127,-127,2015
"2606987140",145,42,145,-103,-103,2015
"2606987180",13,17,13,4,4,2015
"2606900760",28,58,28,30,30,2016
"2606904300",350,281,350,-69,-69,2016
"2606904920",98,196,98,94,94,2016
"2606911740",7,81,7,74,74,2016
"2606924420",473,343,473,-130,-130,2016
"2606934280",111,120,111,9,9,2016
"2606961340",759,816,759,50,50,2016
"2606964640",550,411,550,-148,-148,2016
"2606967960",81,42,81,-39,-39,2016
"2606973180",38,38,38,0,0,2016
"2606978100",76,231,76,141,141,2016
"2606978140",376,328,376,-51,-51,2016
"2606987140",159,39,159,-120,-120,2016
"2606987180",6,19,6,13,13,2016
"2606706900",1074,551,1074,-534,-534,2010
"2606707700",152,106,152,-50,-50,2010
"2606709680",340,813,340,470,470,2010
