"o_fips","n_return_out","n_exempt_out","agi","year"
"49035",68251,141255,3724710,2015
"49037",1190,2629,41291,2015
"49039",1957,4639,69461,2015
"49041",1289,2728,44863,2015
"49043",5875,10676,712907,2015
"49045",4833,10892,217758,2015
"49047",3317,7925,181245,2015
"49049",34929,77910,1648976,2015
"49051",3044,6664,166602,2015
"49053",12061,25939,504623,2015
"49055",127,299,-6257,2015
"49057",18248,37707,802040,2015
"50000",38143,58045,1958944,2015
"50001",3724,5537,159368,2015
"50003",2976,4797,217599,2015
"50005",2558,4009,120006,2015
"50007",14609,21780,822658,2015
"50009",493,735,15714,2015
"50011",3618,5618,144648,2015
"50013",887,1493,55396,2015
"50015",2764,4080,139433,2015
"50017",2622,4039,98951,2015
"50019",1816,2888,68085,2015
"50021",4859,7343,227031,2015
"50023",5538,8274,370180,2015
"50025",4429,6786,211072,2015
"50027",6109,9331,308739,2015
"51000",671518,1225884,37393213,2015
"51001",2613,5145,96929,2015
"51003",11694,20098,922389,2015
"51005",1080,1995,40415,2015
"51007",1052,2018,40906,2015
"51009",2282,4032,75167,2015
"51011",1042,1979,34503,2015
"51013",47771,71349,4411932,2015
"51015",5635,10028,211803,2015
"51017",388,704,31621,2015
"51019",6459,11601,309145,2015
"51021",340,585,11061,2015
"51023",2837,5172,139944,2015
"51025",1022,2001,34433,2015
"51027",1066,2121,40502,2015
"51029",839,1706,29584,2015
"51031",5285,9841,205722,2015
"51033",3055,5913,129875,2015
"51035",1598,3146,49938,2015
"51036",488,876,18853,2015
"51037",827,1717,24298,2015
"51041",30674,56667,1505015,2015
"51043",1464,2579,73764,2015
"51045",243,455,9319,2015
"51047",4230,8145,177690,2015
"51049",890,1858,34568,2015
"51051",606,1250,19430,2015
"51053",2591,4878,80098,2015
"51057",808,1582,34119,2015
"51059",135004,243368,10722356,2015
"51061",6710,11767,391934,2015
"51063",939,1754,32289,2015
"51065",2285,4049,102991,2015
"51067",3142,5803,288044,2015
"51069",7520,13899,340452,2015
"51071",1024,1863,39918,2015
"51073",3418,6034,145165,2015
"51075",1961,3363,185001,2015
"51077",1155,2218,28516,2015
"51079",1604,3199,71581,2015
"51081",1035,2095,29915,2015
"51083",1690,3085,56936,2015
"51085",8657,14664,420691,2015
"51087",36499,65898,2021468,2015
"51089",3280,6349,107091,2015
"51091",-12,-12,-12,2015
"51093",3500,6506,173019,2015
"51095",7861,13905,454528,2015
"51097",606,1228,21216,2015
"51099",3030,5779,143324,2015
"51101",1424,2788,57791,2015
"51103",943,1700,51711,2015
"51105",989,1965,32463,2015
"51107",35472,69013,3183075,2015
"51109",2806,5241,147763,2015
"51111",883,1840,26653,2015
"51113",917,1655,36969,2015
"51115",593,1054,26224,2015
"51117",1969,3649,69933,2015
"51119",1016,1825,53775,2015
"51121",8031,12795,347358,2015
"51125",1205,2082,52608,2015
"51127",1862,3474,112149,2015
"51131",876,1762,37528,2015
"51133",1061,2031,51495,2015
"51135",1198,2377,42997,2015
"51137",3603,6610,206721,2015
"51139",1140,2085,43827,2015
"51141",996,1865,35346,2015
"51143",3993,7684,125358,2015
"51145",2084,3496,105526,2015
"51147",1604,3101,51355,2015
"51149",5145,11360,219931,2015
"51153",49305,95100,2864034,2015
"51155",2072,3842,78911,2015
"51157",659,1107,42800,2015
"51159",670,1332,21873,2015
"51161",10332,18196,481385,2015
"51163",1463,2633,55595,2015
"51165",5617,10421,227505,2015
"51167",1267,2374,43321,2015
"51169",1160,2112,37570,2015
"51171",3408,6349,130378,2015
"51173",1593,2986,53474,2015
"51175",1441,2904,47146,2015
"51177",12951,24656,655144,2015
"51179",16256,31756,844546,2015
"51181",615,1059,21933,2015
"51183",906,1807,28815,2015
"51185",2232,4567,89043,2015
"51187",3663,6964,188228,2015
"51191",3788,7073,190320,2015
"51193",1629,3162,71817,2015
"51195",2237,4387,77384,2015
"51197",1664,3026,70812,2015
"51199",9202,17433,477203,2015
"51510",34970,57436,2752646,2015
"51520",2024,4074,65266,2015
"51530",757,1589,22507,2015
"51540",6714,10942,316915,2015
"51550",28342,55004,1237037,2015
"51570",2980,5784,118538,2015
"51580",714,1501,24964,2015
"51590",3975,7791,141329,2015
"51595",817,1846,28228,2015
"51600",4626,8051,307248,2015
"51610",2423,4326,235181,2015
"51620",1023,2056,38724,2015
"51630",6551,11870,311200,2015
"51640",914,1932,28262,2015
"51650",21650,40512,762063,2015
"51660",5923,10425,215836,2015
"51670",3371,6939,115562,2015
"51678",802,1304,39818,2015
"51680",8636,15597,378664,2015
"51683",7632,15562,356947,2015
"51685",2955,6124,146837,2015
"51690",1551,3044,44882,2015
"51700",27673,53062,1048594,2015
"51710",40349,74541,1574906,2015
"51720",694,1458,25311,2015
"51730",6628,12551,216101,2015
"51735",1107,1913,69400,2015
"51740",14727,27896,505591,2015
"51750",1748,2964,54094,2015
"51760",32285,54835,1432829,2015
"51770",11886,21738,499611,2015
"51775",3207,5615,134233,2015
"51790",3276,5629,118579,2015
"51800",9391,18950,417725,2015
"51810",53930,99443,2285755,2015
"51820",2628,5092,107816,2015
"51830",2749,4943,130822,2015
"51840",4985,9148,212038,2015
"53000",389729,707133,21278841,2015
"53001",1595,4243,64681,2015
"53003",2133,3942,84812,2015
"53005",15718,31690,796824,2015
"53007",7200,13641,306998,2015
"53009",5244,8785,248075,2015
"53011",31608,58936,1610946,2015
"53013",317,649,15449,2015
"53015",7390,13851,312216,2015
"53017",4205,8503,169516,2015
"53019",480,936,23556,2015
"53021",8606,20268,327056,2015
"53023",137,265,5317,2015
"53025",7178,16115,261422,2015
"53027",4817,8709,202119,2015
"53029",10413,18930,579096,2015
"53031",2923,4721,104661,2015
"53033",156517,268975,11181369,2015
"53035",22652,40977,1238990,2015
"53037",3820,6220,188035,2015
"53039",2071,3940,95987,2015
"53041",5727,11001,276435,2015
"53043",878,1496,36889,2015
"53045",5350,9417,232718,2015
"53047",3003,5578,124113,2015
"53049",1596,2870,58109,2015
"53051",1246,2504,38851,2015
"53053",74146,141251,3355440,2015
"53055",1574,2488,93445,2015
"53057",9209,16528,432972,2015
"53059",1057,2052,52426,2015
"53061",57969,101293,3297027,2015
"53063",28396,50513,1217645,2015
"53065",3669,6970,146967,2015
"53067",25993,49073,1142363,2015
"53069",323,556,13409,2015
"53071",4429,8225,197630,2015
"53073",13732,22179,663342,2015
"53075",4760,7585,181215,2015
"53077",12372,25338,452891,2015
"54000",86831,160146,3538297,2015
"54001",906,1773,30323,2015
"54003",8301,15804,351020,2015
"54005",1143,2496,47097,2015
"54007",648,1316,19378,2015
"54009",1648,2948,66964,2015
"54011",7943,14129,316559,2015
"54013",390,824,13758,2015
"54015",450,968,12904,2015
"54017",478,914,21066,2015
"54019",3050,5816,112632,2015
"54021",402,706,13762,2015
"54023",496,1001,19110,2015
"54025",2295,4162,83532,2015
"54027",1582,3135,52179,2015
"54029",2414,4184,77666,2015
"54031",1027,1826,39814,2015
"54033",4746,8502,248387,2015
"54035",1415,2675,50913,2015
"54037",4990,8885,250413,2015
"54039",15671,28258,690939,2015
"54041",1142,2087,46893,2015
"54043",1159,2363,37187,2015
"54045",1755,3887,74874,2015
"54047",920,1947,27603,2015
"54049",3906,6856,167806,2015
"54051",2263,4286,110329,2015
"54053",1364,2746,49261,2015
"54055",3658,6862,132828,2015
"54057",1801,3176,67246,2015
"54059",1721,3847,70306,2015
"54061",10895,17502,479399,2015
"54063",901,1882,29717,2015
"54065",1354,2477,50306,2015
"54067",1272,2489,45282,2015
"54069",4142,7199,182642,2015
"54071",328,612,-8275,2015
"54073",419,718,15041,2015
"54075",486,862,12618,2015
"54077",1750,3256,73375,2015
"54079",4682,8795,218939,2015
"54081",4784,9092,199190,2015
"54083",1633,2889,64381,2015
"54085",500,907,23851,2015
"54087",889,1809,73345,2015
"54089",749,1404,-54721,2015
"54091",1107,2146,53586,2015
"54093",343,635,13498,2015
"54095",527,930,23159,2015
"54097",1366,2623,52912,2015
"54099",2601,4977,90968,2015
"54101",298,534,6742,2015
"54103",1225,2394,60482,2015
"54105",348,678,12093,2015
"54107",4713,8322,212801,2015
"54109",897,1771,31521,2015
"55000",286791,482083,14285225,2015
"55001",1791,3076,66737,2015
"55003",1273,2106,40475,2015
"55005",3594,6077,125223,2015
"55007",1153,1867,51555,2015
"55009",14565,25124,811962,2015
"55011",1007,1651,40572,2015
"55013",1335,2121,59761,2015
"55015",4221,7355,205358,2015
"55017",4818,8010,194905,2015
"55019",2310,4486,97954,2015
"55021",5455,9262,241113,2015
"55023",1151,1831,41300,2015
"55025",37313,59287,2130940,2015
"55027",6569,11461,265504,2015
"55029",2093,3457,111726,2015
"55031",3385,5383,126686,2015
"55033",3557,6077,156286,2015
"55035",8390,13209,344333,2015
"55037",381,586,12868,2015
"55039",6369,10744,273140,2015
"55041",494,950,24126,2015
"55043",3397,5391,113209,2015
"55045",2708,4541,115629,2015
"55047",1655,2939,64431,2015
"55049",1855,3172,82528,2015
"55051",515,927,20759,2015
"55053",1421,2628,54431,2015
"55055",6700,11400,293314,2015
"55057",2281,4143,73936,2015
"55059",12231,22046,593313,2015
"55061",1215,2102,52165,2015
"55063",7933,12162,333853,2015
"55065",1247,2292,47224,2015
"55067",1123,1895,45523,2015
"55069",1878,3059,68005,2015
"55071",4148,7108,185702,2015
"55073",7647,12978,333603,2015
"55075",3209,5501,119838,2015
"55077",1298,2126,42875,2015
"55078",327,675,8183,2015
"55079",57166,98884,2967708,2015
"55081",3712,6926,138512,2015
"55083",2768,4761,113088,2015
"55085",3295,5290,156174,2015
"55087",16116,28266,750491,2015
"55089",7514,11896,578401,2015
"55091",591,1028,29423,2015
"55093",3758,5888,213524,2015
"55095",3344,5485,149383,2015
"55097",5281,8281,208025,2015
"55099",901,1490,34063,2015
"55101",12959,22812,669703,2015
"55103",1267,2327,48397,2015
"55105",9083,15806,533241,2015
"55107",1141,2052,38820,2015
"55109",6847,11472,369986,2015
"55111",5096,8711,214059,2015
"55113",1378,2387,64160,2015
"55115",3159,5529,126001,2015
"55117",6276,10347,281150,2015
"55119",1132,1901,38021,2015
"55121",2542,4785,465990,2015
"55123",2082,3739,79695,2015
"55125",2310,3755,102641,2015
"55127",8667,14672,419913,2015
"55129",1561,2692,59243,2015
"55131",9062,14763,457988,2015
"55133",30581,49914,2132014,2015
"55135",3573,5858,148760,2015
"55137",1916,3490,70112,2015
"55139",13668,22271,558045,2015
"55141",4556,7556,202619,2015
"56000",41305,75234,2338341,2015
"56001",5046,8035,213349,2015
"56003",950,1758,42207,2015
"56005",4646,8782,254096,2015
"56007",2140,4198,94803,2015
"56009",1861,3430,96037,2015
"56011",719,1264,64697,2015
"56013",3317,6087,154962,2015
"56015",1240,2162,43311,2015
"56017",387,672,16552,2015
"56019",930,1622,59435,2015
"56021",11966,21910,558887,2015
"56023",1861,3635,89791,2015
"56025",7772,14475,390778,2015
"56027",175,357,10941,2015
"56029",3248,5505,157477,2015
"56031",935,1709,47252,2015
"56033",3170,5604,134803,2015
"56035",1243,2419,83022,2015
"56037",4669,9950,278006,2015
"56039",4256,6634,658228,2015
"56041",1903,3900,100661,2015
"56043",616,1069,27842,2015
"56045",629,1092,31577,2015
"01000",301529,613444,14936939,2016
"01001",7232,17112,387085,2016
"01003",18767,36027,989108,2016
"01005",2248,4883,100852,2016
"01007",1617,3482,59119,2016
"01009",4426,9386,177286,2016
"01011",769,1562,20715,2016
"01013",1443,3126,56193,2016
"01015",9813,19991,406053,2016
"01017",3493,7027,116787,2016
"01019",1720,3512,71406,2016
"01021",3151,6990,109052,2016
"01023",863,1958,33973,2016
"01025",1837,3845,82118,2016
"01027",1006,1931,32046,2016
"01029",1298,2717,44217,2016
"01031",8179,17431,420343,2016
"01033",5005,10102,207002,2016
"01035",938,2046,30366,2016
"01037",1178,2725,29975,2016
"01039",2540,5266,91620,2016
"01041",1087,2366,37605,2016
"01043",5110,9991,193705,2016
"01045",9172,22276,391964,2016
"01047",2815,5659,103411,2016
"01049",4742,10454,154116,2016
"01051",9207,19369,443481,2016
"01053",2490,5263,103555,2016
"01055",6940,14192,272028,2016
"01057",1296,2869,41297,2016
"01059",2531,5706,82278,2016
"01061",2289,5007,74414,2016
"01063",710,1491,22019,2016
"01065",1473,3059,57325,2016
"01067",1664,3563,59507,2016
"01069",10848,23183,475564,2016
"01071",3377,6843,122182,2016
"01073",56652,109682,3561864,2016
"01075",862,1898,31948,2016
"01077",7527,14386,319443,2016
"01079",2336,4876,88750,2016
"01081",18884,37563,859797,2016
"01083",7921,16988,422662,2016
"01085",1051,2218,44850,2016
"01087",1683,3222,47578,2016
"01089",32183,61884,2033927,2016
"01091",1535,3498,66346,2016
"01093",2384,5108,79052,2016
"01095",7664,16506,283067,2016
"01097",25605,50721,1403274,2016
"01099",1259,2521,48508,2016
"01101",23342,47988,1225116,2016
"01103",10426,21338,458270,2016
"01105",697,1491,19974,2016
"01107",1296,2765,47080,2016
"01109",3203,6024,108316,2016
"01111",1763,3627,64372,2016
"01113",11412,27055,443477,2016
"01115",7654,15743,374190,2016
"01117",26367,51172,1808135,2016
"01119",990,1889,29667,2016
"01121",6959,14358,326500,2016
"01123",3652,7468,163158,2016
"01125",17376,32105,757628,2016
"01127",3962,8105,156200,2016
"01129",1205,2754,50472,2016
"01131",686,1456,24150,2016
"01133",1854,3785,69843,2016
"02000",73172,144939,4348260,2016
"02013",508,854,22341,2016
"02016",1225,2261,65682,2016
"02020",47653,94401,3075692,2016
"02050",1547,3019,86291,2016
"02060",161,273,6983,2016
"02068",413,712,25491,2016
"02070",445,935,26772,2016
"02090",19991,42887,1037596,2016
"02100",321,478,15263,2016
"02105",293,536,14841,2016
"02110",5163,9257,331936,2016
"02122",7062,12835,390468,2016
"02130",1964,3657,107995,2016
"02150",3073,6632,161759,2016
"02158",494,1090,16189,2016
"02164",163,379,8331,2016
"02170",10995,21788,658245,2016
"02180",706,1306,41318,2016
"02185",851,1609,56245,2016
"02188",655,1370,41612,2016
"02195",451,772,19623,2016
"02198",489,842,23712,2016
"02220",1421,2482,72516,2016
"02230",145,183,6780,2016
"02240",984,2096,59040,2016
"02261",1735,3528,103518,2016
"02275",161,225,7015,2016
"02282",-8,-8,-8,2016
"02290",560,1030,23572,2016
"04000",363137,707297,19887114,2016
"04001",7550,17546,265370,2016
"04003",16912,37171,814724,2016
"04005",20586,35436,937450,2016
"04007",4746,9408,210957,2016
"04009",2767,6537,133169,2016
"04011",957,2292,61695,2016
"04012",2040,3934,75070,2016
"04013",260091,498119,15956429,2016
"04015",20182,38810,807784,2016
"04017",10058,22319,412608,2016
"04019",75408,140960,4053147,2016
"04021",43817,93531,2042934,2016
"04023",3898,8139,150499,2016
"04025",24552,43317,1068756,2016
"04027",18232,40015,821732,2016
"05000",209477,427383,9315655,2016
"05001",1467,3146,58679,2016
"05003",1577,3382,57629,2016
"05005",3903,7685,141620,2016
"05007",28839,60296,1782087,2016
"05009",3263,6589,112015,2016
"05011",821,1864,35500,2016
"05013",376,768,17378,2016
"05015",2974,6034,90971,2016
"05017",935,1891,28062,2016
"05019",2225,4368,84160,2016
"05021",1260,2647,45891,2016
"05023",2629,5481,107287,2016
"05025",584,1330,23820,2016
"05027",1998,4033,78238,2016
"05029",1972,3849,109056,2016
"05031",10752,22026,431572,2016
"05033",6180,12928,234682,2016
"05035",4679,9705,189886,2016
"05037",1622,3556,55031,2016
"05039",589,1261,23023,2016
"05041",1063,2332,30804,2016
"05043",1691,3607,57417,2016
"05045",13879,27079,637380,2016
"05047",1503,3071,54338,2016
"05049",1133,2485,36233,2016
"05051",10087,19251,417867,2016
"05053",1437,2962,57135,2016
"05055",3923,8535,125287,2016
"05057",1673,3761,52489,2016
"05059",2963,6000,100607,2016
"05061",1264,2761,38301,2016
"05063",3146,6924,173162,2016
"05065",1125,2326,36776,2016
"05067",1126,2410,42211,2016
"05069",6801,13439,257179,2016
"05071",1973,4457,68420,2016
"05073",604,1193,19940,2016
"05075",1564,3462,50588,2016
"05077",840,1858,27467,2016
"05079",770,1701,34540,2016
"05081",826,1666,36917,2016
"05083",1672,3541,51879,2016
"05085",9160,20394,408726,2016
"05087",1322,2825,8348,2016
"05089",1725,3412,49688,2016
"05091",5445,11239,193419,2016
"05093",3866,8392,142468,2016
"05095",746,1542,18668,2016
"05097",652,1417,22073,2016
"05099",797,1678,27216,2016
"05101",594,1174,20042,2016
"05103",2139,4311,87306,2016
"05105",924,1967,37177,2016
"05107",1794,3827,58799,2016
"05109",890,2029,28263,2016
"05111",2041,4440,84910,2016
"05113",1458,2971,60824,2016
"05115",5961,11775,215978,2016
"05117",665,1329,21842,2016
"05119",44527,86848,2387549,2016
"05121",1414,2904,47246,2016
"05123",2320,5037,66620,2016
"05125",11730,23899,592036,2016
"05127",995,2314,28449,2016
"05129",527,1186,9469,2016
"05131",13583,27684,672513,2016
"05133",1222,2857,41582,2016
"05135",1974,4102,60627,2016
"05137",679,1412,24726,2016
"05139",3226,6556,182820,2016
"05141",1460,3012,61818,2016
"05143",28624,55377,1417134,2016
"05145",6905,14487,275493,2016
"05147",542,1142,19556,2016
"05149",1862,4045,63296,2016
"06000",2262775,4228331,176574436,2016
"06001",182162,327936,16165042,2016
"06003",127,233,6279,2016
"06005",3416,5917,170091,2016
"06007",18453,31519,797816,2016
"06009",4849,8690,258814,2016
"06011",1330,2778,53133,2016
"06013",108635,197358,9301711,2016
"06015",2224,4115,94083,2016
"06017",21093,36033,1480164,2016
"06019",50706,103529,2500706,2016
"06021",2180,4356,101567,2016
"06023",11061,17791,466523,2016
"06025",12599,28605,521389,2016
"06027",2389,4273,121222,2016
"06029",50055,108658,2582717,2016
"06031",14051,32178,631189,2016
"06033",6077,10980,264284,2016
"06035",2703,5193,142311,2016
"06037",567038,1042357,39945350,2016
"06039",10929,23648,595755,2016
"06041",29788,49036,3724878,2016
"06043",2391,4124,96024,2016
"06045",6926,12349,354318,2016
"06047",17580,39085,780047,2016
"06049",855,1641,34823,2016
"06051",2231,3820,93948,2016
"06053",38155,77858,2198958,2016
"06055",14985,26811,1279017,2016
"06057",11832,19943,673634,2016
"06059",249159,459266,18114227,2016
"06061",44141,79225,2864453,2016
"06063",1893,3242,98125,2016
"06065",181131,363772,9516220,2016
"06067",117808,216106,6721841,2016
"06069",5803,12037,325343,2016
"06071",177326,369570,8859444,2016
"06073",277506,525572,18791501,2016
"06075",143245,214456,19261494,2016
"06077",50181,102752,2654101,2016
"06079",26694,44939,1436859,2016
"06081",99100,178574,14220224,2016
"06083",39347,69046,2629586,2016
"06085",185145,352236,29170569,2016
"06087",27176,46338,1812840,2016
"06089",15946,29083,742317,2016
"06091",255,461,9667,2016
"06093",3731,6707,142364,2016
"06095",44798,86963,2535322,2016
"06097",38280,64501,2399403,2016
"06099",34425,70243,1820817,2016
"06101",9349,19323,433537,2016
"06103",5594,10932,236785,2016
"06105",1124,1923,51130,2016
"06107",23510,50986,1021685,2016
"06109",4965,8956,247591,2016
"06111",70124,134887,5451221,2016
"06113",25646,43865,1506970,2016
"06115",10494,23586,467566,2016
"08000",634926,1161427,38493954,2016
"08001",80640,163384,4192308,2016
"08003",2216,4380,90181,2016
"08005",121510,225774,7683684,2016
"08007",1753,3151,110811,2016
"08009",216,410,7430,2016
"08011",393,857,12253,2016
"08013",53823,85785,3598940,2016
"08014",18328,32384,1481982,2016
"08015",2352,4076,107988,2016
"08017",79,195,3835,2016
"08019",1850,3247,145254,2016
"08021",484,1087,20716,2016
"08023",245,459,11053,2016
"08025",264,560,11612,2016
"08027",450,1034,25557,2016
"08029",3142,6178,140353,2016
"08031",157494,267252,10004908,2016
"08033",130,230,4810,2016
"08035",50857,99531,4628819,2016
"08037",10419,16614,657366,2016
"08039",3696,7351,267927,2016
"08041",95815,202123,4998660,2016
"08043",4456,8180,172317,2016
"08045",7338,13496,388022,2016
"08047",1116,1857,61286,2016
"08049",2819,4433,113305,2016
"08051",2845,4318,129755,2016
"08053",-8,-8,-8,2016
"08055",638,1183,28779,2016
"08057",179,343,8581,2016
"08059",96681,166257,5715950,2016
"08061",79,155,1503,2016
"08063",778,1663,35951,2016
"08065",1444,2411,54902,2016
"08067",7910,13138,498651,2016
"08069",47725,80748,2396709,2016
"08071",1586,2910,82776,2016
"08073",602,1229,23959,2016
"08075",2117,3950,92871,2016
"08077",15045,28087,702216,2016
"08079",-11,-11,-11,2016
"08081",1682,3411,84052,2016
"08083",2784,5298,118189,2016
"08085",4100,7762,166281,2016
"08087",3426,7073,146539,2016
"08089",1630,3223,64660,2016
"08091",728,1363,39608,2016
"08093",2932,5348,169165,2016
"08095",405,848,24647,2016
"08097",4149,6263,441647,2016
"08099",1024,2106,40276,2016
"08101",13559,26064,666039,2016
"08103",819,1654,48183,2016
"08105",1498,3202,59170,2016
"08107",4600,7170,245288,2016
"08109",577,1054,17974,2016
"08111",-9,-9,-9,2016
"08113",1640,2349,107395,2016
"08115",206,402,13978,2016
"08117",7915,11591,539173,2016
"08119",4125,7880,222827,2016
"08121",373,793,17641,2016
"08123",36572,73343,2094299,2016
"08125",975,2013,46947,2016
"09000",232556,392414,23409031,2016
"09001",81436,140767,14197442,2016
"09003",76178,129079,6127478,2016
"09005",18553,30390,1322311,2016
"09007",19923,32138,1437950,2016
"09009",71845,121139,4817503,2016
"09011",28985,50928,1779731,2016
"09013",18574,29986,1167583,2016
"09015",11261,18925,593043,2016
"10000",55074,100812,3564341,2016
"10001",18015,34853,828514,2016
"10003",45032,82126,3485308,2016
"10005",16631,29080,773826,2016
"11000",88742,134122,7818205,2016
"11001",121856,184194,10723549,2016
"12000",1539381,2770020,83966088,2016
"12001",34322,57682,1770490,2016
"12003",2004,4151,90893,2016
"12005",24324,47124,1122877,2016
"12007",2430,4960,79321,2016
"12009",48924,86017,2314491,2016
"12011",187606,333131,11498965,2016
"12013",1085,2315,35088,2016
"12015",21535,36799,930136,2016
"12017",14179,24764,573782,2016
"12019",30593,60934,1461584,2016
"12021",38947,67703,3631076,2016
"12023",6394,12692,237592,2016
"12027",2817,5808,111618,2016
"12029",1225,2650,40544,2016
"12031",101878,193401,5920366,2016
"12033",40806,74074,1865804,2016
"12035",13347,24160,567063,2016
"12037",888,1712,47544,2016
"12039",4161,8261,146687,2016
"12041",1799,3860,63264,2016
"12043",1580,3105,64626,2016
"12045",1403,2563,72164,2016
"12047",1070,2320,29278,2016
"12049",2153,4998,72765,2016
"12051",3992,9082,142504,2016
"12053",18896,34649,750470,2016
"12055",9001,16961,362553,2016
"12057",147627,270923,8593518,2016
"12059",1481,3227,54923,2016
"12061",15541,26744,823035,2016
"12063",3935,8108,134764,2016
"12065",1384,2602,49749,2016
"12067",565,1179,20591,2016
"12069",42456,77680,1837122,2016
"12071",68152,119420,4005632,2016
"12073",37228,62033,1572123,2016
"12075",4513,8902,1173697,2016
"12077",629,1417,21078,2016
"12079",1363,2560,12048,2016
"12081",39986,70026,2229360,2016
"12083",32423,59025,1460570,2016
"12085",20212,34345,1407329,2016
"12086",194326,346253,10265089,2016
"12087",16425,27575,944439,2016
"12089",9445,18175,615108,2016
"12091",35402,71901,2148769,2016
"12093",3095,6005,110874,2016
"12095",179846,319924,8375060,2016
"12097",53336,102883,1950696,2016
"12099",127149,215772,9016071,2016
"12101",59180,111453,2786799,2016
"12103",98248,165686,5326877,2016
"12105",60130,114909,2551369,2016
"12107",6649,13285,220332,2016
"12109",28200,52129,2021108,2016
"12111",32902,59213,1425091,2016
"12113",23641,48137,1278839,2016
"12115",49817,82599,2863747,2016
"12117",73199,129399,3712706,2016
"12119",11303,19255,548824,2016
"12121",3971,8054,122973,2016
"12123",1347,2772,58944,2016
"12125",1255,2646,44912,2016
"12127",51895,89845,2558682,2016
"12129",2927,5607,114194,2016
"12131",9545,17596,724929,2016
"12133",2420,5164,77773,2016
"13000",966615,1941713,51650986,2016
"13001",1163,2481,41131,2016
"13003",815,1954,19639,2016
"13005",776,1779,21407,2016
"13007",270,622,7854,2016
"13009",4001,7791,153008,2016
"13011",2251,5152,75003,2016
"13013",9362,19980,404671,2016
"13015",10480,21858,479155,2016
"13017",1443,3103,42794,2016
"13019",1778,3939,58375,2016
"13021",16666,33084,823451,2016
"13023",935,2082,26800,2016
"13025",1495,3344,47078,2016
"13027",1908,4106,62752,2016
"13029",7312,17728,427056,2016
"13031",8115,15141,293430,2016
"13033",1918,4099,70174,2016
"13035",2291,4960,84864,2016
"13037",493,1119,15083,2016
"13039",9579,21337,430972,2016
"13043",859,1998,39574,2016
"13045",11773,23870,467935,2016
"13047",7467,15771,332442,2016
"13049",923,2010,32938,2016
"13051",39277,77155,1944698,2016
"13053",4805,12413,203242,2016
"13055",1657,3669,38942,2016
"13057",28983,57142,1857618,2016
"13059",18470,32594,845736,2016
"13061",344,732,6150,2016
"13063",46876,99545,1397947,2016
"13065",527,1129,13943,2016
"13067",117445,222922,7536280,2016
"13069",2949,6458,93334,2016
"13071",3187,7223,122437,2016
"13073",20521,46006,1231296,2016
"13075",1543,3407,43572,2016
"13077",15787,32535,968682,2016
"13079",1278,2766,42108,2016
"13081",1802,3788,55539,2016
"13083",1294,2542,48799,2016
"13085",3510,7198,171595,2016
"13087",2062,4393,75009,2016
"13089",134642,253670,8082239,2016
"13091",1435,3203,46705,2016
"13093",914,2053,25267,2016
"13095",10978,22439,403573,2016
"13097",23165,47657,981363,2016
"13099",799,1810,27868,2016
"13101",325,835,8620,2016
"13103",6647,13880,274959,2016
"13105",1306,3040,44649,2016
"13107",1748,3808,53924,2016
"13109",1060,2358,33313,2016
"13111",1916,3602,78944,2016
"13113",15725,31456,1149978,2016
"13115",7856,15929,331454,2016
"13117",23840,49511,2234263,2016
"13119",2353,5275,84621,2016
"13121",181462,331048,13305394,2016
"13123",2869,5652,121864,2016
"13125",164,356,4556,2016
"13127",9138,17372,451534,2016
"13129",4632,10194,163371,2016
"13131",2132,4754,73753,2016
"13133",1663,3142,103540,2016
"13135",117293,232801,6354536,2016
"13137",3451,7062,132630,2016
"13139",19048,38196,993636,2016
"13141",528,1090,16685,2016
"13143",2766,6347,107124,2016
"13145",3882,7978,198002,2016
"13147",1990,4158,79422,2016
"13149",1045,2336,33432,2016
"13151",31371,63458,1437608,2016
"13153",18560,39434,941684,2016
"13155",941,1961,26219,2016
"13157",7534,15783,348052,2016
"13159",1480,3338,66362,2016
"13161",1019,2370,30338,2016
"13163",1097,2341,35406,2016
"13165",612,1365,18800,2016
"13167",602,1354,19128,2016
"13169",2564,5212,89798,2016
"13171",1847,3855,63648,2016
"13173",1508,3617,56589,2016
"13175",3487,7220,143563,2016
"13177",4329,9707,227131,2016
"13179",18370,45047,673420,2016
"13181",595,1226,28858,2016
"13183",3271,7971,109526,2016
"13185",15642,32617,754811,2016
"13187",3852,7435,138999,2016
"13189",1892,4128,75216,2016
"13191",1208,2512,41920,2016
"13193",998,2264,28869,2016
"13195",2444,5344,85224,2016
"13197",632,1418,15988,2016
"13199",2477,5626,80725,2016
"13201",504,1130,20236,2016
"13205",1787,3928,46393,2016
"13207",2669,5345,85506,2016
"13209",874,1947,36768,2016
"13211",1812,3724,91561,2016
"13213",3360,7706,103378,2016
"13215",32440,71563,1627381,2016
"13217",13389,28710,538057,2016
"13219",4268,9078,361312,2016
"13221",1445,2941,54181,2016
"13223",18921,40445,942549,2016
"13225",3634,7693,91756,2016
"13227",3494,6894,197744,2016
"13229",1715,3674,62770,2016
"13231",1803,3679,111466,2016
"13233",3372,7458,125184,2016
"13235",827,1864,29978,2016
"13237",2328,4739,117889,2016
"13239",176,428,6200,2016
"13241",1172,2231,54975,2016
"13243",491,943,11683,2016
"13245",29794,59342,1254962,2016
"13247",14235,29544,570730,2016
"13249",371,907,12127,2016
"13251",1062,2244,38242,2016
"13253",831,1841,55803,2016
