"o_fips","n_return_out","n_exempt_out","agi","year"
"05049",1274,2833,36068,2014
"05051",10176,19812,393064,2014
"05053",1480,3255,57836,2014
"05055",3764,7901,116172,2014
"05057",2039,4529,63853,2014
"05059",3233,6764,113418,2014
"05061",1300,2902,39779,2014
"05063",3135,7101,112948,2014
"05065",1243,2592,37246,2014
"05067",1484,3259,48411,2014
"05069",6768,13072,243284,2014
"05071",2169,4667,69031,2014
"05073",704,1461,20078,2014
"05075",1609,3485,46235,2014
"05077",856,1845,21512,2014
"05079",895,2025,28673,2014
"05081",1186,2490,36916,2014
"05083",1859,3872,56237,2014
"05085",10244,22516,534859,2014
"05087",1748,3863,62237,2014
"05089",1856,3770,55887,2014
"05091",5703,12101,185421,2014
"05093",3981,8666,145893,2014
"05095",747,1619,28890,2014
"05097",719,1545,20637,2014
"05099",805,1714,25134,2014
"05101",790,1646,21040,2014
"05103",2113,4436,79269,2014
"05105",956,1899,31519,2014
"05107",1759,3911,48621,2014
"05109",1016,2259,33197,2014
"05111",2285,5082,64776,2014
"05113",1643,3449,58848,2014
"05115",6059,11964,224801,2014
"05117",567,1302,17159,2014
"05119",43244,85134,2004983,2014
"05121",1496,3186,45104,2014
"05123",2436,5395,65068,2014
"05125",12209,24544,533583,2014
"05127",1003,2168,29904,2014
"05129",727,1709,19131,2014
"05131",13414,27968,507408,2014
"05133",1364,2951,39086,2014
"05135",2107,4431,68745,2014
"05137",928,2067,29462,2014
"05139",3460,7366,154870,2014
"05141",1678,3447,65969,2014
"05143",24096,46975,1125016,2014
"05145",8062,17383,304165,2014
"05147",624,1367,18100,2014
"05149",2194,4851,67492,2014
"06000",2124891,4052643,144414612,2014
"06001",160436,291198,11822696,2014
"06003",35,77,1827,2014
"06005",3230,5729,151383,2014
"06007",16994,29992,641618,2014
"06009",4792,8946,246971,2014
"06011",1691,3681,63773,2014
"06013",97438,178394,8571295,2014
"06015",2352,4532,89727,2014
"06017",20085,35128,1117038,2014
"06019",49336,104814,2128383,2014
"06021",2282,4609,89911,2014
"06023",11270,18442,-693598,2014
"06025",11104,25759,477568,2014
"06027",1984,3602,91845,2014
"06029",50961,112556,2402321,2014
"06031",13661,31813,570876,2014
"06033",5057,9440,203837,2014
"06035",2553,4973,112966,2014
"06037",539260,1008959,32611080,2014
"06039",10970,24869,434840,2014
"06041",27628,44906,2939401,2014
"06043",2012,3508,84530,2014
"06045",6526,11851,283796,2014
"06047",17467,39728,655332,2014
"06049",884,1738,31288,2014
"06051",2358,4200,107629,2014
"06053",38958,83027,1968322,2014
"06055",13799,24767,843825,2014
"06057",12271,21668,738543,2014
"06059",237653,446963,15808569,2014
"06061",42880,79004,2487075,2014
"06063",2145,3884,97239,2014
"06065",183081,384118,8772784,2014
"06067",110584,207360,5706763,2014
"06069",5320,11267,270528,2014
"06071",180821,386677,8059366,2014
"06073",263434,502747,14893863,2014
"06075",129228,194173,15918806,2014
"06077",47979,99171,2210275,2014
"06079",24632,42183,1227847,2014
"06081",85287,152497,10216045,2014
"06083",35649,63079,1837678,2014
"06085",157724,299446,26588796,2014
"06087",24655,44116,1635057,2014
"06089",14990,28313,683409,2014
"06091",272,485,12694,2014
"06093",3514,6461,133971,2014
"06095",43243,85740,2208775,2014
"06097",34401,58439,2016664,2014
"06099",34091,70768,1488972,2014
"06101",9689,20724,392694,2014
"06103",5427,11137,210060,2014
"06105",1033,1790,40549,2014
"06107",24269,55157,994366,2014
"06109",4885,8585,211339,2014
"06111",64435,125812,4429947,2014
"06113",23216,40857,1131963,2014
"06115",10513,23737,416979,2014
"08000",578585,1084983,32287192,2014
"08001",72964,151286,3560844,2014
"08003",2358,4610,78824,2014
"08005",109820,207425,6500593,2014
"08007",1731,3144,139846,2014
"08009",247,541,8797,2014
"08011",358,736,9753,2014
"08013",48858,80090,2995528,2014
"08014",14846,27409,985360,2014
"08015",2359,4173,155014,2014
"08017",157,371,5545,2014
"08019",1826,3080,104235,2014
"08021",549,1161,21339,2014
"08023",284,616,8858,2014
"08025",276,556,8832,2014
"08027",523,1076,30183,2014
"08029",3305,6964,140735,2014
"08031",135797,235264,7466537,2014
"08033",143,345,5653,2014
"08035",46656,92850,3878787,2014
"08037",9652,15981,715436,2014
"08039",3702,7622,252599,2014
"08041",93913,199623,4455231,2014
"08043",4252,7981,156698,2014
"08045",7425,14641,376142,2014
"08047",1081,1870,58198,2014
"08049",2828,4701,137295,2014
"08051",2612,4301,102465,2014
"08053",46,94,3542,2014
"08055",830,1612,30955,2014
"08057",146,322,7516,2014
"08059",88434,155241,4996255,2014
"08061",-9,-9,-9,2014
"08063",812,1782,36695,2014
"08065",1282,2254,50382,2014
"08067",7604,12951,384307,2014
"08069",42224,71911,2111473,2014
"08071",1568,3193,77156,2014
"08073",391,771,14331,2014
"08075",1902,3811,75136,2014
"08077",15296,30292,807544,2014
"08079",-10,-10,-10,2014
"08081",1747,3751,90733,2014
"08083",2966,5999,118804,2014
"08085",4269,8765,179347,2014
"08087",3207,6857,129312,2014
"08089",1547,3186,59294,2014
"08091",742,1247,51780,2014
"08093",2814,5269,177272,2014
"08095",377,839,15192,2014
"08097",3515,5382,389688,2014
"08099",1285,2870,58465,2014
"08101",13055,25565,543402,2014
"08103",889,1922,44784,2014
"08105",1806,3898,66991,2014
"08107",4222,7156,217625,2014
"08109",476,979,13880,2014
"08111",38,58,1312,2014
"08113",1231,2144,56516,2014
"08115",255,572,9134,2014
"08117",6910,10372,366089,2014
"08119",4268,8531,216293,2014
"08121",387,701,15839,2014
"08123",33985,68913,1821007,2014
"08125",1144,2409,44607,2014
"09000",221003,376632,17430823,2014
"09001",77612,137164,9848427,2014
"09003",71705,121739,4982922,2014
"09005",17915,29979,1088942,2014
"09007",19448,31994,1311641,2014
"09009",69069,117334,4218360,2014
"09011",29068,50617,1753130,2014
"09013",17380,28171,1018718,2014
"09015",10953,18867,477023,2014
"10000",54064,101201,3205061,2014
"10001",17777,35219,725788,2014
"10003",43148,79182,3023160,2014
"10005",17530,32669,807266,2014
"11000",83829,127838,6683114,2014
"11001",116023,176760,9141743,2014
"12000",1562755,2855031,73759191,2014
"12001",34178,59020,1517105,2014
"12003",2081,4366,74610,2014
"12005",22941,44293,995394,2014
"12007",2281,4906,70132,2014
"12009",51618,91832,2421773,2014
"12011",203074,358404,9962617,2014
"12013",1183,2645,34464,2014
"12015",23626,41864,1006483,2014
"12017",14870,27037,581433,2014
"12019",29094,59323,1402767,2014
"12021",41504,74563,3033810,2014
"12023",6894,13891,234953,2014
"12027",2926,6271,96095,2014
"12029",1226,2828,39417,2014
"12031",101558,196028,5158784,2014
"12033",42453,79300,1725717,2014
"12035",13598,25364,527188,2014
"12037",1052,1915,51788,2014
"12039",4738,9751,142810,2014
"12041",2124,4431,66773,2014
"12043",1515,3055,57076,2014
"12045",1680,3268,73420,2014
"12047",1248,2681,37138,2014
"12049",2430,6091,71302,2014
"12051",4807,11331,150942,2014
"12053",19428,36254,708486,2014
"12055",10228,19312,350533,2014
"12057",146091,272246,7092162,2014
"12059",1731,3711,45384,2014
"12061",16623,29180,912910,2014
"12063",3996,8285,126403,2014
"12065",1482,2995,51020,2014
"12067",493,1087,14573,2014
"12069",40620,76219,1639317,2014
"12071",71204,128665,4188749,2014
"12073",35859,60016,1418247,2014
"12075",5187,10582,165455,2014
"12077",671,1463,21280,2014
"12079",1305,2714,34578,2014
"12081",41439,76836,1971475,2014
"12083",35053,65332,1370900,2014
"12085",20539,36286,1595892,2014
"12086",212826,381514,9352731,2014
"12087",16035,27498,939741,2014
"12089",9421,18501,512755,2014
"12091",36129,73187,1715009,2014
"12093",3982,8196,144712,2014
"12095",168408,304854,6952580,2014
"12097",50487,99964,1707724,2014
"12099",132933,224514,8662213,2014
"12101",58733,110813,2496757,2014
"12103",98044,166000,4533999,2014
"12105",61708,121344,2287799,2014
"12107",6949,14009,225031,2014
"12109",27082,51600,1772437,2014
"12111",34580,63685,1448154,2014
"12113",23608,47917,1150602,2014
"12115",48882,83472,2454688,2014
"12117",69373,124407,2995435,2014
"12119",12073,21063,572254,2014
"12121",4060,8310,118268,2014
"12123",1456,3022,50341,2014
"12125",1388,2884,39113,2014
"12127",53801,95674,2023208,2014
"12129",3062,5858,132503,2014
"12131",9264,17662,501884,2014
"12133",2800,5793,86921,2014
"13000",973233,1998645,44481720,2014
"13001",1296,2928,41461,2014
"13003",834,1970,22074,2014
"13005",780,1796,20973,2014
"13007",305,749,7765,2014
"13009",4334,8391,152290,2014
"13011",2206,5202,66324,2014
"13013",9090,19657,388238,2014
"13015",10994,23854,431776,2014
"13017",1524,3540,59534,2014
"13019",1975,4453,47961,2014
"13021",17387,34532,702354,2014
"13023",986,2095,32374,2014
"13025",1664,3629,46407,2014
"13027",1968,4243,53943,2014
"13029",7247,17785,332039,2014
"13031",8434,15625,280548,2014
"13033",2186,4951,69126,2014
"13035",2537,5487,80029,2014
"13037",525,1189,17168,2014
"13039",9483,21731,390615,2014
"13043",1094,2615,42013,2014
"13045",12319,27003,538047,2014
"13047",7826,16217,289794,2014
"13049",857,2068,25852,2014
"13051",36809,71444,1521424,2014
"13053",5763,14851,209599,2014
"13055",1728,3960,51885,2014
"13057",27228,55401,1500327,2014
"13059",18016,32730,677633,2014
"13061",266,601,6989,2014
"13063",52201,112311,1391959,2014
"13065",555,1138,11582,2014
"13067",108170,209856,6233208,2014
"13069",2919,6630,98077,2014
"13071",3421,7871,102250,2014
"13073",18545,40407,991175,2014
"13075",1705,3711,51617,2014
"13077",17122,40753,797030,2014
"13079",1354,2868,45050,2014
"13081",2309,4979,64189,2014
"13083",1491,3210,64671,2014
"13085",3081,6238,204793,2014
"13087",2272,5048,70827,2014
"13089",140561,267492,6909485,2014
"13091",1395,3025,37972,2014
"13093",941,1973,25689,2014
"13095",11358,24167,372204,2014
"13097",22135,47042,820815,2014
"13099",888,1938,28572,2014
"13101",393,1044,8535,2014
"13103",6641,14095,267512,2014
"13105",1552,3546,51017,2014
"13107",1848,4183,51738,2014
"13109",1216,2667,33974,2014
"13111",2074,4041,86359,2014
"13113",15836,33199,958762,2014
"13115",7608,16168,304144,2014
"13117",22214,47436,1641092,2014
"13119",2361,5325,79092,2014
"13121",190092,352329,11725952,2014
"13123",2852,5847,104968,2014
"13125",220,520,7332,2014
"13127",8993,17989,402838,2014
"13129",4921,11834,157517,2014
"13131",2119,4912,59396,2014
"13133",1435,2919,80300,2014
"13135",106864,221180,5226395,2014
"13137",3708,8087,123495,2014
"13139",18445,39538,848624,2014
"13141",740,1579,18169,2014
"13143",2731,6174,86987,2014
"13145",4173,8595,210092,2014
"13147",2309,5226,78872,2014
"13149",1295,2808,36158,2014
"13151",29969,61910,1166249,2014
"13153",19761,43251,841795,2014
"13155",1062,2397,31601,2014
"13157",7394,16348,302948,2014
"13159",1555,3547,52802,2014
"13161",1180,2909,33401,2014
"13163",1366,2922,40304,2014
"13165",663,1609,17762,2014
"13167",573,1249,18921,2014
"13169",2786,5817,99151,2014
"13171",1893,4139,59390,2014
"13173",1531,3738,48182,2014
"13175",3675,7811,128751,2014
"13177",4324,9726,218901,2014
"13179",19181,47719,573956,2014
"13181",685,1358,27837,2014
"13183",3114,8051,95137,2014
"13185",15770,32371,530366,2014
"13187",3947,7785,146581,2014
"13189",1853,4058,58106,2014
"13191",1329,2706,54051,2014
"13193",1101,2365,24790,2014
"13195",2842,6463,93538,2014
"13197",741,1790,19563,2014
"13199",2499,6102,77979,2014
"13201",673,1453,18675,2014
"13205",2039,4662,35080,2014
"13207",2821,5910,118922,2014
"13209",820,1834,26824,2014
"13211",1566,3192,68030,2014
"13213",3317,8110,95452,2014
"13215",37870,79478,1511122,2014
"13217",13455,29324,451095,2014
"13219",4005,8296,248210,2014
"13221",1390,2949,44357,2014
"13223",18150,39148,810293,2014
"13225",3819,7917,125443,2014
"13227",3334,6987,136597,2014
"13229",1995,4553,71743,2014
"13231",1827,3900,69476,2014
"13233",3411,7723,91644,2014
"13235",911,2057,31789,2014
"13237",2334,5110,97283,2014
"13239",134,350,3707,2014
"13241",1520,3045,55718,2014
"13243",625,1446,14310,2014
"13245",29491,60075,1098189,2014
"13247",14280,30849,516526,2014
"13249",336,790,13712,2014
"13251",1179,2543,39818,2014
"13253",1013,2311,29719,2014
"13255",7514,16285,236872,2014
"13257",2271,5052,78212,2014
"13259",529,1106,14939,2014
"13261",2719,5750,84939,2014
"13263",736,1586,25771,2014
"13265",123,315,4431,2014
"13267",1984,4647,52365,2014
"13269",624,1456,17479,2014
"13271",945,2151,21218,2014
"13273",969,2001,26182,2014
"13275",4342,9073,186059,2014
"13277",4059,8455,127090,2014
"13279",2616,5907,88235,2014
"13281",1164,2148,45946,2014
"13283",466,1150,11317,2014
"13285",6913,14777,257047,2014
"13287",881,1831,23560,2014
"13289",986,2142,26626,2014
"13291",2033,3735,78223,2014
"13293",2271,4839,69688,2014
"13295",6806,14096,240685,2014
"13297",9807,20919,410197,2014
"13299",3478,7623,116425,2014
"13301",400,870,12214,2014
"13303",1155,2448,33025,2014
"13305",2664,5755,88950,2014
"13307",176,380,4168,2014
"13309",341,849,11592,2014
"13311",2914,5933,104717,2014
"13313",8327,19338,274119,2014
"13315",621,1327,18651,2014
"13317",698,1573,23858,2014
"13319",904,2066,29096,2014
"13321",2459,5284,75168,2014
"15000",90222,188729,4440279,2014
"15001",13893,25823,627266,2014
"15003",96896,212611,4821807,2014
"15007",5889,10169,273494,2014
"15009",13189,22342,656603,2014
"16000",123742,263690,5031907,2014
"16001",42582,84122,1996779,2014
"16003",519,947,19936,2014
"16005",8598,18542,323484,2014
"16007",476,1039,20377,2014
"16009",895,1706,29246,2014
"16011",4478,10701,177710,2014
"16013",2579,4567,199022,2014
"16015",959,1901,41905,2014
"16017",4903,9648,225869,2014
"16019",11387,26869,499703,2014
"16021",1073,2242,40756,2014
"16023",230,556,13584,2014
"16025",-8,-8,-8,2014
"16027",20426,45327,776138,2014
"16029",629,1313,27110,2014
"16031",2584,6618,82072,2014
"16033",-9,-9,-9,2014
"16035",792,1603,28470,2014
"16037",535,1112,24431,2014
"16039",5983,13658,233761,2014
"16041",1060,2575,41193,2014
"16043",1396,3524,49944,2014
"16045",1940,4258,64373,2014
"16047",1736,4239,50424,2014
"16049",1247,2440,45243,2014
"16051",3512,8816,105779,2014
"16053",3063,7733,103363,2014
"16055",14505,27514,635655,2014
"16057",6322,11043,231700,2014
"16059",688,1338,24884,2014
"16061",526,1094,20773,2014
"16063",746,1813,25806,2014
"16065",7282,18376,199839,2014
"16067",2678,6244,100780,2014
"16069",4646,8396,185497,2014
"16071",387,879,14808,2014
"16073",1326,3417,46648,2014
"16075",2836,6368,105864,2014
"16077",775,1838,24254,2014
"16079",1497,2913,58647,2014
"16081",1572,3432,79096,2014
"16083",8590,18992,314181,2014
"16085",1459,2652,72213,2014
"16087",1076,2371,39573,2014
"17000",818006,1546740,51559410,2014
"17001",4668,8607,201797,2014
"17003",949,2024,24724,2014
"17005",1582,3179,58221,2014
"17007",6561,13336,319295,2014
"17009",473,875,18270,2014
"17011",3309,6066,133810,2014
"17013",273,487,11285,2014
"17015",1599,2785,57165,2014
"17017",1626,3524,54071,2014
"17019",22122,38966,1413970,2014
"17021",3130,5891,131916,2014
"17023",1281,2506,46496,2014
"17025",1131,2375,39874,2014
"17027",3435,6563,140490,2014
"17029",5108,8667,174675,2014
"17031",379986,699215,26899444,2014
"17033",1331,2486,58168,2014
"17035",995,1884,35650,2014
"17037",13207,23472,579047,2014
"17039",1628,3265,73170,2014
"17041",1842,3793,74432,2014
"17043",112109,211788,8144727,2014
"17045",1414,2609,49186,2014
"17047",579,1092,23096,2014
"17049",3061,5544,128990,2014
"17051",2028,3848,71461,2014
"17053",1617,3011,57894,2014
"17055",3286,6338,107822,2014
"17057",2615,4963,103421,2014
"17059",361,725,12566,2014
"17061",1050,2032,34576,2014
"17063",6404,12492,338950,2014
"17065",491,996,17666,2014
"17067",1867,3614,71315,2014
"17069",244,504,8478,2014
"17071",429,773,14986,2014
"17073",4463,8201,197914,2014
"17075",2857,5490,128707,2014
"17077",8704,14335,272319,2014
"17079",686,1258,22178,2014
"17081",3185,6206,122848,2014
"17083",2097,3921,84758,2014
"17085",2564,4410,97359,2014
"17087",1135,2094,37180,2014
"17089",53946,113994,3154573,2014
"17091",9450,18044,397651,2014
"17093",16742,35332,1032591,2014
"17095",4254,8196,166887,2014
"17097",72110,137523,6650556,2014
"17099",10229,18895,432776,2014
"17101",1266,2514,43499,2014
"17103",3643,6750,151263,2014
"17105",3559,6726,159174,2014
"17107",2440,4492,101423,2014
"17109",3489,6035,113139,2014
"17111",31640,59925,1840844,2014
"17113",20017,37959,1220622,2014
"17115",9357,17923,550355,2014
"17117",4261,8340,172346,2014
"17119",22244,41375,1048356,2014
"17121",3400,6350,115933,2014
"17123",1266,2427,45572,2014
"17125",1291,2407,48950,2014
"17127",1298,2538,40852,2014
"17129",1412,2503,64318,2014
"17131",1560,2776,69052,2014
"17133",3214,5999,184028,2014
"17135",2391,4456,104614,2014
"17137",3172,5870,142818,2014
"17139",1623,3252,68267,2014
"17141",5181,9913,233713,2014
"17143",21462,40309,1415929,2014
"17145",1622,3171,54541,2014
"17147",1879,3522,97862,2014
"17149",1089,2088,31003,2014
"17151",358,653,12488,2014
"17153",483,953,13261,2014
"17155",603,1045,20688,2014
"17157",2391,4481,79982,2014
"17159",1142,2139,40932,2014
"17161",14429,27549,688775,2014
"17163",27615,57174,1345672,2014
"17165",1907,3587,73746,2014
"17167",17807,32130,1009389,2014
"17169",686,1213,24965,2014
"17171",463,943,15561,2014
"17173",2276,4662,88101,2014
"17175",602,1092,23058,2014
"17177",4072,7454,168090,2014
"17179",13995,27103,710709,2014
"17181",1321,2514,49717,2014
"17183",5811,11098,210904,2014
"17185",1025,1938,38133,2014
"17187",1808,3790,71281,2014
"17189",1444,2838,60330,2014
"17191",1180,2361,45090,2014
"17193",1228,2393,46512,2014
"17195",4662,8469,190191,2014
"17197",67502,134703,4190447,2014
"17199",6703,12719,264940,2014
"17201",23682,46361,1830862,2014
"17203",4092,7741,219393,2014
"18000",459340,884046,20869580,2014
"18001",2314,4932,75816,2014
"18003",26605,51248,1344619,2014
"18005",8947,18552,459505,2014
"18007",1185,2351,45210,2014
"18009",1103,2197,41900,2014
"18011",7793,15355,583558,2014
"18013",1970,3783,89193,2014
"18015",2536,5100,105481,2014
"18017",3695,8619,132209,2014
"18019",13753,27581,552077,2014
"18021",2735,5547,86923,2014
"18023",2973,6133,103732,2014
"18025",1010,2002,30415,2014
"18027",2133,4415,73236,2014
"18029",5181,9770,203109,2014
"18031",2710,5550,103050,2014
"18033",4292,8221,161143,2014
"18035",10614,18328,375601,2014
"18037",3054,5586,151760,2014
"18039",15535,31491,628375,2014
"18041",1937,3914,66121,2014
"18043",10604,20076,424974,2014
"18045",1840,3884,58379,2014
"18047",2006,4059,84290,2014
"18049",1964,3876,59580,2014
"18051",2901,5739,116580,2014
"18053",5186,10221,197203,2014
"18055",3043,5950,102204,2014
"18057",35487,69864,2848817,2014
"18059",8734,16724,393898,2014
"18061",3563,6957,146511,2014
"18063",19525,37523,999149,2014
"18065",4309,8217,156695,2014
"18067",7258,14271,296775,2014
"18069",3371,6490,130704,2014
"18071",4468,9799,164804,2014
"18073",3238,6442,134277,2014
"18075",1614,3027,50576,2014
"18077",2914,5489,114730,2014
"18079",2776,5947,87435,2014
"18081",20268,39995,942663,2014
"18083",3094,5990,114606,2014
"18085",7354,14829,322081,2014
"18087",3399,7163,122180,2014
"18089",41226,81464,1703010,2014
"18091",8704,16434,413541,2014
"18093",3348,6369,121256,2014
"18095",11231,21696,457015,2014
"18097",106036,194825,5196433,2014
"18099",4230,8024,224943,2014
"18101",866,1748,35114,2014
"18103",3488,7359,121608,2014
"18105",17698,28279,731513,2014
"18107",3592,7781,130560,2014
"18109",7756,16088,316021,2014
"18111",1815,3726,77475,2014
"18113",4714,9581,162357,2014
"18115",811,1506,28711,2014
"18117",1556,3132,49547,2014
"18119",2608,5389,81893,2014
"18121",1655,3188,59548,2014
"18123",1153,2039,33413,2014
"18125",1124,2077,34696,2014
"18127",17096,32911,841396,2014
"18129",2482,4479,98328,2014
"18131",1228,2526,59042,2014
"18133",3703,6928,145977,2014
"18135",2606,5392,85257,2014
"18137",2864,5665,113019,2014
"18139",1900,3756,66205,2014
"18141",23293,44290,1180886,2014
"18143",2116,4331,73637,2014
"18145",4737,9563,177879,2014
"18147",1878,3591,73072,2014
"18149",2014,4162,70967,2014
"18151",3688,6915,161205,2014
"18153",1724,3517,60632,2014
"18155",994,1961,28876,2014
"18157",20065,37164,866102,2014
"18159",1572,3033,69099,2014
"18161",761,1574,26752,2014
"18163",17037,31498,742920,2014
"18165",1455,2886,48751,2014
"18167",10211,18968,403904,2014
"18169",2502,4733,90752,2014
"18171",952,1814,39057,2014
"18173",6965,14155,410233,2014
"18175",2258,4450,77918,2014
"18177",5324,10351,206781,2014
"18179",2548,5094,95710,2014
"18181",3013,6109,112320,2014
"18183",3507,6522,147720,2014
"19000",213562,395937,9974653,2014
"19001",756,1475,28552,2014
"19003",363,643,11035,2014
"19005",1302,2446,38796,2014
"19007",894,1712,37326,2014
"19009",426,766,19424,2014
"19011",2582,4851,111474,2014
"19013",12085,21576,549733,2014
"19015",2799,5175,128445,2014
"19017",2383,4278,119884,2014
"19019",1684,3017,64847,2014
"19021",2681,5523,99025,2014
"19023",1070,1965,39622,2014
"19025",835,1563,30766,2014
"19027",1871,3533,84658,2014
"19029",1175,2221,42908,2014
"19031",1812,3340,75813,2014
"19033",4341,7731,190927,2014
"19035",1312,2550,48301,2014
"19037",997,1887,40835,2014
"19039",963,2072,38871,2014
"19041",1665,3086,69094,2014
"19043",1610,3104,56738,2014
"19045",4230,8031,156417,2014
"19047",1689,3611,56355,2014
"19049",11330,21544,755815,2014
"19051",584,1173,20028,2014
"19053",641,1253,25506,2014
"19055",1399,2513,56660,2014
"19057",3841,7439,157445,2014
"19059",2360,4069,125205,2014
"19061",7625,14198,409041,2014
"19063",1084,2007,39627,2014
"19065",1929,3778,71266,2014
"19067",1557,2932,63671,2014
"19069",824,1552,32066,2014
"19071",780,1551,36111,2014
"19073",720,1343,30287,2014
"19075",1049,1934,55355,2014
"19077",1148,2247,51668,2014
"19079",1737,3447,74066,2014
"19081",1130,2054,43089,2014
"19083",1676,3280,68252,2014
"19085",1358,2551,57504,2014
"19087",2014,4013,78068,2014
"19089",809,1525,31091,2014
"19091",890,1768,35186,2014
"19093",636,1200,31812,2014
"19095",1628,2896,66777,2014
"19097",1776,3342,68384,2014
"19099",3511,6681,141013,2014
"19101",1998,3390,78703,2014
"19103",20087,34624,977425,2014
"19105",1772,3101,74722,2014
"19107",920,1750,30500,2014
"19109",1243,2185,51522,2014
"19111",2779,5307,105884,2014
"19113",18218,32879,1070911,2014
"19115",1274,2539,44941,2014
"19117",654,1220,23976,2014
"19119",787,1500,32903,2014
"19121",1597,3117,79650,2014
"19123",2099,4177,94320,2014
"19125",2845,5609,148455,2014
"19127",3728,7347,138027,2014
"19129",1640,3236,76069,2014
"19131",901,1714,32333,2014
"19133",789,1338,32183,2014
"19135",652,1205,30431,2014
"19137",1051,2085,35577,2014
"19139",4089,7886,199504,2014
"19141",1623,3115,61225,2014
"19143",560,968,22847,2014
"19145",1542,2762,56148,2014
"19147",890,1616,39779,2014
"19149",2473,4844,117171,2014
"19151",761,1518,26130,2014
"19153",47295,88255,2544457,2014
"19155",8892,16863,395339,2014
"19157",1902,3778,83861,2014
"19159",285,547,10233,2014
"19161",795,1408,28008,2014
"19163",18034,33714,993807,2014
"19165",1158,1998,44051,2014
"19167",2199,4479,111736,2014
"19169",12626,20703,555239,2014
"19171",1629,2934,63051,2014
"19173",558,1028,23585,2014
"19175",1427,2712,49061,2014
"19177",631,1254,21373,2014
"19179",3458,7063,134776,2014
"19181",5217,9807,247018,2014
"19183",2169,4236,90038,2014
"19185",496,997,16992,2014
"19187",3201,5628,129518,2014
"19189",1225,2154,45916,2014
"19191",1634,2697,40253,2014
"19193",9762,18978,402074,2014
"19195",674,1205,23174,2014
"19197",1202,2462,41302,2014
"20000",227023,453794,10375757,2014
"20001",1282,2463,39878,2014
"20003",616,1278,20139,2014
"20005",1576,3069,61037,2014
"20007",576,1155,38042,2014
"20009",2368,4836,91857,2014
"20011",1434,2991,59638,2014
"20013",1037,1990,37364,2014
"20015",6968,14596,381685,2014
"20017",175,343,7827,2014
"20019",383,756,14150,2014
"20021",2168,4298,75477,2014
"20023",212,399,9522,2014
"20025",227,491,8359,2014
"20027",1014,2062,33699,2014
"20029",761,1433,25232,2014
"20031",1113,2073,60364,2014
"20033",111,203,6747,2014
"20035",3712,7856,121245,2014
"20037",3990,7332,122233,2014
"20039",207,401,6959,2014
"20041",2656,5696,96179,2014
"20043",688,1436,21767,2014
"20045",15371,25821,665219,2014
"20047",287,591,11357,2014
"20049",175,427,6623,2014
"20051",3601,6000,139316,2014
"20053",527,1021,20304,2014
"20055",4738,10598,186675,2014
"20057",4516,10430,162111,2014
"20059",2873,5549,105248,2014
"20061",17307,41452,588152,2014
"20063",236,532,9208,2014
"20065",204,364,10284,2014
"20067",880,2070,44906,2014
"20069",641,1443,26347,2014
"20071",-10,-10,-10,2014
"20073",647,1401,25769,2014
"20075",216,524,8624,2014
"20077",686,1438,33461,2014
"20079",3449,6870,145292,2014
"20081",369,783,17505,2014
"20083",175,403,6539,2014
"20085",1404,2718,57379,2014
"20087",1982,3750,80454,2014
"20089",229,433,7897,2014
"20091",64827,122132,3873291,2014
"20093",372,880,15982,2014
"20095",765,1571,43662,2014
"20097",210,358,6264,2014
"20099",1943,3964,175295,2014
"20101",175,303,9107,2014
"20103",13022,32552,719628,2014
"20105",294,700,10464,2014
"20107",1095,2176,35730,2014
"20109",308,556,-10096,2014
"20111",3767,6991,138029,2014
"20113",3185,5910,131945,2014
"20115",940,1853,34149,2014
"20117",910,1705,35471,2014
"20119",424,831,20939,2014
"20121",3744,7494,196025,2014
"20123",597,974,19796,2014
"20125",3857,8314,150163,2014
"20127",479,843,16747,2014
"20129",361,710,16047,2014
"20131",735,1477,26796,2014
"20133",1557,3211,52635,2014
"20135",235,481,9017,2014
"20137",507,914,20309,2014
"20139",1720,3265,63867,2014
"20141",366,700,11770,2014
"20143",617,1275,24349,2014
"20145",752,1399,26329,2014
"20147",380,778,13604,2014
"20149",3149,6607,143759,2014
"20151",1221,2333,50978,2014
"20153",201,423,8195,2014
"20155",5331,9979,229781,2014
"20157",370,698,11770,2014
"20159",866,1799,30012,2014
"20161",18501,37043,717981,2014
"20163",428,784,14520,2014
"20165",297,541,12573,2014
"20167",542,992,19174,2014
"20169",5879,10986,250922,2014
"20171",393,991,14117,2014
"20173",45583,91175,2297323,2014
"20175",3809,9153,147268,2014
"20177",14457,27249,642830,2014
"20179",154,270,7542,2014
"20181",915,1934,40488,2014
"20183",281,511,15023,2014
"20185",437,891,17350,2014
"20187",206,570,9700,2014
"20189",601,1445,47283,2014
"20191",2786,5754,108182,2014
"20193",1034,2037,38267,2014
"20195",292,558,12406,2014
"20197",738,1656,28058,2014
"20199",155,341,6077,2014
"20201",451,815,13813,2014
"20203",172,308,8484,2014
"20205",942,1941,35235,2014
"20207",283,543,8055,2014
"20209",19085,39115,662903,2014
"21000",306242,624404,13022479,2014
"21001",1335,2758,36363,2014
"21003",1868,4072,89352,2014
"21005",2610,5580,90897,2014
"21007",821,1585,27208,2014
"21009",3616,7398,113683,2014
"21011",946,2217,25948,2014
"21013",1883,4158,54884,2014
"21015",18344,37095,1001678,2014
"21017",2146,4477,82695,2014
"21019",4315,8654,196752,2014
"21021",3241,6319,136204,2014
